80  -0.75 -0.142857  0.272727  0.333333  0.940645 -0.072364  0.357570 -0.461676  0.369775 -0.505882  0.111111 -1.00   10.02
81   0.25 -0.142857 -0.090909 -1.000000  0.850323 -0.364576 -0.319339 -0.732620  0.086817 -0.435294  0.111111 -1.00    3.52
82  -0.25  0.142857  0.454545  1.000000  0.930323  0.021365  0.690395 -0.711230  0.678457 -0.741176 -0.400000 -1.00   64.10
83   0.75  0.142857  0.272727 -1.000000  0.899355 -0.394900  0.143896 -0.696970  0.408360 -0.717647 -0.400000 -1.00    0.00
84  -0.25 -0.714286  0.454545 -0.666667  0.847742 -0.451413  0.694148 -0.775401  0.003215  0.129412  0.000000 -1.00    0.00
85   0.25 -0.142857  0.272727  0.333333  0.156129 -0.519642  0.541926 -0.971480 -0.048232  0.341176  0.400000 -1.00    0.00
86  -0.50 -0.428571  0.272727 -0.666667  0.809032  0.007581  0.422775 -0.679144 -0.215434  0.200000  0.111111 -1.00    0.00
87  -1.00 -0.428571  0.272727  0.333333  0.855484  0.851826  0.884133 -0.803922  0.286174 -0.294118 -0.288889 -1.00    0.00
88   0.50 -0.428571  0.272727  0.333333  0.963871  0.556857  0.639029 -0.572193  0.356913 -0.552941 -0.400000 -1.00    0.00
89  -0.25 -0.428571  1.000000 -1.000000  0.721290 -0.832529 -0.198311 -0.907308 -0.845659 -0.858824  0.800000 -1.00   22.03
90  -0.25 -0.714286  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.646302 -0.600000 -0.488889 -1.00    6.44
91   0.25 -0.142857  0.272727 -0.333333  0.994839 -0.131633  0.319573 -0.411765  0.363344 -0.576471 -0.088889 -1.00    2.51
92  -0.50 -0.428571  0.454545  1.000000  0.832258 -0.387319  0.633634 -0.828877  0.324759 -0.435294 -0.288889 -1.00    0.00

[93 rows x 13 columns]
group 2:
    x_loc     y_loc     month       day      FFMC       DMC        DC       ISI      Temp        RH      wind  rain  result
0    0.50 -0.428571  0.454545  0.333333  0.894194 -0.325293  0.729565 -0.657754  0.183280 -0.341176 -0.288889  -1.0    2.03
1   -0.25 -0.714286  0.272727 -0.333333  0.894194 -0.241213  0.515656 -0.657754  0.170418 -0.364706  0.000000  -1.0    0.00
2   -0.50  0.142857 -0.090909  0.333333  0.868387 -0.359063 -0.474141 -0.746881  0.093248 -0.458824 -0.088889  -1.0    0.00
3    0.25 -0.428571 -0.636364 -0.333333  0.819355 -0.815300 -0.852469 -0.775401 -0.118971 -0.529412 -0.200000  -1.0    0.00
4    0.00 -0.428571  0.454545  0.333333  0.925161 -0.034459  0.655917 -0.504456  0.633441 -0.647059 -0.800000  -1.0    0.00
5    0.50 -0.428571 -0.818182  1.000000  0.682581 -0.947622 -0.943239 -0.925134 -0.575563  0.247059 -0.600000  -1.0   13.05
6    0.75  0.142857  0.272727  0.666667  0.896774 -0.443832  0.109183 -0.575758 -0.086817 -0.341176 -0.200000  -1.0   71.30
7   -0.75 -0.142857  0.090909  1.000000  0.940645  0.161957 -0.052656 -0.561497  0.363344 -0.411765  0.311111  -1.0    0.00
8    1.00 -0.428571  0.090909  0.666667  0.881290 -0.289456  0.095344 -0.679144  0.485531 -0.435294 -0.888889  -1.0    8.00
9    0.75  0.142857  0.454545  0.666667  0.904516 -0.172984  0.563270 -0.693405  0.003215 -0.035294 -0.688889  -1.0    1.95
10   0.25 -0.142857  0.272727  1.000000  0.891613  0.392833  0.540049 -0.711230  0.086817  0.294118 -0.600000  -1.0    0.00
11   0.50 -0.428571  0.454545 -0.333333  0.842581 -0.436251  0.707048 -0.778966 -0.151125 -0.011765 -0.088889  -1.0   37.71
12  -0.25 -0.714286  0.454545 -0.666667  0.889032 -0.237767  0.788202 -0.768271 -0.118971 -0.105882 -0.600000  -1.0    2.93
13  -0.75 -1.000000  0.272727  1.000000  0.845161 -0.321158  0.461944 -0.775401  0.196141 -0.576471 -0.488889  -1.0    0.00
14  -0.50 -0.428571  0.090909  0.666667  0.842581 -0.654721 -0.023807 -0.778966  0.440514 -0.341176 -0.688889  -1.0    1.43
15   0.50 -0.428571  0.090909 -1.000000  0.819355 -0.291523 -0.006216 -0.771836  0.311897 -0.011765  0.000000  -1.0  278.53
16  -0.25 -0.428571 -0.454545  0.333333  0.659355 -0.847002 -0.818459 -0.918004 -0.067524 -0.882353 -0.400000  -1.0    0.00
17   1.00  1.000000  0.272727  0.333333  0.963871  0.556857  0.639029 -0.572193  0.466238 -0.505882 -0.200000  -1.0    0.00
18   0.25 -0.142857  0.454545  0.333333  0.847742  0.991041  0.987569 -0.736185 -0.479100  0.482353 -0.200000  -1.0   18.30
19  -0.75 -0.142857  0.272727  0.000000  0.974194 -0.099931  0.339041 -0.629234  0.414791 -0.694118 -0.488889  -1.0    8.68
20  -0.25 -0.714286  0.454545  1.000000  0.852903 -0.341144  0.741761 -0.593583  0.170418 -0.058824  0.000000  -1.0    3.64
21   0.50 -0.428571  0.636364  0.666667  0.855484 -0.706409  0.592588 -0.761141 -0.202572 -0.576471 -0.800000  -1.0    0.00
22   0.25 -0.142857 -0.636364  0.000000  0.873548 -0.865610 -0.916501 -0.696970 -0.286174 -0.717647 -0.288889  -1.0    6.61
23   0.25 -0.142857 -0.454545  0.000000  0.620645 -0.944866 -0.889058 -0.903743 -0.768489 -0.082353  0.200000  -1.0   10.93
24   0.75  0.142857  0.454545 -1.000000  0.889032 -0.237767  0.788202 -0.768271 -0.131833 -0.152941 -0.600000  -1.0    0.00
25  -1.00 -0.428571  0.272727 -0.333333  0.883871  0.311509  0.472968 -0.721925  0.138264 -0.176471 -0.200000  -1.0   82.75
26   0.25 -0.714286  0.454545  0.333333  0.904516 -0.166782  0.833705 -0.636364 -0.118971 -0.058824 -0.288889  -1.0    0.00
27  -0.25 -0.714286  0.636364  1.000000  0.907097 -0.687112  0.604081 -0.686275 -0.254019 -0.176471 -0.488889  -1.0    0.00
28  -0.50 -0.142857  0.272727  0.666667  0.930323 -0.046864  0.375161 -0.276292 -0.009646 -0.129412  0.200000  -1.0    0.00
29  -0.25 -0.714286  0.272727  0.666667  0.948387 -0.199862  0.344435 -0.607843  0.234727 -0.317647 -0.488889  -1.0    0.68
..    ...       ...       ...       ...       ...       ...       ...       ...       ...       ...       ...   ...     ...
63   0.75  0.142857  0.272727 -1.000000  0.878710 -0.005513  0.407998 -0.618538 -0.627010  0.670588 -0.600000  -1.0    0.00
64  -0.25 -0.142857 -1.000000  1.000000 -1.000000 -1.000000 -0.616512 -1.000000 -0.807074  1.000000 -0.888889  -1.0    0.00
65   0.00 -0.428571  0.272727  1.000000  0.886452  0.199173  0.624956 -0.508021  0.511254 -0.435294  0.111111  -1.0    0.09
66   0.75  0.142857  0.272727 -1.000000  0.894194  0.419021  0.559048 -0.707665  0.498392 -0.670588 -0.688889  -1.0    1.23
67   0.25 -0.142857 -0.818182 -0.666667  0.455484 -0.977257 -0.980532 -0.932264 -0.845659  0.576471  0.311111  -1.0    5.39
68   0.00 -0.428571 -0.636364 -1.000000  0.842581 -0.733977 -0.815410 -0.778966 -0.292605 -0.411765  0.111111  -1.0    0.95
69  -0.75 -0.142857  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446 -0.009646 -0.270588 -0.400000  -1.0    7.04
70  -0.75 -0.428571  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.266881  0.317647  0.200000  -1.0   54.29
71  -0.25 -0.142857  0.272727  1.000000  0.845161 -0.321158  0.461944 -0.775401  0.234727 -0.576471 -0.400000  -1.0    0.00
72  -0.75 -0.428571  0.272727  1.000000  0.891613  0.392833  0.540049 -0.711230  0.459807 -0.364706  0.111111  -1.0    2.44
73  -0.25 -0.428571  1.000000 -1.000000  0.721290 -0.832529 -0.198311 -0.907308 -0.845659 -0.858824  0.800000  -1.0    9.77
74   0.75  0.142857  0.272727  0.666667  0.935484  0.585114  0.658731 -0.700535  0.588424 -0.623529 -0.288889  -1.0    4.96
75   0.50 -0.142857  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446  0.189711 -0.482353 -0.600000  -1.0   17.20
76  -1.00 -0.428571  0.272727  0.666667  0.845161 -0.339766  0.445526 -0.682709 -0.228296 -0.105882 -0.688889  -1.0    3.50
77  -0.25 -0.428571  0.272727  0.666667  0.845161 -0.339766  0.445526 -0.682709  0.041801 -0.364706  0.400000  -1.0    0.00
78  -0.25 -0.142857 -0.818182  0.666667  0.703226 -0.951068 -0.889527 -0.896613 -0.228296 -0.270588 -0.200000  -1.0    0.00
79   0.50 -0.428571  0.272727  0.666667  0.930323 -0.046864  0.375161 -0.276292  0.382637 -0.600000  0.200000  -1.0    0.00
80   0.75  0.142857  0.272727 -0.666667  0.809032  0.007581  0.422775 -0.679144 -0.215434  0.200000  0.111111  -1.0    5.23
81  -0.25 -0.428571  0.272727  0.000000  0.989677  0.039972  0.445291 -0.508021  0.942122 -0.858824 -0.088889  -1.0    0.00
82   0.75  0.142857  1.000000 -0.333333  0.685161 -0.815989 -0.186818 -0.811052 -0.813505  0.082353  0.688889  -1.0   11.19
83  -0.50 -0.428571  0.454545  1.000000  0.829677 -0.427981  0.656855 -0.796791  0.389068 -0.529412 -0.288889  -1.0    5.18
84   0.25 -0.428571 -0.090909  1.000000  0.850323 -0.390765 -0.336461 -0.771836 -0.221865 -0.270588 -0.688889  -1.0    0.90
85  -1.00 -1.000000  0.272727 -0.333333  0.981935 -0.319090  0.185411 -0.529412  0.356913 -0.623529 -0.088889  -1.0    0.55
86   0.50 -0.142857  0.272727  0.666667  0.935484  0.585114  0.658731 -0.700535  0.556270 -0.576471 -0.288889  -1.0    0.00
87  -0.75 -1.000000  0.272727 -0.333333  0.894194 -0.241213  0.515656 -0.657754  0.041801 -0.294118 -0.288889  -1.0    1.63
88   0.75  0.142857 -0.636364  0.333333  0.883871 -0.760855 -0.829014 -0.721925 -0.022508 -0.788235  0.111111  -1.0    0.00
89  -0.75 -0.428571  0.272727 -0.666667  0.963871 -0.261199  0.499238 -0.393939  0.151125 -0.411765 -0.200000  -1.0    0.00
90   0.25 -0.714286  0.454545 -0.666667  0.847742 -0.451413  0.694148 -0.775401  0.028939  0.105882 -0.088889  -1.0    0.00
91  -0.75 -0.142857  0.636364  1.000000  0.907097 -0.687112  0.604081 -0.686275 -0.151125 -0.529412 -0.888889  -1.0    0.00
92   0.25 -0.142857  0.454545 -1.000000  0.863226 -0.135768  0.591650 -0.750446  0.228296 -0.364706 -0.600000  -1.0    0.00

[93 rows x 13 columns]
group 3:
    x_loc     y_loc     month       day      FFMC       DMC        DC       ISI      Temp        RH      wind    rain  result
0   -0.75 -0.428571  0.272727 -0.333333  0.956129 -0.046864  0.597748 -0.286988  0.736334 -0.647059  0.000000 -1.0000    1.95
1   -0.75 -0.428571  0.272727 -0.333333  0.896774 -0.376292  0.162660 -0.657754  0.189711  0.294118 -0.600000 -1.0000    0.75
2   -0.50 -0.428571  0.636364  1.000000  0.907097 -0.687112  0.604081 -0.686275  0.183280 -0.788235  0.111111 -1.0000    0.00
3   -0.25 -0.428571  0.454545  1.000000  0.930323  0.021365  0.690395 -0.711230  0.331190 -0.435294  0.000000 -1.0000   48.55
4   -1.00 -0.142857  0.454545  1.000000  0.930323  0.021365  0.690395 -0.711230  0.646302 -0.717647 -0.400000 -1.0000   95.18
5   -0.25 -0.142857  0.454545  1.000000  0.865806  0.896623  0.916735 -0.746881 -0.254019  0.458824  0.600000 -1.0000    0.00
6    0.75  0.142857 -0.636364  1.000000  0.821935 -0.654032 -0.778820 -0.657754 -0.401929 -0.435294  0.200000 -1.0000    7.19
7    1.00  1.000000 -0.818182  0.000000  0.690323 -0.960717 -0.956139 -0.725490 -0.710611  0.505882 -0.400000 -1.0000    0.00
8   -0.25 -0.714286  0.454545  0.333333  0.847742  0.991041  0.987569 -0.736185  0.138264 -0.317647 -0.400000 -1.0000    7.80
9    0.75  0.142857 -0.636364  0.333333  0.883871 -0.778084 -0.836754 -0.679144 -0.607717  0.929412 -0.200000 -0.9375    0.00
10   0.25 -0.142857 -0.454545 -1.000000  0.785806 -0.835975 -0.920957 -0.868093 -0.440514  0.152941 -0.400000 -1.0000    3.35
11  -0.25 -0.142857  0.454545  0.000000  0.914839 -0.063405  0.638325 -0.672014  0.241158 -1.000000 -0.888889 -1.0000   11.06
12   0.00 -0.428571  0.272727  1.000000  0.932903  0.612681  0.677495 -0.639929  0.408360 -0.176471 -0.200000 -1.0000    0.00
13   0.75  0.142857  0.272727  0.000000  0.858065  0.330117  0.489621 -0.757576 -0.099678  0.129412 -0.488889 -1.0000   16.33
14   0.00 -0.428571  0.454545  0.000000  0.912258 -0.187457  0.819163 -0.732620  0.247588 -0.694118  0.311111 -1.0000    4.41
15  -0.75 -0.428571  0.272727  1.000000  0.948387 -0.164714  0.365076 -0.540107 -0.151125  0.200000 -0.200000 -1.0000   10.13
16  -0.50 -0.428571  0.454545  1.000000  0.852903 -0.341144  0.741761 -0.593583  0.183280 -0.058824  0.111111 -1.0000   24.59
17  -0.75 -1.000000  0.272727 -1.000000  0.868387 -0.296347  0.479770 -0.793226  0.344051 -0.623529 -0.400000 -1.0000    0.00
18  -0.75 -1.000000  0.454545  0.666667  0.904516 -0.172984  0.563270 -0.693405  0.028939 -0.270588 -0.688889 -1.0000  200.94
19   0.50 -0.428571  0.454545  0.333333  0.894194 -0.325293  0.729565 -0.657754  0.131833 -0.247059 -0.488889 -1.0000    1.72
20  -0.25 -0.142857 -0.636364  0.333333  0.883871 -0.778084 -0.836754 -0.679144 -0.035370 -0.741176 -0.088889 -1.0000    0.00
21   0.50 -0.428571  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.221865  0.294118  0.400000 -1.0000   11.16
22   0.00 -0.428571  0.454545  0.333333  0.894194 -0.325293  0.729565 -0.657754 -0.491961  0.411765 -0.288889 -1.0000    0.00
23   0.00  0.142857  0.272727  1.000000  0.881290  0.241902  0.419256 -0.729055  0.421222 -0.576471 -0.288889 -1.0000    3.63
24  -0.75 -1.000000 -0.818182 -1.000000  0.685161 -0.943487 -0.938783 -0.925134 -0.247588 -0.411765  0.111111 -1.0000    0.00
25  -0.25 -0.142857  0.090909  0.333333  0.881290 -0.317023  0.075173 -0.775401  0.331190 -0.411765 -0.800000 -1.0000    2.64
26   0.75 -0.142857  0.454545  1.000000  0.832258 -0.387319  0.633634 -0.828877  0.003215  0.223529 -0.600000 -1.0000    2.01
27  -1.00 -1.000000  0.454545  0.000000  0.914839 -0.063405  0.638325 -0.672014  0.491961 -0.717647 -0.600000 -1.0000    0.00
28   0.25 -0.142857 -0.636364 -1.000000  0.842581 -0.733977 -0.815410 -0.778966 -0.163987 -0.717647 -0.400000 -1.0000   31.86
29  -0.50 -0.428571  0.272727  0.000000  0.917419 -0.488629  0.075877 -0.725490  0.118971 -0.505882 -0.400000 -1.0000    0.00
..    ...       ...       ...       ...       ...       ...       ...       ...       ...       ...       ...     ...     ...
63  -1.00 -0.714286  0.272727  0.666667  0.894194  0.219159  0.401196 -0.657754  0.356913 -0.411765 -0.200000 -1.0000    6.36
64   0.75  0.142857  0.272727  0.000000  0.974194 -0.099931  0.339041 -0.629234  0.189711 -0.294118 -0.600000 -1.0000    2.55
65   0.50 -0.428571  0.272727  0.000000  0.889032 -0.254997  0.307846 -0.714795  0.234727 -0.458824 -0.488889 -1.0000    1.52
66   0.25 -0.142857  0.454545 -0.333333  0.914839 -0.088904  0.622376 -0.672014  0.556270 -0.858824 -0.088889 -1.0000    0.00
67   0.25  0.142857  0.090909 -1.000000  0.948387 -0.578222  0.020288 -0.607843  0.337621 -0.505882 -0.400000 -1.0000    0.00
68   0.25 -0.428571 -0.454545  0.666667  0.744516 -0.818746 -0.790782 -0.818182 -0.543408 -0.317647 -0.088889 -1.0000    0.00
69  -1.00 -0.714286  0.454545  1.000000  0.865806  0.896623  0.916735 -0.746881  0.266881 -0.341176 -0.200000 -1.0000   70.76
70  -1.00 -0.714286  0.272727  0.333333  0.992258  0.081323  0.467574 -0.597148  0.942122 -0.717647 -0.600000 -1.0000    0.00
71  -0.25  0.142857  1.000000  0.000000  0.700645 -0.825637 -0.192917 -0.928699 -0.813505  0.082353  0.000000 -1.0000    5.38
72  -0.75 -1.000000  0.272727 -0.666667  0.963871 -0.261199  0.499238 -0.393939  0.440514 -0.835294 -0.088889 -1.0000    8.71
73   0.50  0.142857  0.090909 -0.333333  0.870968  0.254307  0.008092 -0.554367 -0.331190  0.764706  0.600000 -0.9375    0.00
74   0.25 -0.714286  0.454545 -1.000000  0.803871 -0.374914  0.646535 -0.746881 -0.421222  0.482353  0.600000 -1.0000    0.00
75   0.00 -0.428571  0.454545  0.333333  0.950968 -0.421089  0.605254 -0.433155  0.151125 -0.247059  0.000000 -1.0000    1.46
76  -1.00 -1.000000  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.524116 -0.388235 -0.288889 -1.0000    0.00
77  -0.25 -0.142857  0.272727  0.000000  0.824516  0.827016  0.865603 -0.800357 -0.022508 -0.082353 -0.400000 -1.0000    0.00
78  -0.25 -0.142857  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.163987 -0.294118 -0.400000 -1.0000    0.00
79   0.75  0.142857  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446 -0.299035  0.129412  0.111111 -1.0000    0.00
80   0.75  0.142857  0.272727  0.000000  0.858065  0.330117  0.489621 -0.757576  0.228296 -0.388235 -0.288889 -1.0000    0.00
81  -0.25 -0.428571  0.272727 -0.666667  0.963871 -0.261199  0.499238 -0.393939 -0.073955 -0.082353  0.111111 -1.0000    0.00
82  -0.25 -0.714286  0.090909  0.000000  0.922581 -0.219159  0.294945 -0.661319  0.800643 -0.835294  0.000000 -1.0000    0.00
83   0.25 -0.142857  0.454545 -0.666667  0.889032 -0.237767  0.788202 -0.768271  0.215434 -0.529412 -0.488889 -1.0000    5.65
84  -0.75 -0.428571  0.454545  1.000000  0.901935 -0.278429  0.759587 -0.647059 -0.112540 -0.294118 -0.688889 -1.0000    0.00
85  -0.25 -0.714286  0.272727 -0.333333  0.894194 -0.241213  0.515656 -0.657754  0.170418 -0.364706  0.000000 -1.0000    0.00
86   0.75  0.142857  0.272727 -1.000000  0.894194  0.419021  0.559048 -0.707665  0.581994 -0.529412 -0.800000 -1.0000    0.54
87  -1.00 -0.428571  0.272727  0.666667  0.845161 -0.339766  0.445526 -0.682709  0.163987 -0.435294  0.000000 -1.0000    4.53
88  -1.00 -0.428571  0.454545  0.666667  0.896774 -0.302550  0.744107 -0.700535  0.414791 -0.717647 -0.400000 -1.0000    0.00
89   0.75  0.142857  0.636364 -0.333333  0.876129 -0.746382  0.561862 -0.814617  0.157556 -0.482353 -0.488889 -1.0000   13.70
90   0.25 -0.714286  0.454545  0.333333  0.904516 -0.166782  0.833705 -0.636364  0.125402 -0.435294 -0.488889 -1.0000    0.00
91   0.75  0.142857 -0.090909  1.000000  0.850323 -0.390765 -0.336461 -0.771836 -0.151125 -0.294118 -0.600000 -1.0000    0.00
92   0.75  0.142857  0.272727  0.666667  0.935484  0.585114  0.658731 -0.700535  0.073955  0.152941  0.000000 -1.0000    3.32

[93 rows x 13 columns]
group 4:
    x_loc     y_loc     month       day      FFMC       DMC        DC       ISI      Temp        RH      wind    rain  result
0   -0.25 -0.714286  0.272727 -0.333333  0.956129 -0.046864  0.597748 -0.286988  0.717042 -0.670588  0.000000 -1.0000   49.59
1    0.75  0.142857  0.272727 -0.333333  0.974194  0.492764  0.599859 -0.358289  0.672026 -0.670588 -0.688889 -1.0000    5.86
2    0.75  0.142857  0.272727  1.000000  0.876129 -0.026189  0.392049 -0.622103  0.028939 -0.341176  0.000000 -1.0000    0.00
3   -0.25 -0.428571  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.118971 -0.223529 -0.488889 -1.0000    0.00
4    0.00  0.142857 -0.636364  0.666667  0.855484 -0.662302 -0.783042 -0.721925 -0.170418  0.152941 -0.200000 -1.0000   13.99
5    0.00 -0.428571  0.272727 -0.666667  0.971613 -0.033770  0.402369 -0.368984  0.556270 -0.552941 -0.288889 -1.0000   16.40
6    0.25 -0.714286  0.454545 -1.000000  0.881290 -0.260510  0.773426 -0.778966  0.337621 -0.552941 -0.600000 -1.0000   56.04
7   -0.25 -0.142857  0.454545 -1.000000  0.803871 -0.374914  0.646535 -0.746881 -0.022508 -0.035294  0.111111 -1.0000    0.00
8    0.25 -0.142857 -0.272727  0.666667  0.713548 -0.814611 -0.751613 -0.875223 -0.414791  0.858824  0.000000 -1.0000    0.00
9   -0.50  0.142857  0.454545 -1.000000  0.863226 -0.135768  0.591650 -0.750446 -0.138264  0.200000 -0.400000 -1.0000    0.00
10  -0.50 -0.428571  0.272727  1.000000  0.966452 -0.109580  0.358508 -0.497326  0.363344 -0.411765  0.200000 -1.0000    1.29
11   0.25 -0.142857  0.454545 -0.666667  0.889032 -0.237767  0.788202 -0.768271  0.118971 -0.294118 -0.400000 -1.0000   20.03
12   0.75  0.142857  0.272727  0.000000  0.963871  0.525155  0.620030 -0.504456  0.395498 -0.458824  0.400000 -1.0000    0.00
13  -0.50 -0.428571  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446 -0.247588  0.035294  0.311111 -1.0000   11.24
14  -0.50 -0.428571  0.272727  1.000000  0.876129 -0.026189  0.392049 -0.622103 -0.395498  0.694118 -0.088889 -1.0000    0.00
15   0.75  0.142857  0.272727  0.666667  0.824516  0.740179  0.783746 -0.654189 -0.228296  0.364706 -0.488889 -1.0000    0.00
16   0.25 -0.428571  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446  0.061093 -0.341176 -0.488889 -1.0000  103.39
17  -0.25 -0.714286  0.090909  0.000000  0.930323 -0.419711 -0.092061 -0.647059  0.607717 -0.694118 -0.800000 -1.0000    1.76
18  -0.75 -0.428571 -0.636364 -0.666667  0.927742 -0.904204 -0.958485 -0.593583 -0.163987 -0.905882  0.600000 -1.0000    0.00
19  -0.50 -0.142857 -0.636364 -1.000000  0.778065 -0.647829 -0.775067 -0.821747 -0.562701 -0.200000 -0.600000 -1.0000    0.00
20  -0.25 -0.142857  0.454545 -0.333333  0.914839 -0.088904  0.622376 -0.672014  0.421222 -0.764706 -0.200000 -1.0000    9.41
21  -0.50 -0.428571  0.090909 -0.333333  0.889032 -0.086837  0.202299 -0.714795 -0.228296  0.011765 -0.200000 -1.0000    0.00
22  -0.75 -0.428571  0.454545  1.000000  0.901935 -0.278429  0.759587 -0.647059  0.459807 -0.717647 -0.600000 -1.0000    0.00
23   0.50 -0.428571  0.272727  1.000000  0.886452  0.199173  0.624956 -0.508021  0.266881  0.364706  0.600000 -0.6875    0.00
24  -0.50 -0.428571  0.454545 -0.333333  0.870968 -0.079256  0.898909 -0.743316  0.048232 -0.647059 -0.488889 -1.0000    0.00
25   0.50 -0.428571  0.454545  0.333333  0.901935 -0.195038  0.548258 -0.565062  0.080386 -0.552941  0.200000 -1.0000    0.00
26  -0.25 -0.428571 -0.636364 -1.000000  0.767742 -0.842867 -0.866776 -0.853832 -0.382637 -0.529412 -0.688889 -1.0000    0.00
27  -0.75 -1.000000 -0.818182  0.666667  0.569032 -0.982771 -0.982643 -0.935829 -0.845659  0.035294 -0.888889 -1.0000    6.84
28   0.25 -0.714286  0.454545  0.333333  0.803871 -0.527223  0.639264 -0.793226  0.183280 -0.482353 -0.688889 -1.0000    0.00
29  -1.00 -1.000000  0.272727 -0.666667  0.963871 -0.261199  0.499238 -0.393939  0.054662 -0.152941 -0.088889 -1.0000    0.00
..    ...       ...       ...       ...       ...       ...       ...       ...       ...       ...       ...     ...     ...
63   0.75  0.142857  0.272727 -0.666667  0.894194  0.044108  0.525273 -0.490196  0.151125  0.011765 -0.088889 -1.0000    9.27
64   0.75  0.142857  0.272727 -0.333333  0.920000  0.076499  0.545209 -0.518717  0.704180 -0.694118 -0.488889 -1.0000    0.00
65  -1.00 -0.142857  0.454545  0.666667  0.927742 -0.005513  0.673508 -0.711230  0.762058 -0.717647 -0.488889 -1.0000    1.46
66  -1.00 -1.000000  0.090909  0.666667  0.840000 -0.654032 -0.323560 -0.689840 -0.073955 -0.105882  0.111111 -1.0000    0.71
67  -0.75 -1.000000  0.272727  0.000000  0.883871 -0.219848  0.532544 -0.775401  0.054662 -0.317647 -0.088889 -1.0000    0.00
68   0.00 -0.428571 -0.818182  1.000000  0.757419 -0.900069 -0.905242 -0.860963 -0.344051 -0.105882 -0.600000 -1.0000    6.38
69  -0.25 -0.428571 -0.636364  0.666667  0.883871 -0.760855 -0.829014 -0.721925 -0.048232 -0.717647  0.000000 -1.0000   28.66
70  -0.25 -0.714286  0.272727  0.000000  0.883871 -0.219848  0.532544 -0.775401 -0.009646 -0.294118 -0.288889 -1.0000    0.00
71   0.75  0.142857 -0.090909 -0.333333  0.870968  0.011027 -0.133810 -0.547237  0.118971 -0.341176  0.000000 -1.0000    0.00
72   1.00  1.000000 -0.818182  0.333333  0.752258 -0.916609 -0.917673 -0.811052 -0.131833 -0.341176 -0.400000 -1.0000    0.00
73  -0.25 -0.714286 -0.272727  0.333333  0.829677 -0.832529 -0.845667 -0.796791  0.016077 -0.411765 -0.200000 -1.0000   38.48
74  -0.50 -0.428571  0.272727  0.000000  0.881290  0.704342  0.749502 -0.775401 -0.061093 -0.035294 -0.400000 -1.0000    0.00
75   0.00 -0.428571  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.215434  0.317647  0.600000 -0.5625    2.17
76  -1.00 -0.428571  0.090909 -0.666667  0.899355 -0.344590  0.037411 -0.568627  0.363344 -0.623529  0.111111 -1.0000    0.00
77  -0.75 -1.000000  0.272727 -0.666667  0.963871 -0.261199  0.499238 -0.393939 -0.022508 -0.341176  0.400000 -1.0000    1.07
78  -0.25 -0.142857  0.454545  0.333333  0.950968 -0.421089  0.605254 -0.433155 -0.003215 -0.482353 -0.288889 -1.0000    0.00
79  -0.25 -0.428571  0.272727 -0.666667  0.935484 -0.303239  0.272194 -0.479501  0.279743 -0.082353  0.600000 -1.0000    0.79
80  -1.00 -1.000000  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446  0.067524 -0.411765 -0.600000 -1.0000  212.88
81  -1.00 -0.714286  0.272727  0.333333  0.992258  0.081323  0.467574 -0.597148  0.627010 -0.670588 -0.088889 -1.0000   43.32
82   0.50 -0.428571  0.454545 -0.333333  0.832258  0.955892  0.961065 -0.639929 -0.466238  0.458824 -0.200000 -1.0000    0.00
83   0.50 -0.428571  0.454545  0.333333  0.894194 -0.325293  0.729565 -0.657754  0.061093 -0.176471 -0.600000 -1.0000    5.97
84  -0.50 -0.428571  0.454545  0.333333  0.894194 -0.325293  0.729565 -0.657754 -0.022508 -0.011765 -0.088889 -1.0000    0.00
85   0.50 -0.142857  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.324759 -0.411765 -0.200000 -1.0000    0.00
86   0.50  0.142857  0.090909 -0.666667  0.920000  0.235700 -0.008092 -0.607843  0.588424 -0.694118  0.111111 -1.0000   86.45
87   0.25 -0.142857 -0.636364  0.000000  0.708387 -0.882150 -0.889527 -0.893048 -0.800643  0.294118 -0.088889 -1.0000    2.14
88  -1.00 -0.428571  0.454545  0.333333  0.904516 -0.166782  0.833705 -0.636364  0.215434 -0.435294 -0.600000 -1.0000    8.12
89  -1.00 -1.000000  0.272727  0.666667  0.935484  0.585114  0.658731 -0.700535  0.524116 -0.600000 -0.400000 -1.0000    0.00
90   0.75  0.142857  0.272727  0.000000  0.963871  0.525155  0.620030 -0.504456  0.627010 -0.717647  0.000000 -1.0000  746.28
