node #0: {'weights': [-0.867832565528933, -0.45540919793057366, 4.197644249671245, -4.6692580978338665, 1.6640325026140061, 1.6413562582324939, 3.918591071954564, 3.05487831931436, -0.6826549263687504, 0.247768106428159], 'output': 0.21748100960564712, 'delta': 0.13317144504474296}
node #1: {'weights': [1.05481796882799, -4.1269209167187, 2.4228736037736747, 5.5357226738146394, -1.5862599708167309, -1.6699141399023234, 1.625795168237038, -3.017715094947531, 0.5748222154798222, -2.9837044299743267], 'output': 0.6657289983132609, 'delta': -0.14814726975062575}
node #2: {'weights': [-2.3458480294501776, 3.383671619317982, 2.784512152946881, 0.3131222275638228, -0.4357127050076988, -1.12474683243519, 3.198346334844012, 0.2946836800203697, 0.8381822009537142, -2.8598608067591424], 'output': 0.04882503653418875, 'delta': -0.0022674909597696115}
node #3: {'weights': [-4.134248083031225, -3.906884646918058, -0.14373497611304206, 6.565684134412937, 0.34534455811543147, 3.3431460454624946, 7.053368965249646, -6.6713231268265405, 1.2387606917954297, -4.744046930503762], 'output': 0.010638208721639066, 'delta': -0.00011196754292846241}
node #4: {'weights': [0.29647470619416655, 8.444935029775307, 1.3155425050305256, 2.0412655072991592, 4.134265502157565, -0.09964540749878559, 5.55241868888954, -6.3525348716196195, -1.881332038290515, -7.078276032343969], 'output': 0.03447634007851031, 'delta': -0.0011476388259485401}
node #5: {'weights': [-0.08593633330901858, 4.936033268392907, 0.21613715339440961, 7.289851252228819, 2.2823185902841145, -1.2448065248082318, -2.3256257531432034, 6.474467952827231, -2.9098821540667066, -1.5467844952013792], 'output': 0.0017377588379028628, 'delta': -3.0145580845288055e-06}
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 0.100, error: 262.63936813
epoch: 100, lrate: 0.100, error: 174.32223836
epoch: 200, lrate: 0.100, error: 165.88384254
epoch: 300, lrate: 0.100, error: 161.90064203
epoch: 400, lrate: 0.100, error: 159.33794127
epoch: 500, lrate: 0.100, error: 157.44194745
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [0.45209431783699905, -0.4799952625449469, 3.549580897746144, -3.9916131421725574, 1.9020577765031814, 1.6593367579406375, 2.031794415661041, 1.6359222051020648, -0.8009026130562001, -0.57404531527041], 'output': 0.3543940218835604, 'delta': 0.14771393706914926}, {'weights': [0.6720920088208993, -2.1247104445491174, 2.721156126317513, 5.131295240723186, -1.086427595408847, -0.8134905675505595, 1.863354543318517, -1.6198217116837723, 0.9243911650684951, -0.8968770185131394], 'output': 0.4721458394198368, 'delta': -0.11767014349333656}, {'weights': [-0.9276818465745704, 2.8618656567655023, 2.34158073806455, -0.7429880443961652, 0.15283904634109755, 0.26291921604471624, 1.6182933203597607, 0.7081220852807807, 0.9350739599680685, -1.371192271597048], 'output': 0.05845006138355939, 'delta': -0.0032167203204833627}, {'weights': [-1.008953943028833, -2.833840531408596, -0.5161892093950772, 4.158671239512647, 1.0474913762910263, 2.8165510830677216, 3.4402405801576874, -3.2890223431262195, 1.001531113915149, -1.8699308111712991], 'output': 0.022175529376908643, 'delta': -0.00048084919558560564}, {'weights': [0.10387600649896075, 5.04117112411596, -0.042119653784572705, -0.0670051415870223, 2.1072168640361286, 0.5783176498993643, 2.5869390955363625, -2.3915933479508427, -0.950948715390978, -3.5791415753946296], 'output': 0.04100301863547086, 'delta': -0.0016123113131212678}, {'weights': [-0.7184050768203504, 3.5894952731665875, 0.08291868261942813, 5.273970817257531, 1.6394797340625298, -0.9408152108074995, -1.4261978017828816, 5.022327081230916, -1.9751173222950456, -1.053949841421847], 'output': 0.007689889036529813, 'delta': -5.867965647069797e-05}]
node #0: {'weights': [0.45209431783699905, -0.4799952625449469, 3.549580897746144, -3.9916131421725574, 1.9020577765031814, 1.6593367579406375, 2.031794415661041, 1.6359222051020648, -0.8009026130562001, -0.57404531527041], 'output': 0.3543940218835604, 'delta': 0.14771393706914926}
node #1: {'weights': [0.6720920088208993, -2.1247104445491174, 2.721156126317513, 5.131295240723186, -1.086427595408847, -0.8134905675505595, 1.863354543318517, -1.6198217116837723, 0.9243911650684951, -0.8968770185131394], 'output': 0.4721458394198368, 'delta': -0.11767014349333656}
node #2: {'weights': [-0.9276818465745704, 2.8618656567655023, 2.34158073806455, -0.7429880443961652, 0.15283904634109755, 0.26291921604471624, 1.6182933203597607, 0.7081220852807807, 0.9350739599680685, -1.371192271597048], 'output': 0.05845006138355939, 'delta': -0.0032167203204833627}
node #3: {'weights': [-1.008953943028833, -2.833840531408596, -0.5161892093950772, 4.158671239512647, 1.0474913762910263, 2.8165510830677216, 3.4402405801576874, -3.2890223431262195, 1.001531113915149, -1.8699308111712991], 'output': 0.022175529376908643, 'delta': -0.00048084919558560564}
node #4: {'weights': [0.10387600649896075, 5.04117112411596, -0.042119653784572705, -0.0670051415870223, 2.1072168640361286, 0.5783176498993643, 2.5869390955363625, -2.3915933479508427, -0.950948715390978, -3.5791415753946296], 'output': 0.04100301863547086, 'delta': -0.0016123113131212678}
node #5: {'weights': [-0.7184050768203504, 3.5894952731665875, 0.08291868261942813, 5.273970817257531, 1.6394797340625298, -0.9408152108074995, -1.4261978017828816, 5.022327081230916, -1.9751173222950456, -1.053949841421847], 'output': 0.007689889036529813, 'delta': -5.867965647069797e-05}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 0.100, error: 257.88767860
epoch: 100, lrate: 0.100, error: 174.31789176
epoch: 200, lrate: 0.100, error: 166.44282510
epoch: 300, lrate: 0.100, error: 162.43022247
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [1.0126725717262217, -0.2746828035923097, 3.4667445706932423, -3.5105685775666906, 2.163015694331629, 1.3701299464925527, 1.6846060780507335, 1.4867128432842192, -0.769440357216182, -0.5885280770234799], 'output': 0.3599082521304358, 'delta': 0.14746068974589155}, {'weights': [0.8418005267036264, -2.1851263041039464, 2.193710451020858, 4.1893392445792825, -0.7753682753922053, -0.5730979009240056, 1.4467107544997049, -1.4606577880065867, 0.7840726848548103, -0.8055450949687075], 'output': 0.47383596357381746, 'delta': -0.11813462326150528}, {'weights': [-0.1791540714028723, 2.3314309347526456, 1.9574778165940976, -0.5751665115020099, -0.005631288633620981, 0.8481681827223698, 1.0581905040563966, 0.4831715473715622, 0.9356547600623387, -0.8865408507787709], 'output': 0.0613224981266809, 'delta': -0.0035298486634445787}, {'weights': [-0.5028155917866345, -2.195701124908135, -0.6842126798573963, 3.1093935703628635, 1.3671882492316085, 2.746273623374668, 2.748041866487839, -2.3963424634877515, 0.9693979042208357, -1.0324904237689458], 'output': 0.026983620768202453, 'delta': -0.0007084685894158841}, {'weights': [0.4905800530473232, 4.242041501191264, -0.2580319227568159, -0.4062653734147633, 1.938998319291954, 0.8290511794197899, 1.866026060932999, -1.6005508775101895, -0.5952172551508101, -2.61347293494781], 'output': 0.03957960655618921, 'delta': -0.0015045420102917212}, {'weights': [-0.10145003134196724, 2.3593445999275557, -0.2680066792612295, 4.048722691345374, 1.921862973200412, -0.5027887649506227, -1.817653781780436, 4.261400598922956, -1.8030255939705977, -0.868587817431279], 'output': 0.01756192628838003, 'delta': -0.00030300478361314285}]
node #0: {'weights': [1.0126725717262217, -0.2746828035923097, 3.4667445706932423, -3.5105685775666906, 2.163015694331629, 1.3701299464925527, 1.6846060780507335, 1.4867128432842192, -0.769440357216182, -0.5885280770234799], 'output': 0.3599082521304358, 'delta': 0.14746068974589155}
node #1: {'weights': [0.8418005267036264, -2.1851263041039464, 2.193710451020858, 4.1893392445792825, -0.7753682753922053, -0.5730979009240056, 1.4467107544997049, -1.4606577880065867, 0.7840726848548103, -0.8055450949687075], 'output': 0.47383596357381746, 'delta': -0.11813462326150528}
node #2: {'weights': [-0.1791540714028723, 2.3314309347526456, 1.9574778165940976, -0.5751665115020099, -0.005631288633620981, 0.8481681827223698, 1.0581905040563966, 0.4831715473715622, 0.9356547600623387, -0.8865408507787709], 'output': 0.0613224981266809, 'delta': -0.0035298486634445787}
node #3: {'weights': [-0.5028155917866345, -2.195701124908135, -0.6842126798573963, 3.1093935703628635, 1.3671882492316085, 2.746273623374668, 2.748041866487839, -2.3963424634877515, 0.9693979042208357, -1.0324904237689458], 'output': 0.026983620768202453, 'delta': -0.0007084685894158841}
node #4: {'weights': [0.4905800530473232, 4.242041501191264, -0.2580319227568159, -0.4062653734147633, 1.938998319291954, 0.8290511794197899, 1.866026060932999, -1.6005508775101895, -0.5952172551508101, -2.61347293494781], 'output': 0.03957960655618921, 'delta': -0.0015045420102917212}
node #5: {'weights': [-0.10145003134196724, 2.3593445999275557, -0.2680066792612295, 4.048722691345374, 1.921862973200412, -0.5027887649506227, -1.817653781780436, 4.261400598922956, -1.8030255939705977, -0.868587817431279], 'output': 0.01756192628838003, 'delta': -0.00030300478361314285}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
The tuned model looks like: l_rate: 0.1; n_epoch: 500, n_hidden: []
The model has a loss of 31.818181818181817
epoch: 0, lrate: 0.100, error: 261.46609424
epoch: 100, lrate: 0.100, error: 173.20021991
epoch: 200, lrate: 0.100, error: 165.53862444
epoch: 300, lrate: 0.100, error: 161.79082837
epoch: 400, lrate: 0.100, error: 159.34584551
epoch: 500, lrate: 0.100, error: 157.47117167
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [0.5297050007938848, -0.37380046927068633, 3.591145307417169, -3.9320034806524893, 1.9828127270703921, 1.8511864896573214, 2.1097262349660317, 1.5958150657383294, -0.799920901488432, -0.36505762359323857], 'output': 0.35567263766098367, 'delta': 0.1476602519376619}, {'weights': [0.6466281335423357, -2.143561944250712, 2.721649753194743, 5.1389489219482485, -1.1188057710894335, -0.8398900568730481, 1.8624269335374055, -1.6295087429846746, 0.9249549383643315, -0.9406102415290275], 'output': 0.47211819973017477, 'delta': -0.11766252770556253}, {'weights': [-1.0097952563737647, 2.7405174527360003, 2.153488338908367, -0.7781468447943248, -0.13870795020770332, 0.5030355633634586, 1.4718291929348124, 0.4476755571472848, 0.9025332648597267, -1.4661347666958393], 'output': 0.06049421834420678, 'delta': -0.0034381688089265092}, {'weights': [-1.2878963251014246, -2.772447143397738, -0.34204242086347764, 4.3453443202421616, 1.0437767816904702, 2.752266857763428, 3.9610037591988, -3.249047102145235, 1.0158630347896427, -1.800932013983283], 'output': 0.021598058054439394, 'delta': -0.00045640113358093326}, {'weights': [0.2611797833057759, 5.277626348304805, -0.015165418935124594, -0.029836298340629074, 2.194698666957388, 0.9848476303908807, 2.618521243005345, -2.374920602817221, -0.8946306495767642, -3.06660892557633], 'output': 0.04010933185672352, 'delta': -0.0015442322733590223}, {'weights': [-0.43147132840372543, 3.4917484401221044, 0.059382551908750456, 5.268534437521913, 1.7815404540650248, -0.8874405227853529, -1.5704672188505084, 4.981894804902122, -2.130726379766332, -1.0895155583450609], 'output': 0.008324973328346008, 'delta': -6.872821713501659e-05}]
node #0: {'weights': [0.5297050007938848, -0.37380046927068633, 3.591145307417169, -3.9320034806524893, 1.9828127270703921, 1.8511864896573214, 2.1097262349660317, 1.5958150657383294, -0.799920901488432, -0.36505762359323857], 'output': 0.35567263766098367, 'delta': 0.1476602519376619}
node #1: {'weights': [0.6466281335423357, -2.143561944250712, 2.721649753194743, 5.1389489219482485, -1.1188057710894335, -0.8398900568730481, 1.8624269335374055, -1.6295087429846746, 0.9249549383643315, -0.9406102415290275], 'output': 0.47211819973017477, 'delta': -0.11766252770556253}
node #2: {'weights': [-1.0097952563737647, 2.7405174527360003, 2.153488338908367, -0.7781468447943248, -0.13870795020770332, 0.5030355633634586, 1.4718291929348124, 0.4476755571472848, 0.9025332648597267, -1.4661347666958393], 'output': 0.06049421834420678, 'delta': -0.0034381688089265092}
node #3: {'weights': [-1.2878963251014246, -2.772447143397738, -0.34204242086347764, 4.3453443202421616, 1.0437767816904702, 2.752266857763428, 3.9610037591988, -3.249047102145235, 1.0158630347896427, -1.800932013983283], 'output': 0.021598058054439394, 'delta': -0.00045640113358093326}
node #4: {'weights': [0.2611797833057759, 5.277626348304805, -0.015165418935124594, -0.029836298340629074, 2.194698666957388, 0.9848476303908807, 2.618521243005345, -2.374920602817221, -0.8946306495767642, -3.06660892557633], 'output': 0.04010933185672352, 'delta': -0.0015442322733590223}
node #5: {'weights': [-0.43147132840372543, 3.4917484401221044, 0.059382551908750456, 5.268534437521913, 1.7815404540650248, -0.8874405227853529, -1.5704672188505084, 4.981894804902122, -2.130726379766332, -1.0895155583450609], 'output': 0.008324973328346008, 'delta': -6.872821713501659e-05}
predicted: 1.0; actual: 1.0
predicted: 6.0; actual: 2.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 2.0; actual: 1.0
predicted: 6.0; actual: 6.0
predicted: 1.0; actual: 1.0
predicted: 7.0; actual: 7.0
predicted: 2.0; actual: 7.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 1.0
predicted: 7.0; actual: 7.0
predicted: 6.0; actual: 2.0
predicted: 7.0; actual: 7.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 7.0; actual: 5.0
predicted: 1.0; actual: 1.0
predicted: 7.0; actual: 7.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 1.0
predicted: 5.0; actual: 2.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 7.0; actual: 7.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 5.0
l_rate: 10; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 10.000, error: 167.52752392
epoch: 100, lrate: 10.000, error: 109.12547922
epoch: 200, lrate: 10.000, error: 105.74205966
epoch: 300, lrate: 10.000, error: 102.26681328
epoch: 400, lrate: 10.000, error: 103.29272059
epoch: 500, lrate: 10.000, error: 103.73483375
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [57.13747436393031, 16.530660610104615, 63.22802701574704, -42.97350369379782, 25.533325607998417, 16.861572070740106, 22.55082653798597, 10.670568018878509, -51.072114851149514, -33.01179994677224], 'output': 0.20648635013265604, 'delta': 0.13001700310769915}, {'weights': [6.132744059077355, 7.657531704880106, -14.777717508254238, -16.931115619408594, -13.341527240529116, 8.273287152743176, 17.369149161757758, -7.999388268102982, 6.5185598074965725, -6.7506630972731845], 'output': 1.4797981043192291e-12, 'delta': -2.1898024295435437e-24}, {'weights': [5.6030377740640605, 7.287823506879579, 7.732247104937591, -19.108834295431986, 8.915493976975094, -5.364162661973066, 2.0813154920044297, 13.0478279561731, 12.714802141382124, -4.84176796828964], 'output': 6.35457953115851e-10, 'delta': -4.0380680992158484e-19}, {'weights': [-1.7428723821937964, 0.1978174476874651, -0.1466769947283312, 7.278121539811329, -3.761249544336372, 4.851138115197875, -2.0100116181978365, 2.2570671210654365, 7.539381692885993, -0.2856977848301252], 'output': 3.783449594936456e-07, 'delta': -1.4314485421609377e-13}, {'weights': [-5.428533250339363, 27.491725920801546, 1.784871051173371, 6.9171844357811905, 11.093529305766712, 5.814060782682132, 16.95780062914417, -24.546171148793185, -14.398314940045374, -26.205141456835378], 'output': 0.005222793403231881, 'delta': -2.7135105815318215e-05}, {'weights': [0.201811002187383, 14.085911202588946, -1.2949886185668573, 14.253136226796297, -8.708532432866521, -6.726594379292108, -6.824380586518923, 16.69434185385214, -0.23681222314490874, 0.9680957026512043], 'output': 1.379793007204396e-07, 'delta': -1.903828480041192e-14}]
node #0: {'weights': [57.13747436393031, 16.530660610104615, 63.22802701574704, -42.97350369379782, 25.533325607998417, 16.861572070740106, 22.55082653798597, 10.670568018878509, -51.072114851149514, -33.01179994677224], 'output': 0.20648635013265604, 'delta': 0.13001700310769915}
node #1: {'weights': [6.132744059077355, 7.657531704880106, -14.777717508254238, -16.931115619408594, -13.341527240529116, 8.273287152743176, 17.369149161757758, -7.999388268102982, 6.5185598074965725, -6.7506630972731845], 'output': 1.4797981043192291e-12, 'delta': -2.1898024295435437e-24}
node #2: {'weights': [5.6030377740640605, 7.287823506879579, 7.732247104937591, -19.108834295431986, 8.915493976975094, -5.364162661973066, 2.0813154920044297, 13.0478279561731, 12.714802141382124, -4.84176796828964], 'output': 6.35457953115851e-10, 'delta': -4.0380680992158484e-19}
node #3: {'weights': [-1.7428723821937964, 0.1978174476874651, -0.1466769947283312, 7.278121539811329, -3.761249544336372, 4.851138115197875, -2.0100116181978365, 2.2570671210654365, 7.539381692885993, -0.2856977848301252], 'output': 3.783449594936456e-07, 'delta': -1.4314485421609377e-13}
node #4: {'weights': [-5.428533250339363, 27.491725920801546, 1.784871051173371, 6.9171844357811905, 11.093529305766712, 5.814060782682132, 16.95780062914417, -24.546171148793185, -14.398314940045374, -26.205141456835378], 'output': 0.005222793403231881, 'delta': -2.7135105815318215e-05}
node #5: {'weights': [0.201811002187383, 14.085911202588946, -1.2949886185668573, 14.253136226796297, -8.708532432866521, -6.726594379292108, -6.824380586518923, 16.69434185385214, -0.23681222314490874, 0.9680957026512043], 'output': 1.379793007204396e-07, 'delta': -1.903828480041192e-14}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 5.0; actual: 1.0
predicted: 5.0; actual: 1.0
predicted: 5.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 7.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 3.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 5.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 10; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 10.000, error: 168.15880630
epoch: 100, lrate: 10.000, error: 111.63628526
epoch: 200, lrate: 10.000, error: 103.62603602
epoch: 300, lrate: 10.000, error: 101.21546140
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [46.52596238374852, 5.534675808862999, 51.70978932811744, -31.581702864269364, 22.793957427848582, 10.300190917433133, 18.464869792540817, 11.511976120329098, -42.70430814396018, -26.662707333810527], 'output': 0.3564785531610714, 'delta': 0.14762484586933}, {'weights': [19.345811979236974, 0.9783966235577611, -4.2194333116613265, -18.58747538721999, 6.684490941608383, 2.891782175521765, 9.204358359318453, -1.1660482369191216, 6.080556074782275, -5.954270243357131], 'output': 2.8052938005050433e-10, 'delta': -7.869673304944355e-20}, {'weights': [5.051773141500949, 7.5569715113119384, 8.001499334793765, -17.74879077919274, 9.155091791070188, -4.939573458542283, 2.549397103404883, 11.50060659632593, 12.10961116691114, -5.205063169177961], 'output': 1.972208789421473e-09, 'delta': -3.889607501400194e-18}, {'weights': [-1.5214155057440846, -0.11783141880540264, 0.2855093428423146, 7.672464919188346, -2.958853671371893, 4.70035018178013, -1.6638913176676924, 1.8613471709803218, 6.949118618778475, -0.2404907575334138], 'output': 1.1572301636030254e-06, 'delta': -1.339180101811283e-12}, {'weights': [-2.797072548705202, 23.853990278259467, -3.446868988177258, -12.644030491540937, 1.657436189861789, 11.477387557004691, 5.299333748764535, -2.224669835021753, -6.082565618492671, -14.29735287970912], 'output': 1.110333804621925e-09, 'delta': -1.2328411563173339e-18}, {'weights': [0.3292006727290516, 13.312009276195637, -1.2762002929286145, 13.361865132064715, -8.17633400662002, -6.339552081357648, -6.623270860294021, 15.707579058292552, -0.0690271681615596, 1.015755559573435], 'output': 3.375639604528718e-07, 'delta': -1.13949388931408e-13}]
node #0: {'weights': [46.52596238374852, 5.534675808862999, 51.70978932811744, -31.581702864269364, 22.793957427848582, 10.300190917433133, 18.464869792540817, 11.511976120329098, -42.70430814396018, -26.662707333810527], 'output': 0.3564785531610714, 'delta': 0.14762484586933}
node #1: {'weights': [19.345811979236974, 0.9783966235577611, -4.2194333116613265, -18.58747538721999, 6.684490941608383, 2.891782175521765, 9.204358359318453, -1.1660482369191216, 6.080556074782275, -5.954270243357131], 'output': 2.8052938005050433e-10, 'delta': -7.869673304944355e-20}
node #2: {'weights': [5.051773141500949, 7.5569715113119384, 8.001499334793765, -17.74879077919274, 9.155091791070188, -4.939573458542283, 2.549397103404883, 11.50060659632593, 12.10961116691114, -5.205063169177961], 'output': 1.972208789421473e-09, 'delta': -3.889607501400194e-18}
node #3: {'weights': [-1.5214155057440846, -0.11783141880540264, 0.2855093428423146, 7.672464919188346, -2.958853671371893, 4.70035018178013, -1.6638913176676924, 1.8613471709803218, 6.949118618778475, -0.2404907575334138], 'output': 1.1572301636030254e-06, 'delta': -1.339180101811283e-12}
node #4: {'weights': [-2.797072548705202, 23.853990278259467, -3.446868988177258, -12.644030491540937, 1.657436189861789, 11.477387557004691, 5.299333748764535, -2.224669835021753, -6.082565618492671, -14.29735287970912], 'output': 1.110333804621925e-09, 'delta': -1.2328411563173339e-18}
node #5: {'weights': [0.3292006727290516, 13.312009276195637, -1.2762002929286145, 13.361865132064715, -8.17633400662002, -6.339552081357648, -6.623270860294021, 15.707579058292552, -0.0690271681615596, 1.015755559573435], 'output': 3.375639604528718e-07, 'delta': -1.13949388931408e-13}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 5.0; actual: 1.0
predicted: 5.0; actual: 1.0
predicted: 5.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 7.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 3.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 5.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 0.500, error: 237.20019713
epoch: 100, lrate: 0.500, error: 158.88496875
epoch: 200, lrate: 0.500, error: 153.30415155
epoch: 300, lrate: 0.500, error: 151.10642982
epoch: 400, lrate: 0.500, error: 149.65132156
epoch: 500, lrate: 0.500, error: 148.38555853
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [0.534830936936975, 1.3065083511028976, 5.248773263612721, -2.640517712647038, 4.126258300309766, 0.4646618859817254, 5.262142919487205, 3.887252972780084, -0.35298812188572015, 2.0621896714817223], 'output': 0.21551718149716423, 'delta': 0.13263213826112635}, {'weights': [2.495373532071971, -1.479193878484249, 1.65624162922905, 4.352733692503582, 0.543307520613079, -1.0030873044000537, -0.2543095381588327, -7.520699994846143, 0.7814326148366579, -6.391788052425919], 'output': 0.6387056956937914, 'delta': -0.14738819258202518}, {'weights': [-4.043977563635121, 2.2029797852921096, 3.1612098555451875, -0.5659248571323544, 0.13715426134926859, -2.6268517303009205, 4.928475163487846, 1.2880473072195422, -0.17889490825413099, -4.5215317400629305], 'output': 0.06378645409373734, 'delta': -0.0038091830321307224}, {'weights': [-4.05126476927141, -8.073243786309067, -3.3771284713899195, 5.811092202164894, -3.1082417785217054, 12.375953594494241, 2.2354779201314074, -5.381157400441647, 0.011372550814177563, 0.4420651144329593], 'output': 0.005725868161296938, 'delta': -3.259784037089613e-05}, {'weights': [0.12471747771645793, 9.785076332914075, 2.871982019270712, 4.184668283612459, 5.6744078945595104, -0.9658653440599608, 8.438548251689275, -8.549499591612214, -3.0921072153472897, -9.888800772261437], 'output': 0.03368378133199722, 'delta': -0.0010963796033693937}, {'weights': [0.6615323087201538, 6.374947452194061, -0.4264805591770285, 7.986968871722985, -3.7486189392337197, -3.4937693716152043, -2.866222773807044, 8.935953925025759, -0.4399465154276443, 1.145006929135067], 'output': 0.00039775444268953797, 'delta': -1.581456685070641e-07}]
node #0: {'weights': [0.534830936936975, 1.3065083511028976, 5.248773263612721, -2.640517712647038, 4.126258300309766, 0.4646618859817254, 5.262142919487205, 3.887252972780084, -0.35298812188572015, 2.0621896714817223], 'output': 0.21551718149716423, 'delta': 0.13263213826112635}
node #1: {'weights': [2.495373532071971, -1.479193878484249, 1.65624162922905, 4.352733692503582, 0.543307520613079, -1.0030873044000537, -0.2543095381588327, -7.520699994846143, 0.7814326148366579, -6.391788052425919], 'output': 0.6387056956937914, 'delta': -0.14738819258202518}
node #2: {'weights': [-4.043977563635121, 2.2029797852921096, 3.1612098555451875, -0.5659248571323544, 0.13715426134926859, -2.6268517303009205, 4.928475163487846, 1.2880473072195422, -0.17889490825413099, -4.5215317400629305], 'output': 0.06378645409373734, 'delta': -0.0038091830321307224}
