node #0: {'weights': [10.201311699805533, 13.245723019655934, 9.82524334625033, 13.875195422570211, 11.49140977920809, -10.375854578213538, 8.68890470372861, -3.14403805922052, 14.200377378441905, 11.239958875277402], 'output': 0.06452547575042186, 'delta': 1.241866998914923e-40}
node #1: {'weights': [-3.9912535154609543, 10.095344274912337, 5.755250707591191, 13.448935858417679, -11.240065571244873, 17.032030746988237, 1.1245102350074334, 17.55614848487315, -11.129922176094643, 14.849124171824169], 'output': 1.0, 'delta': -0.0}
node #2: {'weights': [23.248683294310556, 2.1527447776618565, 6.207583569868868, -9.481104926095796, -11.084860538181665, 17.762181839646352, -2.067166242189994, 5.034248424201272, -1.9492783002904897, 13.761907306455974], 'output': 0.999999983283438, 'delta': 1.956827207612726e-47}
node #3: {'weights': [14.988455023113048, 3.9492209533255447, 2.1974386076010153, -2.8589448867155904, 4.402241548900993, 0.5201565803345841, 8.127823521154971, 13.15521274208496, 8.4249562739979, 5.96841706339312], 'output': 0.9780808830320351, 'delta': 3.470578231337702e-41}
node #4: {'weights': [23.863142203192417, 6.653887234288071, 15.39717396089681, -14.870503256240111, 15.108186414576384, 32.166071922432955, 15.568476374273525, 4.953179675890436, 6.47702122745689, 10.013450568707988], 'output': 0.9999999999999998, 'delta': 6.1202114597585325e-55}
node #5: {'weights': [30.987545873259588, -0.8502567280886478, 10.999050281542566, -13.445943595235327, 1.6183904055275786, 29.882307371220296, 20.368823993775987, 7.7942388562980405, 22.529789026488775, 11.441797187275329], 'output': 0.9999999998988327, 'delta': 1.5369008586637826e-49}
node #6: {'weights': [6.318006455141932, 6.03053260581411, 7.520260961438687, 0.5415722033845343, 2.0893733223710202, 7.548456754749258, 2.294551284065907, 0.252346781392977, 4.875101313653592, 0.9200500127670193], 'output': 0.9475218193266384, 'delta': 4.537922392985554e-41}
node #7: {'weights': [2.5306926800419745, 8.255193381160074, 7.389453549481486, 6.483035067185844, 5.050903011851439, 13.376598951577616, 1.299068566700085, 6.277351240527811, 1.071587443217135, 1.172083188442679], 'output': 0.9999999902855653, 'delta': 1.4614921373796547e-47}
node #8: {'weights': [0.974373086812836, 14.597624891669867, 5.732252047803315, 15.551744161749856, -25.535049117144737, 13.047628357041026, -0.48967509211324783, 30.982400845443998, -7.588560513411936, 13.691345717540512], 'output': 1.0, 'delta': 0.0}
output layer: [{'weights': [-9.482783270153996, 3.183667758410254, -5.395471961413225, -7.461530735703596, -12.704281869820427, -7.002121241657606, -4.206423480058956, -6.934303928362909, -12.471447308592538, 7.555063509985491], 'output': 1.4729501218801818e-20, 'delta': -2.1695820615468422e-40}, {'weights': [10.996719796080553, -1.6231058458175256, 5.065864712397304, 7.804592754349488, 11.157474483900332, 11.385112003909311, 4.725985881255647, 7.183454711397232, 9.87939074062435, -7.242383032123865], 'output': 1.0, 'delta': 0.0}]
node #0: {'weights': [-9.482783270153996, 3.183667758410254, -5.395471961413225, -7.461530735703596, -12.704281869820427, -7.002121241657606, -4.206423480058956, -6.934303928362909, -12.471447308592538, 7.555063509985491], 'output': 1.4729501218801818e-20, 'delta': -2.1695820615468422e-40}
node #1: {'weights': [10.996719796080553, -1.6231058458175256, 5.065864712397304, 7.804592754349488, 11.157474483900332, 11.385112003909311, 4.725985881255647, 7.183454711397232, 9.87939074062435, -7.242383032123865], 'output': 1.0, 'delta': 0.0}
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
l_rate: 0.5; n_epoch: 500, n_hidden: [5]
epoch: 0, lrate: 0.500, error: 207.00794675
epoch: 100, lrate: 0.500, error: 38.08933762
epoch: 200, lrate: 0.500, error: 22.55779780
epoch: 300, lrate: 0.500, error: 13.60134248
epoch: 400, lrate: 0.500, error: 9.58515932
epoch: 500, lrate: 0.500, error: 7.68941234
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 2 nodes in the output layer
layer 0: [{'weights': [5.847424504367692, 1.0853684438442406, -0.3041459239110889, -11.544371805705614, 4.8641072084044055, 5.015790521690016, 5.15399189462177, -2.033439935799044, 7.5461139808272995, 1.2322156651466336], 'output': 0.008740952364028972, 'delta': 1.1177152990262068e-14}, {'weights': [5.228911776713599, 1.9395381689363036, 1.9132746744584013, 6.961294656173944, 3.315825558731791, -4.973677628773984, 2.115655514650341, 5.553368654312086, 1.4729964348921716, 2.821874082936484], 'output': 0.91733894781255, 'delta': 9.374804096538742e-14}, {'weights': [-0.07312996271196401, 0.2580990545881531, -0.162373339348912, 9.220141859204055, -10.395358569902626, 1.1019173646853724, -0.7201817202686529, 0.9490850179461411, 1.245694019452385, -0.5210493425435164], 'output': 0.9484538500488031, 'delta': 4.941222538818423e-14}, {'weights': [0.3689899751184323, 2.1264307599026084, 6.0235828610193325, 0.5431554070757277, -3.554894901322518, 1.3309836444597023, 1.8136606701999414, 3.112403369644453, 2.519156207286537, 9.110740171984796], 'output': 0.9999357013115441, 'delta': 3.492704201462242e-17}, {'weights': [1.6738618256626727, -3.0937607890376224, -3.500097688850778, -4.250063759813003, -5.3803524631866315, 6.080907745538892, 5.133405683583179, 4.047386200123304, 3.9474217724113694, 2.494742408371811], 'output': 0.9997580400434273, 'delta': 1.4172402120471764e-16}]
node #0: {'weights': [5.847424504367692, 1.0853684438442406, -0.3041459239110889, -11.544371805705614, 4.8641072084044055, 5.015790521690016, 5.15399189462177, -2.033439935799044, 7.5461139808272995, 1.2322156651466336], 'output': 0.008740952364028972, 'delta': 1.1177152990262068e-14}
node #1: {'weights': [5.228911776713599, 1.9395381689363036, 1.9132746744584013, 6.961294656173944, 3.315825558731791, -4.973677628773984, 2.115655514650341, 5.553368654312086, 1.4729964348921716, 2.821874082936484], 'output': 0.91733894781255, 'delta': 9.374804096538742e-14}
node #2: {'weights': [-0.07312996271196401, 0.2580990545881531, -0.162373339348912, 9.220141859204055, -10.395358569902626, 1.1019173646853724, -0.7201817202686529, 0.9490850179461411, 1.245694019452385, -0.5210493425435164], 'output': 0.9484538500488031, 'delta': 4.941222538818423e-14}
node #3: {'weights': [0.3689899751184323, 2.1264307599026084, 6.0235828610193325, 0.5431554070757277, -3.554894901322518, 1.3309836444597023, 1.8136606701999414, 3.112403369644453, 2.519156207286537, 9.110740171984796], 'output': 0.9999357013115441, 'delta': 3.492704201462242e-17}
node #4: {'weights': [1.6738618256626727, -3.0937607890376224, -3.500097688850778, -4.250063759813003, -5.3803524631866315, 6.080907745538892, 5.133405683583179, 4.047386200123304, 3.9474217724113694, 2.494742408371811], 'output': 0.9997580400434273, 'delta': 1.4172402120471764e-16}
output layer: [{'weights': [-10.301069095300685, -9.872511595659837, -8.070841096264111, -4.33799211306171, -4.67847587105919, 10.616141224628949], 'output': 2.503973092859507e-07, 'delta': -6.269879679803011e-14}, {'weights': [10.302045440179665, 9.87348416289717, 8.071613611212136, 4.338320889552719, 4.678869493463458, -10.61709877620113], 'output': 0.9999997499525349, 'delta': 6.252371915245588e-14}]
node #0: {'weights': [-10.301069095300685, -9.872511595659837, -8.070841096264111, -4.33799211306171, -4.67847587105919, 10.616141224628949], 'output': 2.503973092859507e-07, 'delta': -6.269879679803011e-14}
node #1: {'weights': [10.302045440179665, 9.87348416289717, 8.071613611212136, 4.338320889552719, 4.678869493463458, -10.61709877620113], 'output': 0.9999997499525349, 'delta': 6.252371915245588e-14}
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
l_rate: 0.5; n_epoch: 500, n_hidden: [9]
epoch: 0, lrate: 0.500, error: 203.58570144
epoch: 100, lrate: 0.500, error: 36.35648571
epoch: 200, lrate: 0.500, error: 22.98299719
epoch: 300, lrate: 0.500, error: 12.57908779
epoch: 400, lrate: 0.500, error: 9.14946952
epoch: 500, lrate: 0.500, error: 8.12238421
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 2 nodes in the output layer
layer 0: [{'weights': [-4.23674701784176, 2.616277398117322, 0.6925062775166284, 3.216423217795186, -0.18454803278976864, 1.8497528328379642, 3.95863210382179, 1.4133576615589174, 0.8822159497239277, 0.3870054013079002], 'output': 0.9998150604217854, 'delta': 4.273590368866364e-10}, {'weights': [6.044680285082543, -0.6327434199682114, 1.8111329077202996, -11.665400081435923, 4.684731902387876, 3.981246016444028, 4.845021517138006, -2.1570478891428584, 8.356400120810719, 1.152269793580831], 'output': 0.0007438281584846547, 'delta': 3.590932823920715e-09}, {'weights': [3.4218012684548342, 1.2031408362911302, 2.4149222854532235, -0.7833031362279667, -4.897241150671981, 1.027548308287693, 3.9718450034571866, 1.2907387271962856, -0.27357495984562497, 4.582566953937358], 'output': 0.9995753700336849, 'delta': 5.681804020336975e-10}, {'weights': [3.3688152515766103, 1.9425447959333706, 1.7862116062548998, 3.6885770485313447, 3.18079641397314, -3.262038521775722, 1.9438694578156017, -0.5841271308490419, 2.171953471767726, 0.5784865788622112], 'output': 0.09613218924849494, 'delta': 2.266255670401387e-07}, {'weights': [-0.8159124067354986, -3.6785846985987822, -3.413366829375669, -3.731010784994576, -4.336470572639876, 6.585061844980357, 2.953579336815177, 5.745792046891366, 2.871786891476811, 1.853148643627434], 'output': 0.9998690571361457, 'delta': 3.152496957981845e-10}, {'weights': [-0.6147008786220957, -0.31981278441025995, 0.105463837498578, 1.771238555386499, -1.6647571317529302, 0.931671841399513, 0.8954305763657378, 2.454954905198495, 2.2224230034942853, 1.4953335286348688], 'output': 0.9500786774976667, 'delta': -3.9952532579825787e-08}, {'weights': [2.59174468615008, 0.9121282195237684, 1.1580138599495309, 3.3248910434195986, 4.524579347170502, -4.756970319182891, 0.4903904618175903, 4.162143379539465, 1.6080258355797912, 0.8831180406390644], 'output': 0.0872133324515242, 'delta': 2.1874477068770057e-07}, {'weights': [-2.193557039283757, 0.9970797137183404, 0.6766208197308671, 9.145177002628866, -8.376365856166137, -2.3372000941010636, 0.24815974936151183, 0.2974547667817835, -0.8779595664672322, -1.7448741673441404], 'output': 0.8627547915228179, 'delta': 3.6045277287316383e-07}, {'weights': [4.572045956577367, -0.8866294332915117, 2.1266526731953275, 2.9006382213206314, -1.6168554612303563, 5.632333406505908, -1.0799328327468305, 1.8611385846233945, -0.6486451607243277, 7.3875885927720875], 'output': 0.9999976917838392, 'delta': 4.624219157249618e-12}]
node #0: {'weights': [-4.23674701784176, 2.616277398117322, 0.6925062775166284, 3.216423217795186, -0.18454803278976864, 1.8497528328379642, 3.95863210382179, 1.4133576615589174, 0.8822159497239277, 0.3870054013079002], 'output': 0.9998150604217854, 'delta': 4.273590368866364e-10}
node #1: {'weights': [6.044680285082543, -0.6327434199682114, 1.8111329077202996, -11.665400081435923, 4.684731902387876, 3.981246016444028, 4.845021517138006, -2.1570478891428584, 8.356400120810719, 1.152269793580831], 'output': 0.0007438281584846547, 'delta': 3.590932823920715e-09}
node #2: {'weights': [3.4218012684548342, 1.2031408362911302, 2.4149222854532235, -0.7833031362279667, -4.897241150671981, 1.027548308287693, 3.9718450034571866, 1.2907387271962856, -0.27357495984562497, 4.582566953937358], 'output': 0.9995753700336849, 'delta': 5.681804020336975e-10}
node #3: {'weights': [3.3688152515766103, 1.9425447959333706, 1.7862116062548998, 3.6885770485313447, 3.18079641397314, -3.262038521775722, 1.9438694578156017, -0.5841271308490419, 2.171953471767726, 0.5784865788622112], 'output': 0.09613218924849494, 'delta': 2.266255670401387e-07}
node #4: {'weights': [-0.8159124067354986, -3.6785846985987822, -3.413366829375669, -3.731010784994576, -4.336470572639876, 6.585061844980357, 2.953579336815177, 5.745792046891366, 2.871786891476811, 1.853148643627434], 'output': 0.9998690571361457, 'delta': 3.152496957981845e-10}
node #5: {'weights': [-0.6147008786220957, -0.31981278441025995, 0.105463837498578, 1.771238555386499, -1.6647571317529302, 0.931671841399513, 0.8954305763657378, 2.454954905198495, 2.2224230034942853, 1.4953335286348688], 'output': 0.9500786774976667, 'delta': -3.9952532579825787e-08}
node #6: {'weights': [2.59174468615008, 0.9121282195237684, 1.1580138599495309, 3.3248910434195986, 4.524579347170502, -4.756970319182891, 0.4903904618175903, 4.162143379539465, 1.6080258355797912, 0.8831180406390644], 'output': 0.0872133324515242, 'delta': 2.1874477068770057e-07}
node #7: {'weights': [-2.193557039283757, 0.9970797137183404, 0.6766208197308671, 9.145177002628866, -8.376365856166137, -2.3372000941010636, 0.24815974936151183, 0.2974547667817835, -0.8779595664672322, -1.7448741673441404], 'output': 0.8627547915228179, 'delta': 3.6045277287316383e-07}
node #8: {'weights': [4.572045956577367, -0.8866294332915117, 2.1266526731953275, 2.9006382213206314, -1.6168554612303563, 5.632333406505908, -1.0799328327468305, 1.8611385846233945, -0.6486451607243277, 7.3875885927720875], 'output': 0.9999976917838392, 'delta': 4.624219157249618e-12}
output layer: [{'weights': [-4.535216762438111, -9.406634583081699, -2.63550197512177, -5.007249848978677, -4.694090576435795, 1.6969092376969248, -5.391740749777898, -5.935795217062951, -3.919747928263777, 12.676771676864911], 'output': 0.0005140231521524299, 'delta': -2.640839858537754e-07}, {'weights': [4.484048998884758, 9.451248120476672, 2.587757894320737, 5.1777774659617455, 4.704171873225901, -1.5875040766034287, 5.331194532664677, 5.945907848943657, 3.898885728675661, -12.660156972877461], 'output': 0.9995015420495068, 'delta': 2.483364813837953e-07}]
node #0: {'weights': [-4.535216762438111, -9.406634583081699, -2.63550197512177, -5.007249848978677, -4.694090576435795, 1.6969092376969248, -5.391740749777898, -5.935795217062951, -3.919747928263777, 12.676771676864911], 'output': 0.0005140231521524299, 'delta': -2.640839858537754e-07}
node #1: {'weights': [4.484048998884758, 9.451248120476672, 2.587757894320737, 5.1777774659617455, 4.704171873225901, -1.5875040766034287, 5.331194532664677, 5.945907848943657, 3.898885728675661, -12.660156972877461], 'output': 0.9995015420495068, 'delta': 2.483364813837953e-07}
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
l_rate: 0.5; n_epoch: 300, n_hidden: [5]
epoch: 0, lrate: 0.500, error: 221.90166051
epoch: 100, lrate: 0.500, error: 39.57083488
epoch: 200, lrate: 0.500, error: 23.84520507
epoch: 300, lrate: 0.500, error: 17.73602011
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 2 nodes in the output layer
layer 0: [{'weights': [-0.13818686178085166, 3.224105812698804, -0.5989181465595078, 1.9659227890519893, -5.369207095971607, 1.3624080513106855, 0.8351738440780175, 4.953718560611443, 3.053031360005913, 6.313580656524438], 'output': 0.9993637899149206, 'delta': 4.062168434344917e-07}, {'weights': [3.1296028241056804, 0.19840563931110056, 1.96927187381768, 2.531054987428349, 1.23318301405663, -1.4648858011663062, 1.593297264682235, 0.13510956971268248, 1.7891838714803026, 1.556251958485207], 'output': 0.5496659259651074, 'delta': 0.0001326988783784399}, {'weights': [5.849805041055107, 0.03160634269898299, -0.3019079332963358, -9.176774827823667, 3.362620921222362, 4.141457037688919, 5.072577851266652, -1.5813095791320242, 7.628855362785553, 1.8700425085599315], 'output': 0.023743014354459923, 'delta': 3.115178458740083e-05}, {'weights': [1.455969516446847, -3.7809415167874545, -1.3686823445543794, 4.789670929881992, 5.232791450121431, 6.114466541965973, 0.5089498754174476, 2.1624679676350738, -0.27861491435541413, 9.271821277456052], 'output': 0.9999999983522945, 'delta': 1.7762918063937696e-12}, {'weights': [2.087621707499455, 4.24086027487458, 2.7010867259282687, 0.32045659555817285, -6.994002063072337, 0.19786190458311595, -0.3492712942237807, 0.5859343661313738, 1.4476394385037044, 4.98550389719729], 'output': 0.8198408490221092, 'delta': 9.443133637769366e-05}]
node #0: {'weights': [-0.13818686178085166, 3.224105812698804, -0.5989181465595078, 1.9659227890519893, -5.369207095971607, 1.3624080513106855, 0.8351738440780175, 4.953718560611443, 3.053031360005913, 6.313580656524438], 'output': 0.9993637899149206, 'delta': 4.062168434344917e-07}
node #1: {'weights': [3.1296028241056804, 0.19840563931110056, 1.96927187381768, 2.531054987428349, 1.23318301405663, -1.4648858011663062, 1.593297264682235, 0.13510956971268248, 1.7891838714803026, 1.556251958485207], 'output': 0.5496659259651074, 'delta': 0.0001326988783784399}
node #2: {'weights': [5.849805041055107, 0.03160634269898299, -0.3019079332963358, -9.176774827823667, 3.362620921222362, 4.141457037688919, 5.072577851266652, -1.5813095791320242, 7.628855362785553, 1.8700425085599315], 'output': 0.023743014354459923, 'delta': 3.115178458740083e-05}
node #3: {'weights': [1.455969516446847, -3.7809415167874545, -1.3686823445543794, 4.789670929881992, 5.232791450121431, 6.114466541965973, 0.5089498754174476, 2.1624679676350738, -0.27861491435541413, 9.271821277456052], 'output': 0.9999999983522945, 'delta': 1.7762918063937696e-12}
node #4: {'weights': [2.087621707499455, 4.24086027487458, 2.7010867259282687, 0.32045659555817285, -6.994002063072337, 0.19786190458311595, -0.3492712942237807, 0.5859343661313738, 1.4476394385037044, 4.98550389719729], 'output': 0.8198408490221092, 'delta': 9.443133637769366e-05}
output layer: [{'weights': [-3.6684754223258125, -3.0802564448452765, -7.7171163406432965, -6.188996508566271, -3.6697929598137513, 10.079752140305388], 'output': 0.009375843756373597, 'delta': -8.70822490397062e-05}, {'weights': [3.6691624012018473, 3.0765333195479223, 7.717659617622671, 6.191986536194315, 3.672840452288589, -10.08378389278035], 'output': 0.9906251754203584, 'delta': 8.706340754222592e-05}]
node #0: {'weights': [-3.6684754223258125, -3.0802564448452765, -7.7171163406432965, -6.188996508566271, -3.6697929598137513, 10.079752140305388], 'output': 0.009375843756373597, 'delta': -8.70822490397062e-05}
node #1: {'weights': [3.6691624012018473, 3.0765333195479223, 7.717659617622671, 6.191986536194315, 3.672840452288589, -10.08378389278035], 'output': 0.9906251754203584, 'delta': 8.706340754222592e-05}
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 2.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
l_rate: 0.5; n_epoch: 300, n_hidden: [9]
epoch: 0, lrate: 0.500, error: 234.47693319
epoch: 100, lrate: 0.500, error: 35.18089394
epoch: 200, lrate: 0.500, error: 19.66677676
epoch: 300, lrate: 0.500, error: 10.53723224
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 2 nodes in the output layer
