options: {'left_index': False, 'headers': True, 'value_encode': {2: {'jan': 1, 'feb': 2, 'mar': 3, 'apr': 4, 'may': 5, 'jun': 6, 'jul': 7, 'aug': 8, 'sep': 9, 'oct': 10, 'nov': 11, 'dec': 12}, 3: {'mon': 1, 'tue': 2, 'wed': 3, 'thu': 4, 'fri': 5, 'sat': 6, 'sun': 7}}, 'normalize_cols': {1: 'x_loc', 2: 'y_loc', 3: 'month', 4: 'day', 5: 'FFMC', 6: 'DMC', 7: 'DC', 8: 'ISI', 9: 'Temp', 10: 'RH', 11: 'wind', 12: 'rain'}, 'result_col': 13}
     x_loc     y_loc     month       day      FFMC       DMC        DC       ISI      Temp        RH      wind    rain  result
[0.25, -0.7142857142857143, 0.2727272727272727, 0.0, 0.881290322580645, -0.05582356995175741, 0.43966224932567144, -0.7754010695187166, 0.07395498392282951, -0.388235294117647, -0.3999999999999999, -1.0, 0.009478933665798835]
[-0.75, -0.1428571428571429, 0.2727272727272727, 0.0, 0.7754838709677419, -0.47691247415575455, 0.6111176263633165, -0.82174688057041, 0.2926045016077172, -0.2705882352941177, -0.19999999999999996, -1.0, 0.0]
[0.75, 0.1428571428571428, 0.2727272727272727, 0.6666666666666667, 0.9483870967741936, -0.19986216402481038, 0.3444353230913568, -0.607843137254902, 0.39549839228295824, -0.388235294117647, -0.5999999999999999, -1.0, 0.007352132301712442]
[-0.25, -0.7142857142857143, 0.2727272727272727, 0.6666666666666667, 0.9483870967741936, -0.19986216402481038, 0.3444353230913568, -0.607843137254902, 0.234726688102894, -0.3176470588235294, -0.4888888888888888, -1.0, 0.0006233728136115288]
[-0.5, -0.4285714285714286, 0.2727272727272727, 0.6666666666666667, 0.8864516129032256, 0.17022742935906288, 0.6052538993784449, -0.5115864527629235, 0.18327974276527348, 0.03529411764705892, -0.8888888888888888, -1.0, 0.0]
[0.5, -0.4285714285714286, 0.2727272727272727, 0.6666666666666667, 0.8864516129032256, 0.17022742935906288, 0.6052538993784449, -0.5115864527629235, 0.38263665594855323, -0.4117647058823529, -0.6888888888888889, -1.0, 0.0012650801217410437]
[-0.75, -0.4285714285714286, 0.2727272727272727, -1.0, 0.9329032258064514, -0.33287388008270147, 0.25272663304796517, -0.4866310160427807, 0.6784565916398715, -0.6, -0.19999999999999996, -1.0, 0.008113013824208867]
[-0.5, -0.4285714285714286, 0.2727272727272727, 0.33333333333333326, 0.881290322580645, -0.23294279807029628, 0.32543684766037284, -0.6827094474153297, -0.4212218649517685, 0.6235294117647059, 0.5999999999999999, -1.0, 0.003025191595467713]
[-0.75, -0.4285714285714286, 0.2727272727272727, 0.33333333333333326, 0.881290322580645, -0.23294279807029628, 0.32543684766037284, -0.6827094474153297, 0.234726688102894, -0.3647058823529412, -0.3999999999999999, -1.0, 0.003896080085072055]
[0.25, -0.7142857142857143, 0.2727272727272727, 0.33333333333333326, 0.8683870967741933, -0.035148173673328675, 0.4570188812008913, -0.7468805704099821, 0.09967845659163999, -0.43529411764705883, -0.28888888888888886, -1.0, 0.001430090572402919]
[-0.25, -0.4285714285714286, 0.2727272727272727, 0.33333333333333326, 0.9509677419354838, 0.14748449345279124, 0.5867245221062507, -0.536541889483066, 0.26045016077170446, -0.10588235294117643, -0.3999999999999999, -1.0, 0.005995379707381468]
[-0.25, -0.4285714285714286, 0.2727272727272727, -0.6666666666666667, 0.935483870967742, -0.30323914541695374, 0.27219420663773874, -0.47950089126559714, 0.2797427652733122, -0.08235294117647063, 0.5999999999999999, -1.0, 0.0007242125334604526]
[0.25, -0.1428571428571429, 0.2727272727272727, -0.6666666666666667, 0.9509677419354838, -0.09993108201240519, 0.40541808373402133, -0.19073083778966138, 0.1061093247588425, -0.05882352941176472, -0.19999999999999996, -1.0, 0.0001558432034028822]
[-0.75, -1.0, 0.2727272727272727, -0.6666666666666667, 0.8941935483870966, 0.04410751206064778, 0.5252726633047966, -0.4901960784313726, 0.38263665594855323, -0.788235294117647, -0.3999999999999999, -1.0, 0.0]
[-0.5, -0.4285714285714286, 0.2727272727272727, -0.6666666666666667, 0.8941935483870966, 0.04410751206064778, 0.5252726633047966, -0.4901960784313726, 0.20900321543408373, -0.6, -0.3999999999999999, -1.0, 0.0]
[-0.25, -0.4285714285714286, 0.2727272727272727, -0.6666666666666667, 0.8941935483870966, 0.04410751206064778, 0.5252726633047966, -0.4901960784313726, 0.08681672025723497, -0.10588235294117643, -0.4888888888888888, -1.0, 0.004033588793956951]
[-0.75, -1.0, 0.2727272727272727, -0.6666666666666667, 0.8941935483870966, 0.04410751206064778, 0.5252726633047966, -0.4901960784313726, 0.26045016077170446, -0.03529411764705881, -0.3999999999999999, -1.0, 0.0004766968574676397]
[0.75, 0.1428571428571428, 0.2727272727272727, -0.6666666666666667, 0.8941935483870966, 0.04410751206064778, 0.5252726633047966, -0.4901960784313726, 0.15112540192926072, 0.0117647058823529, -0.08888888888888902, -1.0, 0.008498038209086576]
[-0.75, -0.1428571428571429, 0.2727272727272727, -0.6666666666666667, 0.8941935483870966, 0.04410751206064778, 0.5252726633047966, -0.4901960784313726, 0.157556270096463, -0.24705882352941178, -0.19999999999999996, -1.0, 0.0028326794030288584]
[-0.25, 0.1428571428571428, 1.0, 1.0, 0.695483870967742, -0.8201240523776706, -0.18939838161135214, -0.7575757575757576, -0.8327974276527331, -0.0117647058823529, 0.7999999999999998, -1.0, 0.008232188038575778]
[0.75, 0.1428571428571428, 1.0, -0.33333333333333337, 0.6851612903225806, -0.8159889731219848, -0.1868183417380086, -0.8110516934046346, -0.8135048231511255, 0.08235294117647052, 0.6888888888888889, -1.0, 0.010258149682813245]
[-0.25, 0.1428571428571428, 1.0, 0.0, 0.7006451612903224, -0.8256374913852516, -0.1929166178022751, -0.928698752228164, -0.8135048231511255, 0.08235294117647052, 0.0, -1.0, 0.004931979025338272]
[-0.25, -0.4285714285714286, 1.0, -1.0, 0.7212903225806453, -0.8325292901447278, -0.19831124662835697, -0.9073083778966132, -0.8456591639871383, -0.8588235294117648, 0.7999999999999998, -1.0, 0.016363536357302633]
[-0.5, -0.4285714285714286, 1.0, -1.0, 0.7212903225806453, -0.8325292901447278, -0.19831124662835697, -0.9073083778966132, -0.8456591639871383, -0.8588235294117648, 0.7999999999999998, -1.0, 0.009836456308899564]
[-0.25, -0.4285714285714286, 1.0, -1.0, 0.7212903225806453, -0.8325292901447278, -0.19831124662835697, -0.9073083778966132, -0.8456591639871383, -0.8588235294117648, 0.7999999999999998, -1.0, 0.020195445711561736]
[-0.25, -0.4285714285714286, 1.0, -1.0, 0.7212903225806453, -0.8325292901447278, -0.19831124662835697, -0.9073083778966132, -0.8456591639871383, -0.8588235294117648, 0.7999999999999998, -1.0, 0.008956400572036229]
[-0.25, 0.1428571428571428, 1.0, 0.33333333333333326, 0.7032258064516128, -0.8235699517574087, -0.19150932332590587, -0.8538324420677362, -1.0, 0.03529411764705892, 0.0, -1.0, 0.008498038209086576]
[0.25, -0.1428571428571429, 1.0, -0.6666666666666667, 0.7212903225806453, -0.8325292901447278, -0.19831124662835697, -0.9073083778966132, -0.8135048231511255, -0.788235294117647, 0.7999999999999998, -1.0, 0.022707271460525834]
[0.25, -0.7142857142857143, -0.8181818181818181, 1.0, 0.7083870967741936, -0.8180565127498277, -0.18939838161135214, -0.8787878787878788, -0.8713826366559485, -0.15294117647058825, -0.19999999999999996, -1.0, 0.0]
[-0.5, -0.4285714285714286, -0.8181818181818181, -0.33333333333333337, 0.76, -0.9620951068228808, -0.9746686994253547, -0.8859180035650623, -0.5755627009646301, -0.5294117647058824, -0.3999999999999999, -1.0, 0.0010083971984892377]
[0.0, -0.4285714285714286, -0.8181818181818181, 0.33333333333333326, 0.7161290322580645, -0.9738111647139903, -0.9814706227278058, -0.7754010695187166, -0.6591639871382636, -0.2705882352941177, 0.6888888888888889, -1.0, 0.0222214073557992]
[-0.75, -0.1428571428571429, 0.09090909090909083, 1.0, 0.9406451612903226, 0.1619572708476913, -0.05265626832414683, -0.5614973262032086, 0.3633440514469455, -0.4117647058823529, 0.3111111111111109, -1.0, 0.0]
[0.5, 0.1428571428571428, 0.09090909090909083, -0.33333333333333337, 0.8709677419354838, 0.25430737422467264, 0.008091943239122656, -0.554367201426025, -0.3311897106109325, 0.7647058823529411, 0.5999999999999999, -0.9375, 0.0]
[0.5, -0.4285714285714286, 0.09090909090909083, 0.6666666666666667, 0.881290322580645, -0.2894555478980013, 0.09534420077401196, -0.679144385026738, 0.2797427652733122, -0.19999999999999996, -0.4888888888888888, -1.0, 0.0]
[0.5, -0.4285714285714286, 0.09090909090909083, 0.6666666666666667, 0.881290322580645, -0.2894555478980013, 0.09534420077401196, -0.679144385026738, 0.414790996784566, -0.6, -0.6888888888888889, -1.0, 0.0]
[0.5, -0.4285714285714286, 0.09090909090909083, 0.6666666666666667, 0.881290322580645, -0.2894555478980013, 0.09534420077401196, -0.679144385026738, 0.4212218649517687, -0.6470588235294117, -0.6888888888888889, -1.0, 0.0]
[-0.75, -0.1428571428571429, 0.09090909090909083, 0.6666666666666667, 0.881290322580645, -0.2894555478980013, 0.09534420077401196, -0.679144385026738, 0.06109324758842449, -0.10588235294117643, -0.6888888888888889, -1.0, 0.0]
[1.0, -0.4285714285714286, 0.09090909090909083, 0.6666666666666667, 0.881290322580645, -0.2894555478980013, 0.09534420077401196, -0.679144385026738, 0.48553054662379447, -0.43529411764705883, -0.8888888888888888, -1.0, 0.007333797807194456]
[-0.25, -0.1428571428571429, 0.09090909090909083, 0.33333333333333326, 0.881290322580645, -0.31702274293590615, 0.07517297994605365, -0.7754010695187166, 0.3311897106109325, -0.4117647058823529, -0.8, -1.0, 0.0024201532763741705]
[0.5, 0.1428571428571428, 0.09090909090909083, -0.6666666666666667, 0.9199999999999997, 0.23569951757408703, -0.008091943239122767, -0.607843137254902, 0.5884244372990355, -0.6941176470588235, 0.11111111111111116, -1.0, 0.0792508525539951]
[0.75, 0.1428571428571428, 0.09090909090909083, -0.6666666666666667, 0.8993548387096773, -0.3955892487939352, 0.015597513779758376, -0.696969696969697, -0.041800643086816525, 0.22352941176470598, -0.28888888888888886, -1.0, 0.006022881449158447]
[0.5, -0.1428571428571429, -0.09090909090909094, 1.0, 0.9199999999999997, 0.23569951757408703, -0.008091943239122767, -0.607843137254902, 0.2861736334405145, -0.22352941176470587, -0.8, -1.0, 0.0]
[0.25, -0.4285714285714286, -0.09090909090909094, 1.0, 0.8503225806451613, -0.3907649896623018, -0.3364606543919315, -0.7718360071301248, -0.22186495176848864, -0.2705882352941177, -0.6888888888888889, -1.0, 0.0008250522533093764]
[0.75, 0.1428571428571428, -0.09090909090909094, 1.0, 0.8503225806451613, -0.3907649896623018, -0.3364606543919315, -0.7718360071301248, -0.15112540192926038, -0.2941176470588235, -0.5999999999999999, -1.0, 0.0]
[0.75, 0.1428571428571428, -0.09090909090909094, -0.33333333333333337, 0.8709677419354838, 0.011026878015162112, -0.13381024979476952, -0.5472370766488415, 0.11897106109324773, -0.3411764705882353, 0.0, -1.0, 0.0]
[0.25, -0.1428571428571429, -0.09090909090909094, 0.6666666666666667, -0.10451612903225804, -0.5182632667126119, -0.4701536296470037, -0.9857397504456328, -0.459807073954984, 0.7647058823529411, -0.4888888888888888, -1.0, 0.0]
[0.25, -0.1428571428571429, -0.09090909090909094, -1.0, 0.8503225806451613, -0.3645761543762922, -0.31933857159610646, -0.732620320855615, 0.189710610932476, -0.7647058823529411, 0.0, -1.0, 0.0]
[0.25, -0.1428571428571429, -0.09090909090909094, -1.0, 0.8503225806451613, -0.3645761543762922, -0.31933857159610646, -0.732620320855615, 0.08681672025723497, -0.43529411764705883, 0.11111111111111116, -1.0, 0.0032268710351655606]
[-0.5, 0.1428571428571428, -0.09090909090909094, 0.33333333333333326, 0.8683870967741933, -0.35906271536871126, -0.47414096399671635, -0.7468805704099821, 0.09324758842443748, -0.45882352941176474, -0.08888888888888902, -1.0, 0.0]
[-0.5, 0.1428571428571428, -0.09090909090909094, 0.33333333333333326, 0.8683870967741933, -0.35906271536871126, -0.47414096399671635, -0.7468805704099821, 0.09324758842443748, -0.45882352941176474, -0.08888888888888902, -1.0, 0.0]
[0.25, -0.1428571428571429, -0.2727272727272727, 0.6666666666666667, 0.713548387096774, -0.8146106133700897, -0.7516125249208397, -0.875222816399287, -0.41479099678456577, 0.8588235294117648, 0.0, -1.0, 0.0]
[-1.0, -0.4285714285714286, 0.4545454545454546, 1.0, 0.8296774193548384, -0.42798070296347346, 0.6568546968453148, -0.7967914438502673, 0.08038585209003224, -0.12941176470588234, -0.5999999999999999, -1.0, 0.0]
[0.5, -0.4285714285714286, 0.4545454545454546, 1.0, 0.8296774193548384, -0.42798070296347346, 0.6568546968453148, -0.7967914438502673, -0.041800643086816525, -0.10588235294117643, 0.11111111111111116, -1.0, 0.00037585713761871585]
[-0.5, -0.4285714285714286, 0.4545454545454546, 1.0, 0.8296774193548384, -0.42798070296347346, 0.6568546968453148, -0.7967914438502673, 0.38906752411575574, -0.5294117647058824, -0.28888888888888886, -1.0, 0.00474863408015841]
[-0.75, -0.4285714285714286, 0.4545454545454546, 1.0, 0.9019354838709679, -0.2784286698828393, 0.7595871936202649, -0.6470588235294117, -0.11254019292604489, -0.2941176470588235, -0.6888888888888889, -1.0, 0.0]
[-0.75, -0.4285714285714286, 0.4545454545454546, 1.0, 0.9019354838709679, -0.2784286698828393, 0.7595871936202649, -0.6470588235294117, 0.459807073954984, -0.7176470588235294, -0.5999999999999999, -1.0, 0.0]
[0.5, -0.4285714285714286, 0.4545454545454546, 1.0, 0.9019354838709679, -0.2784286698828393, 0.7595871936202649, -0.6470588235294117, 0.48553054662379447, -0.7176470588235294, -0.4888888888888888, -1.0, 0.0]
[0.25, -0.7142857142857143, 0.4545454545454546, 1.0, 0.9019354838709679, -0.2784286698828393, 0.7595871936202649, -0.6470588235294117, 0.4533762057877815, -0.6941176470588235, -0.6888888888888889, -1.0, 0.013099996333101096]
[-0.75, -0.4285714285714286, 0.4545454545454546, 1.0, -0.1819354838709678, -0.6891798759476223, 0.6387944177319105, -0.9857397504456328, -0.35691318327974275, 0.48235294117647065, 0.3111111111111109, -1.0, 0.0]
[0.25, -0.1428571428571429, 0.4545454545454546, -0.33333333333333337, 0.9070967741935481, -0.21226740179186754, 0.804151518705289, -0.6862745098039216, 0.4212218649517687, -0.7176470588235294, 0.0, -1.0, 0.0]
[-0.25, -0.4285714285714286, 0.4545454545454546, -0.33333333333333337, 0.9070967741935481, -0.21226740179186754, 0.804151518705289, -0.6862745098039216, 0.12540192926045024, -0.388235294117647, -0.6888888888888889, -1.0, 0.0014484250669209052]
[-0.5, -0.4285714285714286, 0.4545454545454546, -0.33333333333333337, 0.8709677419354838, -0.07925568573397657, 0.8989093467808138, -0.7433155080213903, 0.04823151125401948, -0.6470588235294117, -0.4888888888888888, -1.0, 0.0]
[-0.25, -0.1428571428571429, 0.4545454545454546, 0.0, 0.9019354838709679, -0.3445899379738111, 0.7157265157734254, -0.6934046345811051, 0.054662379421221985, -0.788235294117647, 0.19999999999999996, -1.0, 0.0]
[-0.25, -0.4285714285714286, 0.4545454545454546, 0.0, 0.9019354838709679, -0.3445899379738111, 0.7157265157734254, -0.6934046345811051, 0.09324758842443748, -0.788235294117647, 0.0, -1.0, 0.0034652194638993806]
[0.25, -0.1428571428571429, 0.4545454545454546, 0.0, 0.9122580645161289, -0.18745692625775323, 0.8191626597865602, -0.732620320855615, 0.24758842443729923, -0.7176470588235294, -0.5999999999999999, -1.0, 0.0]
[0.0, -0.4285714285714286, 0.4545454545454546, 0.0, 0.9122580645161289, -0.18745692625775323, 0.8191626597865602, -0.732620320855615, 0.24758842443729923, -0.6941176470588235, 0.3111111111111109, -1.0, 0.0040427560412159445]
[0.25, -0.7142857142857143, 0.4545454545454546, 0.0, 0.9122580645161289, -0.18745692625775323, 0.8191626597865602, -0.732620320855615, 0.07395498392282951, -0.5529411764705883, 0.5111111111111111, -1.0, 0.03149866158190019]
[-1.0, -0.4285714285714286, 0.4545454545454546, 0.0, 0.9122580645161289, -0.18745692625775323, 0.8191626597865602, -0.732620320855615, -0.06109324758842427, -0.6941176470588235, -0.19999999999999996, -1.0, 0.006609585273734004]
[0.25, -0.1428571428571429, 0.4545454545454546, 0.0, 0.9122580645161289, -0.18745692625775323, 0.8191626597865602, -0.732620320855615, -0.06109324758842427, -0.6941176470588235, -0.19999999999999996, -1.0, 0.0009258919731583001]
[-0.5, -0.1428571428571429, 0.4545454545454546, 0.0, 0.8580645161290323, -0.06409372846312877, 0.9113404479887415, -0.7575757575757576, -0.31189710610932475, -0.43529411764705883, -0.4888888888888888, -1.0, 0.0019984599024604893]
[0.25, -0.1428571428571429, 0.4545454545454546, 0.0, 0.7909677419354837, -0.6402481047553412, 0.6864078808490677, -0.8074866310160428, -0.26045016077170413, -0.03529411764705881, -0.6888888888888889, -1.0, 0.004051923288474937]
[-1.0, -0.4285714285714286, 0.4545454545454546, 0.6666666666666667, 0.896774193548387, -0.3025499655410061, 0.7441069543802039, -0.7005347593582887, 0.414790996784566, -0.7176470588235294, -0.3999999999999999, -1.0, 0.0]
[0.0, -0.4285714285714286, 0.4545454545454546, 0.6666666666666667, 0.896774193548387, -0.3025499655410061, 0.7441069543802039, -0.7005347593582887, 0.4083601286173635, -0.7176470588235294, -0.3999999999999999, -1.0, 0.0]
[0.25, -0.1428571428571429, 0.4545454545454546, 0.6666666666666667, 0.896774193548387, -0.3025499655410061, 0.7441069543802039, -0.7005347593582887, 0.22186495176848875, -0.6, -0.5999999999999999, -1.0, 0.0]
[0.25, -0.1428571428571429, 0.4545454545454546, 0.6666666666666667, 0.896774193548387, -0.3025499655410061, 0.7441069543802039, -0.7005347593582887, 0.12540192926045024, -0.5294117647058824, -0.6888888888888889, -1.0, 0.0]
[-0.25, -0.7142857142857143, 0.4545454545454546, 0.6666666666666667, 0.896774193548387, -0.3025499655410061, 0.7441069543802039, -0.7005347593582887, 0.369774919614148, -0.7176470588235294, -0.19999999999999996, -1.0, 0.0030526933372446927]
[-0.5, -0.7142857142857143, 0.4545454545454546, 0.6666666666666667, 0.896774193548387, -0.3025499655410061, 0.7441069543802039, -0.7005347593582887, 0.414790996784566, -0.7176470588235294, -0.3999999999999999, -1.0, 0.00603204869641744]
[0.5, -0.4285714285714286, 0.4545454545454546, 0.6666666666666667, 0.8709677419354838, -0.15024121295658155, 0.846839451155154, -0.696969696969697, 0.2411575562700965, -0.6941176470588235, -0.08888888888888902, -1.0, 0.014337574713065163]
[-0.25, -0.4285714285714286, 0.4545454545454546, 0.6666666666666667, 0.8709677419354838, -0.15024121295658155, 0.846839451155154, -0.696969696969697, -0.041800643086816525, -0.388235294117647, -0.5999999999999999, -1.0, 0.010285651424590226]
[-1.0, -0.4285714285714286, 0.4545454545454546, -1.0, 0.8941935483870966, -0.40317022742935893, 0.6728040342441657, -0.661319073083779, 0.022508038585209222, -0.08235294117647063, -0.3999999999999999, -1.0, 0.001952623666165524]
[-0.75, -0.7142857142857143, 0.4545454545454546, -1.0, 0.881290322580645, -0.2605099931082011, 0.7734255893045618, -0.7789661319073083, 0.016077170418006492, -0.15294117647058825, 0.11111111111111116, -1.0, 0.0]
[-0.25, -0.7142857142857143, 0.4545454545454546, -1.0, 0.881290322580645, -0.2605099931082011, 0.7734255893045618, -0.7789661319073083, -0.5112540192926045, 0.6705882352941177, -0.6888888888888889, -1.0, 0.0]
[0.5, -0.4285714285714286, 0.4545454545454546, -1.0, 0.881290322580645, -0.2605099931082011, 0.7734255893045618, -0.7789661319073083, 0.09967845659163999, -0.3176470588235294, -0.5999999999999999, -1.0, 0.0]
[0.25, -0.7142857142857143, 0.4545454545454546, -1.0, 0.881290322580645, -0.2605099931082011, 0.7734255893045618, -0.7789661319073083, 0.3376205787781352, -0.5529411764705883, -0.5999999999999999, -1.0, 0.05137325363939717]
[0.75, 0.1428571428571428, 0.4545454545454546, -1.0, 0.881290322580645, -0.2605099931082011, 0.7734255893045618, -0.7789661319073083, 0.3183279742765275, -0.5294117647058824, -0.5999999999999999, -1.0, 0.006857100949726817]
[-0.75, -0.4285714285714286, 0.4545454545454546, -1.0, 0.881290322580645, -0.2605099931082011, 0.7734255893045618, -0.7789661319073083, 0.17041800643086824, -0.388235294117647, -0.6888888888888889, -1.0, 0.0013475853470719813]
[-0.75, -0.1428571428571429, 0.4545454545454546, -1.0, 0.881290322580645, -0.2605099931082011, 0.7734255893045618, -0.7789661319073083, 0.09967845659163999, -0.3176470588235294, -0.5999999999999999, -1.0, 0.003602728172784277]
[0.75, 0.1428571428571428, 0.4545454545454546, -1.0, 0.8890322580645162, -0.2377670572019296, 0.7882021813064382, -0.768270944741533, -0.13183279742765264, -0.15294117647058825, -0.5999999999999999, -1.0, 0.0]
[0.25, -0.7142857142857143, 0.4545454545454546, -1.0, 0.8787096774193548, -0.11095796002756719, 0.874516242523748, -0.732620320855615, 0.18327974276527348, -0.48235294117647054, -0.6888888888888889, -1.0, 0.0]
[0.75, 0.1428571428571428, 0.4545454545454546, -1.0, 0.8787096774193548, -0.11095796002756719, 0.874516242523748, -0.732620320855615, -0.11897106109324762, -0.15294117647058825, -0.08888888888888902, -1.0, 0.0019984599024604893]
[0.25, -0.7142857142857143, 0.4545454545454546, -1.0, 0.8787096774193548, -0.11095796002756719, 0.874516242523748, -0.732620320855615, -0.35691318327974275, 0.19999999999999996, 0.0, -1.0, 0.0055920208279857725]
[-0.75, -1.0, 0.4545454545454546, -1.0, 0.8787096774193548, -0.11095796002756719, 0.874516242523748, -0.732620320855615, -0.06109324758842427, -0.3411764705882353, -0.3999999999999999, -1.0, 0.00534450515199296]
[-1.0, -0.4285714285714286, 0.4545454545454546, -1.0, 0.8787096774193548, -0.11095796002756719, 0.874516242523748, -0.732620320855615, 0.22829581993569148, -0.5294117647058824, -0.5999999999999999, -1.0, 0.025842470023101465]
[0.0, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, -0.49196141479099675, 0.41176470588235303, -0.28888888888888886, -1.0, 0.0]
[-0.5, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, -0.022508038585209, -0.0117647058823529, -0.08888888888888902, -1.0, 0.0]
[0.0, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, -0.31832797427652715, 0.15294117647058814, -0.28888888888888886, -1.0, 0.0015034285504748634]
[0.0, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, -0.49196141479099675, 0.41176470588235303, -0.28888888888888886, -1.0, 0.003401048733086429]
[-0.25, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, -0.15112540192926038, -0.10588235294117643, 0.3111111111111109, -1.0, 0.006701257746323934]
[0.5, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, 0.18327974276527348, -0.3411764705882353, -0.28888888888888886, -1.0, 0.001860951193575593]
[0.5, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, 0.13183279742765297, -0.24705882352941178, -0.4888888888888888, -1.0, 0.0015767665285468082]
[0.5, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, 0.06109324758842449, -0.17647058823529416, -0.5999999999999999, -1.0, 0.005472846613618862]
[-0.25, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, 0.19614147909967872, -0.5294117647058824, 0.0, -1.0, 0.01197242492024495]
[-0.25, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.8941935483870966, -0.3252929014472776, 0.7295649114577223, -0.6577540106951871, 0.19614147909967872, -0.5294117647058824, 0.0, -1.0, 0.0011550731546331268]
[0.25, -0.7142857142857143, 0.4545454545454546, 0.33333333333333326, 0.9045161290322581, -0.1667815299793245, 0.8337047027090418, -0.6363636363636365, -0.11897106109324762, -0.05882352941176472, -0.28888888888888886, -1.0, 0.0]
[0.25, -0.7142857142857143, 0.4545454545454546, 0.33333333333333326, 0.9045161290322581, -0.1667815299793245, 0.8337047027090418, -0.6363636363636365, 0.12540192926045024, -0.43529411764705883, -0.4888888888888888, -1.0, 0.0]
[-1.0, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.9045161290322581, -0.1667815299793245, 0.8337047027090418, -0.6363636363636365, 0.21543408360128646, -0.43529411764705883, -0.5999999999999999, -1.0, 0.007443804774302372]
[0.25, -0.1428571428571429, 0.4545454545454546, 0.33333333333333326, 0.9045161290322581, -0.1667815299793245, 0.8337047027090418, -0.6363636363636365, 0.04180064308681675, -0.3647058823529412, -0.5999999999999999, -1.0, 0.0009992299512302447]
[-0.25, -0.7142857142857143, 0.4545454545454546, 0.33333333333333326, 0.9045161290322581, -0.1667815299793245, 0.8337047027090418, -0.6363636363636365, -0.028938906752411397, -0.2941176470588235, -0.19999999999999996, -1.0, 0.0036118954200432696]
[0.5, -0.4285714285714286, 0.4545454545454546, 0.33333333333333326, 0.7935483870967741, -0.6271536871123363, 0.69907353113639, -0.5864527629233511, -0.1639871382636655, 0.15294117647058814, -0.3999999999999999, -1.0, 0.0004766968574676397]
[-0.25, -0.7142857142857143, 0.4545454545454546, -0.6666666666666667, 0.8890322580645162, -0.2377670572019296, 0.7882021813064382, -0.768270944741533, -0.11897106109324762, -0.10588235294117643, -0.5999999999999999, -1.0, 0.0026860034468849697]
[0.25, -0.1428571428571429, 0.4545454545454546, -0.6666666666666667, 0.8890322580645162, -0.2377670572019296, 0.7882021813064382, -0.768270944741533, 0.21543408360128646, -0.5294117647058824, -0.4888888888888888, -1.0, 0.005179494701331085]
[0.25, -0.1428571428571429, 0.4545454545454546, -0.6666666666666667, 0.8890322580645162, -0.2377670572019296, 0.7882021813064382, -0.768270944741533, 0.11897106109324773, -0.2941176470588235, -0.3999999999999999, -1.0, 0.01836199625976312]
[-0.25, -0.1428571428571429, 0.4545454545454546, -0.6666666666666667, 0.8683870967741933, -0.0957960027567194, 0.8862436964934912, -0.554367201426025, -0.11897106109324762, -0.45882352941176474, 0.11111111111111116, -1.0, 0.0016042682703237873]
[-0.25, -0.1428571428571429, 0.4545454545454546, -0.6666666666666667, 0.8683870967741933, -0.0957960027567194, 0.8862436964934912, -0.554367201426025, -0.08681672025723475, -0.7176470588235294, -0.28888888888888886, -1.0, 0.0]
[0.25, -0.1428571428571429, 0.4545454545454546, 0.6666666666666667, 0.8709677419354838, -0.357684355616816, 0.7274539697431686, -0.7005347593582887, -0.06109324758842427, -0.24705882352941178, 0.0, -1.0, 0.011587400535367241]
[-0.25, -0.1428571428571429, 0.4545454545454546, 1.0, 0.8658064516129031, 0.8966230186078565, 0.9167350768148235, -0.7468805704099821, -0.2540192926045015, 0.45882352941176463, 0.5999999999999999, -1.0, 0.0]
[0.5, -0.4285714285714286, 0.4545454545454546, 1.0, 0.8658064516129031, 0.8966230186078565, 0.9167350768148235, -0.7468805704099821, -0.2540192926045015, 0.45882352941176463, 0.5999999999999999, -1.0, 0.010138975468446337]
