predicted: 11.323829294020689; actual: 9.0
predicted: 16.118549935502205; actual: 9.0
predicted: 10.420090998583571; actual: 9.0
predicted: 12.268321615041287; actual: 9.0
predicted: 10.887752459464894; actual: 9.0
predicted: 10.944931513612875; actual: 9.0
predicted: 10.149718885470827; actual: 9.0
predicted: 11.030537436731116; actual: 9.0
predicted: 11.058170337828782; actual: 9.0
predicted: 13.94011009329762; actual: 9.0
predicted: 13.923472518687419; actual: 9.0
predicted: 8.551767708763059; actual: 9.0
predicted: 11.34796633519357; actual: 9.0
predicted: 12.051992705562055; actual: 9.0
predicted: 13.02729037730765; actual: 9.0
predicted: 11.891768276633647; actual: 9.0
predicted: 13.570244693999136; actual: 9.0
predicted: 11.065293395924378; actual: 9.0
predicted: 14.356803790682347; actual: 9.0
predicted: 13.665449134643234; actual: 9.0
predicted: 12.886142752538726; actual: 9.0
predicted: 13.479624951198533; actual: 9.0
predicted: 10.557093179845685; actual: 9.0
predicted: 10.517553325158262; actual: 9.0
predicted: 15.733062667327921; actual: 9.0
predicted: 12.46489052757936; actual: 9.0
predicted: 11.60744293800469; actual: 9.0
predicted: 11.875539767235095; actual: 9.0
predicted: 11.823547954473689; actual: 9.0
predicted: 17.153052203499083; actual: 9.0
predicted: 10.547961719361897; actual: 9.0
predicted: 10.327327193502798; actual: 9.0
predicted: 13.5970208237481; actual: 10.0
predicted: 10.741852483048312; actual: 10.0
predicted: 11.920643177392215; actual: 10.0
predicted: 10.499231611337112; actual: 10.0
predicted: 17.0419002914051; actual: 10.0
predicted: 8.20007422533919; actual: 10.0
predicted: 11.653947201188725; actual: 10.0
predicted: 12.197812902481706; actual: 10.0
predicted: 10.876028551241571; actual: 10.0
predicted: 13.895780949737825; actual: 10.0
predicted: 14.035858117719233; actual: 10.0
predicted: 13.744755723060688; actual: 10.0
predicted: 9.889388412210955; actual: 10.0
predicted: 12.483528296658065; actual: 10.0
predicted: 13.360348921784173; actual: 10.0
predicted: 7.0791232832447815; actual: 10.0
predicted: 9.322854722605191; actual: 10.0
predicted: 14.829058922765952; actual: 10.0
predicted: 13.672670457001805; actual: 10.0
predicted: 19.449760023372814; actual: 10.0
predicted: 11.22934381023084; actual: 10.0
predicted: 12.61434190646314; actual: 10.0
predicted: 14.251802561878447; actual: 10.0
predicted: 9.237287410873133; actual: 10.0
predicted: 14.153606418492247; actual: 10.0
predicted: 17.598474937256622; actual: 10.0
predicted: 13.736122378728302; actual: 10.0
predicted: 13.849125380656302; actual: 10.0
predicted: 10.024503686198766; actual: 10.0
predicted: 14.389143355463013; actual: 10.0
predicted: 14.214457558356743; actual: 10.0
predicted: 13.417146995478117; actual: 10.0
predicted: 12.075678906765562; actual: 10.0
predicted: 14.224076918263275; actual: 10.0
predicted: 16.886156053904617; actual: 10.0
predicted: 14.156856659519837; actual: 10.0
predicted: 14.083500310160998; actual: 10.0
predicted: 15.40102101808577; actual: 10.0
predicted: 15.557853542886553; actual: 10.0
predicted: 13.000704569390214; actual: 10.0
predicted: 11.54499542328796; actual: 10.0
predicted: 14.589582209899902; actual: 10.0
predicted: 15.129052010078832; actual: 10.0
predicted: 14.576765358023726; actual: 10.0
predicted: 15.327122487387747; actual: 10.0
predicted: 13.985167170004795; actual: 10.0
predicted: 16.85947850553142; actual: 10.0
predicted: 18.37709421880501; actual: 10.0
predicted: 15.42041646946724; actual: 10.0
predicted: 10.275897414616685; actual: 10.0
predicted: 10.765825704745264; actual: 10.0
predicted: 11.068459355653825; actual: 10.0
predicted: 14.345867348048253; actual: 10.0
predicted: 16.3242691623822; actual: 10.0
predicted: 17.069863249730258; actual: 10.0
predicted: 12.465549154544139; actual: 10.0
predicted: 10.055718106066344; actual: 10.0
predicted: 13.553911247821278; actual: 10.0
predicted: 9.186467350640221; actual: 10.0
predicted: 16.355666841703446; actual: 10.0
predicted: 14.795428919857954; actual: 10.0
predicted: 12.021842161200805; actual: 10.0
predicted: 11.252089280154532; actual: 10.0
predicted: 15.26613820235389; actual: 10.0
predicted: 12.623338426570786; actual: 10.0
predicted: 9.599706331024537; actual: 10.0
predicted: 15.637466551928803; actual: 10.0
predicted: 11.533899366331887; actual: 10.0
predicted: 10.894190406099721; actual: 10.0
predicted: 9.489557767911887; actual: 10.0
predicted: 13.180929284303907; actual: 10.0
predicted: 11.334062030547148; actual: 10.0
predicted: 12.827594717717371; actual: 11.0
predicted: 16.1081709872795; actual: 11.0
predicted: 11.223702528143853; actual: 11.0
predicted: 13.31397660622792; actual: 11.0
predicted: 13.536818049237437; actual: 11.0
predicted: 13.05213713604495; actual: 11.0
predicted: 12.973314012770826; actual: 11.0
predicted: 13.139782352759111; actual: 11.0
predicted: 13.743480347407884; actual: 11.0
predicted: 15.586314383867537; actual: 11.0
predicted: 13.325232482049705; actual: 11.0
predicted: 11.230679934948917; actual: 11.0
predicted: 15.032748136727283; actual: 11.0
predicted: 14.716033733709558; actual: 11.0
predicted: 13.51313042027481; actual: 11.0
predicted: 12.385829108817878; actual: 11.0
predicted: 14.889828031408367; actual: 11.0
predicted: 14.70761542741592; actual: 11.0
predicted: 10.31786153042028; actual: 11.0
predicted: 14.950080294874567; actual: 11.0
predicted: 14.42615775659333; actual: 11.0
predicted: 14.614802573767461; actual: 11.0
predicted: 13.002406643618132; actual: 11.0
predicted: 13.209081846749598; actual: 11.0
predicted: 14.495186809044576; actual: 11.0
predicted: 8.672131173135305; actual: 11.0
predicted: 14.536574041611297; actual: 11.0
predicted: 14.081300967941813; actual: 11.0
predicted: 11.157729024915202; actual: 11.0
predicted: 8.72758174650113; actual: 11.0
predicted: 14.904963779198287; actual: 11.0
predicted: 12.926560296463482; actual: 11.0
predicted: 16.676487040785624; actual: 11.0
predicted: 9.987606006082304; actual: 11.0
predicted: 15.350182101884819; actual: 11.0
predicted: 13.74702567863006; actual: 11.0
predicted: 12.76364530134223; actual: 11.0
predicted: 13.863870935822124; actual: 11.0
predicted: 17.449522889519564; actual: 11.0
predicted: 15.265080151601456; actual: 11.0
predicted: 14.366088211484556; actual: 11.0
predicted: 15.715689330340227; actual: 11.0
predicted: 15.665953860920993; actual: 11.0
predicted: 13.247990881569695; actual: 11.0
predicted: 13.330855178348239; actual: 11.0
predicted: 16.528788071321742; actual: 11.0
predicted: 10.769462296148607; actual: 11.0
predicted: 13.351937500181494; actual: 11.0
predicted: 12.995324224442882; actual: 11.0
predicted: 13.8595011223897; actual: 11.0
predicted: 16.865465261117997; actual: 11.0
predicted: 17.40675960250788; actual: 11.0
predicted: 12.836358319130289; actual: 12.0
predicted: 18.746248027663672; actual: 12.0
predicted: 13.153951578828568; actual: 12.0
predicted: 10.948623313028346; actual: 12.0
predicted: 15.155971769348326; actual: 12.0
predicted: 15.804031226200141; actual: 12.0
predicted: 12.964417106903918; actual: 12.0
predicted: 13.873716279725326; actual: 12.0
predicted: 8.880513277477071; actual: 12.0
predicted: 12.20157938474136; actual: 12.0
predicted: 11.475441641999591; actual: 12.0
predicted: 14.808942961638504; actual: 12.0
predicted: 10.210412592915665; actual: 12.0
predicted: 14.249819177172347; actual: 12.0
predicted: 13.420544766233208; actual: 12.0
predicted: 14.651858492707758; actual: 12.0
predicted: 17.668571223178024; actual: 12.0
predicted: 12.643550247478661; actual: 12.0
predicted: 15.796022967570174; actual: 13.0
predicted: 14.316544269766768; actual: 13.0
predicted: 15.563368615378923; actual: 13.0
predicted: 14.938699261618625; actual: 13.0
predicted: 14.979001295479154; actual: 13.0
predicted: 14.712916208543952; actual: 13.0
predicted: 17.412952993490105; actual: 13.0
predicted: 11.808245689438587; actual: 13.0
predicted: 17.339490832710553; actual: 13.0
predicted: 13.282036103045641; actual: 13.0
predicted: 13.979231901544727; actual: 13.0
predicted: 13.381399759470264; actual: 13.0
predicted: 16.199800345378687; actual: 13.0
predicted: 14.396142775665442; actual: 13.0
predicted: 18.17517055944226; actual: 13.0
predicted: 11.557677770615367; actual: 13.0
predicted: 15.659807422920961; actual: 13.0
predicted: 15.795025771209664; actual: 13.0
predicted: 6.507341056559072; actual: 13.0
predicted: 7.795835847429804; actual: 13.0
predicted: 16.172322921035136; actual: 13.0
predicted: 8.980909093234315; actual: 13.0
predicted: 15.29392620377213; actual: 13.0
predicted: 16.381502347236786; actual: 13.0
predicted: 10.804804712793963; actual: 13.0
predicted: 11.625903124678171; actual: 13.0
predicted: 14.803905368664005; actual: 14.0
predicted: 11.484620911025845; actual: 14.0
predicted: 19.459043138494568; actual: 14.0
predicted: 15.68111632373761; actual: 14.0
predicted: 13.203962478773112; actual: 14.0
predicted: 13.281300784261832; actual: 14.0
predicted: 14.00867935704214; actual: 14.0
predicted: 16.86914152069076; actual: 14.0
predicted: 13.070323724627618; actual: 14.0
predicted: 14.33449448364743; actual: 14.0
predicted: 10.631670790108299; actual: 14.0
predicted: 15.36100813214928; actual: 14.0
predicted: 15.080820705953833; actual: 15.0
predicted: 12.420308372526353; actual: 15.0
predicted: 17.072700889529585; actual: 15.0
predicted: 13.912202195283019; actual: 15.0
predicted: 15.888318131218561; actual: 15.0
predicted: 10.236784309200178; actual: 15.0
predicted: 10.567961734493245; actual: 15.0
predicted: 13.172880663868261; actual: 15.0
predicted: 14.91600158249177; actual: 15.0
predicted: 13.553277145291444; actual: 15.0
predicted: 13.44620545951253; actual: 15.0
predicted: 18.304243277385; actual: 16.0
predicted: 15.243288960490144; actual: 16.0
predicted: 11.578118176225342; actual: 16.0
predicted: 10.70048182718551; actual: 16.0
predicted: 14.802863594932333; actual: 16.0
predicted: 17.809622298918875; actual: 16.0
predicted: 12.14903603521663; actual: 16.0
predicted: 15.569200732241276; actual: 17.0
predicted: 12.071363917888881; actual: 17.0
predicted: 13.852667976191405; actual: 17.0
predicted: 14.323730407260022; actual: 17.0
predicted: 12.286886154251572; actual: 17.0
predicted: 20.012764795497183; actual: 17.0
predicted: 16.265998607783164; actual: 17.0
predicted: 18.461565279658014; actual: 18.0
predicted: 22.203378822452123; actual: 18.0
predicted: 13.811806108859711; actual: 18.0
predicted: 15.959097114780329; actual: 18.0
predicted: 14.986155937762797; actual: 18.0
predicted: 15.647243986505405; actual: 19.0
predicted: 16.05292183467638; actual: 19.0
predicted: 19.66460323604135; actual: 20.0
predicted: 13.93983964623216; actual: 20.0
predicted: 17.34643006301655; actual: 21.0
predicted: 18.985284729303824; actual: 21.0
predicted: 16.722809233454896; actual: 21.0
predicted: 24.12311977335886; actual: 22.0
predicted: 20.461708077117652; actual: 24.0
predicted: 19.14261000983462; actual: 29.0
l_rate: 10; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 10.000, error: 0.01129527
epoch: 100, lrate: 10.000, error: 0.00717862
epoch: 200, lrate: 10.000, error: 0.00717862
epoch: 300, lrate: 10.000, error: 0.00717862
the trained network:
there are a total of 0 hidden layers
there are 8 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [-0.0523569468600171, 0.3949535897133405, 1.0762766897093428, 1.1216274742352268, 1.850118276200384, -2.853093743453678, -0.9647894672871393, 0.9814811443950286, -0.5609399692821296], 'output': 0.41527328362654886, 'delta': 0.020573458491973288}]
node #0: {'weights': [-0.0523569468600171, 0.3949535897133405, 1.0762766897093428, 1.1216274742352268, 1.850118276200384, -2.853093743453678, -0.9647894672871393, 0.9814811443950286, -0.5609399692821296], 'output': 0.41527328362654886, 'delta': 0.020573458491973288}
predicted: 5.5325557261201475; actual: 3.0
predicted: 4.856782445091025; actual: 3.0
predicted: 7.882166888360111; actual: 4.0
predicted: 6.288729784639008; actual: 4.0
predicted: 5.212697190139808; actual: 4.0
predicted: 7.107531076701114; actual: 5.0
predicted: 5.1577618984974665; actual: 5.0
predicted: 9.161124663877901; actual: 5.0
predicted: 6.274812757639118; actual: 5.0
predicted: 5.400720436062636; actual: 5.0
predicted: 6.907007892081178; actual: 5.0
predicted: 5.489155852716657; actual: 5.0
predicted: 8.100432035473107; actual: 5.0
predicted: 7.470862099564185; actual: 5.0
predicted: 9.417142157125673; actual: 6.0
predicted: 9.146180358736604; actual: 6.0
predicted: 8.667519932109311; actual: 6.0
predicted: 10.674056587529606; actual: 6.0
predicted: 9.223818553444284; actual: 6.0
predicted: 12.340285213680065; actual: 6.0
predicted: 9.860731697301283; actual: 6.0
predicted: 9.076307164338438; actual: 6.0
predicted: 8.68168909717223; actual: 6.0
predicted: 9.42853409691338; actual: 6.0
predicted: 8.645231769003926; actual: 6.0
predicted: 8.589867030157912; actual: 6.0
predicted: 9.107519590784378; actual: 6.0
predicted: 10.18253367062444; actual: 6.0
predicted: 9.234172471279221; actual: 6.0
predicted: 7.87468874304618; actual: 6.0
predicted: 9.146475052026913; actual: 6.0
predicted: 9.013932419161339; actual: 6.0
predicted: 12.864517258088274; actual: 7.0
predicted: 7.896011032274411; actual: 7.0
predicted: 11.789866837828939; actual: 7.0
predicted: 9.303888362289241; actual: 7.0
predicted: 8.734865614464617; actual: 7.0
predicted: 10.189599564167484; actual: 7.0
predicted: 8.522340460279251; actual: 7.0
predicted: 8.508378588784; actual: 7.0
predicted: 8.811715281803652; actual: 7.0
predicted: 10.090619966659485; actual: 7.0
predicted: 8.61253996957784; actual: 7.0
predicted: 6.650688834166612; actual: 7.0
predicted: 8.97479763111026; actual: 7.0
predicted: 7.4826031067243655; actual: 7.0
predicted: 6.82669072434523; actual: 7.0
predicted: 9.822103196888115; actual: 7.0
predicted: 9.3903602479826; actual: 7.0
predicted: 9.22315089075451; actual: 7.0
predicted: 10.105588840855948; actual: 7.0
predicted: 7.78530098338352; actual: 7.0
predicted: 11.174980077760544; actual: 7.0
predicted: 10.30956264281229; actual: 7.0
predicted: 8.590247054449053; actual: 7.0
predicted: 10.753747504384274; actual: 7.0
predicted: 10.070874979189991; actual: 7.0
predicted: 10.56744737079873; actual: 7.0
predicted: 8.79499179663498; actual: 7.0
predicted: 10.043178763344224; actual: 7.0
predicted: 12.771502307229238; actual: 7.0
predicted: 9.877123251185273; actual: 7.0
predicted: 9.632551988494594; actual: 7.0
predicted: 8.64091379092401; actual: 7.0
predicted: 9.964970351806109; actual: 7.0
predicted: 10.574418573547664; actual: 7.0
predicted: 6.858476059385285; actual: 7.0
predicted: 9.815333861178878; actual: 7.0
predicted: 9.385753029156565; actual: 7.0
predicted: 8.476638782854106; actual: 7.0
predicted: 8.943820222959907; actual: 7.0
predicted: 10.044113656856624; actual: 7.0
predicted: 9.076563478854286; actual: 7.0
predicted: 10.127721444305607; actual: 7.0
predicted: 10.263283324783648; actual: 7.0
predicted: 9.885439202640661; actual: 7.0
predicted: 6.974504945651258; actual: 7.0
predicted: 9.216519774298288; actual: 7.0
predicted: 10.079893558771063; actual: 7.0
predicted: 10.323992088396752; actual: 7.0
predicted: 7.518610215853374; actual: 7.0
predicted: 13.773648927894412; actual: 8.0
predicted: 11.032423917063502; actual: 8.0
predicted: 11.877938196060338; actual: 8.0
predicted: 11.379036716770397; actual: 8.0
predicted: 10.71833095363864; actual: 8.0
predicted: 13.566146038035106; actual: 8.0
predicted: 12.189460048217088; actual: 8.0
predicted: 10.400634260745042; actual: 8.0
predicted: 12.72281496435569; actual: 8.0
predicted: 8.874766265693598; actual: 8.0
predicted: 8.344130574031572; actual: 8.0
predicted: 11.827236831108918; actual: 8.0
predicted: 8.907457371918962; actual: 8.0
predicted: 12.045955021130267; actual: 8.0
predicted: 11.998317140867549; actual: 8.0
predicted: 12.38665550443655; actual: 8.0
predicted: 14.30560415245482; actual: 8.0
predicted: 11.158942186724467; actual: 8.0
predicted: 12.331144006621344; actual: 8.0
predicted: 11.256314949925455; actual: 8.0
predicted: 9.82022464910177; actual: 8.0
predicted: 10.357699967271842; actual: 8.0
predicted: 9.924331161601074; actual: 8.0
predicted: 11.558395348832901; actual: 8.0
predicted: 11.354654881773234; actual: 8.0
predicted: 10.219690836017062; actual: 8.0
predicted: 12.610965236169633; actual: 8.0
predicted: 9.726117430247779; actual: 8.0
predicted: 12.549147482440391; actual: 8.0
predicted: 13.440085807643085; actual: 8.0
predicted: 11.230769611876713; actual: 8.0
predicted: 9.628689081502928; actual: 8.0
predicted: 7.635551656271837; actual: 8.0
predicted: 12.338373496077997; actual: 8.0
predicted: 11.171301924139033; actual: 8.0
predicted: 13.18692677808042; actual: 8.0
predicted: 11.73462779124025; actual: 8.0
predicted: 12.43907922299977; actual: 8.0
predicted: 12.069513890135244; actual: 8.0
predicted: 9.987808861339511; actual: 8.0
predicted: 11.054294497942724; actual: 8.0
predicted: 13.093037718552482; actual: 8.0
predicted: 13.49222698009218; actual: 8.0
predicted: 12.303627977613967; actual: 8.0
predicted: 10.857211217083282; actual: 8.0
predicted: 14.894092268843291; actual: 9.0
predicted: 10.495943035273122; actual: 9.0
predicted: 12.436370366164743; actual: 9.0
predicted: 12.908508457555463; actual: 9.0
predicted: 10.668462753402046; actual: 9.0
predicted: 11.201948641318541; actual: 9.0
predicted: 12.298406420321717; actual: 9.0
predicted: 10.033581573652132; actual: 9.0
predicted: 10.511443118983548; actual: 9.0
predicted: 12.552117682583908; actual: 9.0
predicted: 11.011811553610281; actual: 9.0
predicted: 11.372250108335935; actual: 9.0
predicted: 11.040760256843662; actual: 9.0
predicted: 10.727248492844891; actual: 9.0
predicted: 12.84621902660787; actual: 9.0
predicted: 12.796837687386276; actual: 9.0
predicted: 11.910958519182952; actual: 9.0
predicted: 12.605070932211524; actual: 9.0
predicted: 11.993659824392482; actual: 9.0
predicted: 12.108265658131685; actual: 9.0
predicted: 10.572529789187884; actual: 9.0
predicted: 13.977324397885434; actual: 9.0
predicted: 12.607932532361415; actual: 9.0
predicted: 8.182724737242038; actual: 9.0
predicted: 12.480385541540505; actual: 9.0
predicted: 11.31372781903852; actual: 9.0
predicted: 15.808235347925779; actual: 9.0
predicted: 10.258313868007807; actual: 9.0
predicted: 9.458008362519344; actual: 9.0
predicted: 11.743094927429127; actual: 9.0
predicted: 10.25841021935274; actual: 9.0
predicted: 11.091474660760763; actual: 9.0
predicted: 12.220828112637403; actual: 9.0
predicted: 11.620643817398681; actual: 9.0
predicted: 13.493986438486727; actual: 9.0
predicted: 12.83567433498487; actual: 9.0
predicted: 13.037952712533036; actual: 9.0
predicted: 12.660278417398558; actual: 9.0
predicted: 9.658458668333298; actual: 9.0
predicted: 12.211581542665789; actual: 9.0
predicted: 11.323829294020682; actual: 9.0
predicted: 16.11854993550218; actual: 9.0
predicted: 10.420090998583552; actual: 9.0
predicted: 12.268321615041293; actual: 9.0
predicted: 10.887752459464888; actual: 9.0
predicted: 10.94493151361287; actual: 9.0
predicted: 10.149718885470827; actual: 9.0
predicted: 11.030537436731107; actual: 9.0
predicted: 11.058170337828757; actual: 9.0
predicted: 13.940110093297601; actual: 9.0
predicted: 13.923472518687397; actual: 9.0
predicted: 8.551767708763064; actual: 9.0
predicted: 11.34796633519357; actual: 9.0
predicted: 12.051992705562046; actual: 9.0
predicted: 13.02729037730765; actual: 9.0
predicted: 11.89176827663364; actual: 9.0
predicted: 13.570244693999125; actual: 9.0
predicted: 11.06529339592437; actual: 9.0
predicted: 14.356803790682337; actual: 9.0
predicted: 13.665449134643229; actual: 9.0
predicted: 12.886142752538714; actual: 9.0
predicted: 13.479624951198517; actual: 9.0
predicted: 10.557093179845683; actual: 9.0
predicted: 10.51755332515826; actual: 9.0
predicted: 15.733062667327909; actual: 9.0
predicted: 12.464890527579335; actual: 9.0
predicted: 11.607442938004688; actual: 9.0
predicted: 11.875539767235082; actual: 9.0
predicted: 11.82354795447368; actual: 9.0
predicted: 17.153052203499062; actual: 9.0
predicted: 10.547961719361888; actual: 9.0
predicted: 10.32732719350278; actual: 9.0
predicted: 13.597020823748098; actual: 10.0
predicted: 10.741852483048305; actual: 10.0
predicted: 11.920643177392217; actual: 10.0
predicted: 10.499231611337112; actual: 10.0
predicted: 17.04190029140507; actual: 10.0
predicted: 8.200074225339206; actual: 10.0
predicted: 11.653947201188714; actual: 10.0
predicted: 12.197812902481706; actual: 10.0
predicted: 10.876028551241566; actual: 10.0
predicted: 13.89578094973782; actual: 10.0
predicted: 14.035858117719211; actual: 10.0
predicted: 13.744755723060678; actual: 10.0
predicted: 9.889388412210948; actual: 10.0
predicted: 12.483528296658063; actual: 10.0
predicted: 13.360348921784173; actual: 10.0
predicted: 7.079123283244774; actual: 10.0
predicted: 9.322854722605172; actual: 10.0
predicted: 14.829058922765947; actual: 10.0
predicted: 13.672670457001795; actual: 10.0
predicted: 19.44976002337279; actual: 10.0
predicted: 11.229343810230821; actual: 10.0
predicted: 12.614341906463132; actual: 10.0
predicted: 14.251802561878424; actual: 10.0
predicted: 9.237287410873138; actual: 10.0
predicted: 14.153606418492242; actual: 10.0
predicted: 17.598474937256608; actual: 10.0
predicted: 13.736122378728277; actual: 10.0
predicted: 13.849125380656288; actual: 10.0
predicted: 10.024503686198766; actual: 10.0
predicted: 14.38914335546299; actual: 10.0
predicted: 14.21445755835672; actual: 10.0
predicted: 13.417146995478097; actual: 10.0
predicted: 12.075678906765555; actual: 10.0
predicted: 14.22407691826327; actual: 10.0
predicted: 16.88615605390459; actual: 10.0
predicted: 14.15685665951982; actual: 10.0
predicted: 14.083500310160975; actual: 10.0
predicted: 15.401021018085766; actual: 10.0
predicted: 15.557853542886532; actual: 10.0
predicted: 13.000704569390201; actual: 10.0
predicted: 11.544995423287935; actual: 10.0
predicted: 14.589582209899891; actual: 10.0
predicted: 15.129052010078809; actual: 10.0
predicted: 14.576765358023714; actual: 10.0
predicted: 15.327122487387719; actual: 10.0
predicted: 13.985167170004788; actual: 10.0
predicted: 16.8594785055314; actual: 10.0
predicted: 18.37709421880498; actual: 10.0
predicted: 15.420416469467211; actual: 10.0
predicted: 10.27589741461668; actual: 10.0
predicted: 10.765825704745241; actual: 10.0
predicted: 11.068459355653824; actual: 10.0
predicted: 14.345867348048253; actual: 10.0
predicted: 16.3242691623822; actual: 10.0
predicted: 17.069863249730233; actual: 10.0
predicted: 12.465549154544126; actual: 10.0
predicted: 10.055718106066344; actual: 10.0
predicted: 13.553911247821272; actual: 10.0
predicted: 9.186467350640221; actual: 10.0
predicted: 16.355666841703417; actual: 10.0
predicted: 14.79542891985793; actual: 10.0
predicted: 12.021842161200816; actual: 10.0
predicted: 11.252089280154532; actual: 10.0
predicted: 15.266138202353869; actual: 10.0
predicted: 12.62333842657077; actual: 10.0
predicted: 9.599706331024532; actual: 10.0
predicted: 15.637466551928775; actual: 10.0
predicted: 11.533899366331882; actual: 10.0
predicted: 10.894190406099726; actual: 10.0
predicted: 9.489557767911892; actual: 10.0
predicted: 13.18092928430388; actual: 10.0
predicted: 11.334062030547145; actual: 10.0
predicted: 12.827594717717368; actual: 11.0
predicted: 16.108170987279482; actual: 11.0
predicted: 11.223702528143846; actual: 11.0
predicted: 13.313976606227914; actual: 11.0
predicted: 13.536818049237437; actual: 11.0
predicted: 13.05213713604494; actual: 11.0
predicted: 12.973314012770805; actual: 11.0
predicted: 13.139782352759104; actual: 11.0
predicted: 13.743480347407875; actual: 11.0
predicted: 15.586314383867512; actual: 11.0
predicted: 13.325232482049689; actual: 11.0
predicted: 11.230679934948895; actual: 11.0
predicted: 15.032748136727285; actual: 11.0
predicted: 14.71603373370953; actual: 11.0
predicted: 13.51313042027478; actual: 11.0
predicted: 12.38582910881787; actual: 11.0
predicted: 14.889828031408332; actual: 11.0
predicted: 14.70761542741589; actual: 11.0
predicted: 10.317861530420263; actual: 11.0
predicted: 14.950080294874542; actual: 11.0
predicted: 14.426157756593325; actual: 11.0
predicted: 14.614802573767438; actual: 11.0
predicted: 13.002406643618123; actual: 11.0
predicted: 13.209081846749593; actual: 11.0
predicted: 14.495186809044545; actual: 11.0
predicted: 8.67213117313532; actual: 11.0
predicted: 14.536574041611274; actual: 11.0
predicted: 14.0813009679418; actual: 11.0
predicted: 11.157729024915202; actual: 11.0
predicted: 8.72758174650114; actual: 11.0
predicted: 14.904963779198257; actual: 11.0
predicted: 12.926560296463476; actual: 11.0
predicted: 16.676487040785617; actual: 11.0
predicted: 9.987606006082295; actual: 11.0
predicted: 15.350182101884812; actual: 11.0
predicted: 13.747025678630033; actual: 11.0
predicted: 12.763645301342226; actual: 11.0
predicted: 13.86387093582212; actual: 11.0
predicted: 17.44952288951955; actual: 11.0
predicted: 15.265080151601433; actual: 11.0
predicted: 14.36608821148453; actual: 11.0
predicted: 15.715689330340206; actual: 11.0
predicted: 15.665953860920974; actual: 11.0
predicted: 13.247990881569677; actual: 11.0
predicted: 13.330855178348232; actual: 11.0
predicted: 16.528788071321724; actual: 11.0
predicted: 10.769462296148598; actual: 11.0
predicted: 13.35193750018148; actual: 11.0
predicted: 12.995324224442875; actual: 11.0
predicted: 13.859501122389695; actual: 11.0
predicted: 16.865465261117976; actual: 11.0
predicted: 17.40675960250785; actual: 11.0
predicted: 12.836358319130278; actual: 12.0
predicted: 18.74624802766366; actual: 12.0
predicted: 13.15395157882855; actual: 12.0
predicted: 10.948623313028353; actual: 12.0
predicted: 15.155971769348326; actual: 12.0
predicted: 15.804031226200134; actual: 12.0
predicted: 12.964417106903907; actual: 12.0
predicted: 13.873716279725315; actual: 12.0
predicted: 8.880513277477082; actual: 12.0
predicted: 12.20157938474137; actual: 12.0
predicted: 11.47544164199957; actual: 12.0
predicted: 14.80894296163848; actual: 12.0
predicted: 10.210412592915638; actual: 12.0
predicted: 14.249819177172338; actual: 12.0
predicted: 13.420544766233206; actual: 12.0
predicted: 14.651858492707738; actual: 12.0
predicted: 17.668571223178013; actual: 12.0
predicted: 12.643550247478665; actual: 12.0
predicted: 15.796022967570167; actual: 13.0
predicted: 14.31654426976676; actual: 13.0
predicted: 15.56336861537891; actual: 13.0
predicted: 14.938699261618629; actual: 13.0
predicted: 14.979001295479149; actual: 13.0
predicted: 14.712916208543946; actual: 13.0
predicted: 17.41295299349008; actual: 13.0
predicted: 11.808245689438591; actual: 13.0
predicted: 17.339490832710528; actual: 13.0
predicted: 13.282036103045638; actual: 13.0
predicted: 13.979231901544717; actual: 13.0
predicted: 13.381399759470264; actual: 13.0
predicted: 16.19980034537867; actual: 13.0
predicted: 14.396142775665426; actual: 13.0
predicted: 18.17517055944225; actual: 13.0
predicted: 11.55767777061536; actual: 13.0
predicted: 15.659807422920945; actual: 13.0
predicted: 15.79502577120964; actual: 13.0
predicted: 6.507341056559067; actual: 13.0
predicted: 7.795835847429817; actual: 13.0
predicted: 16.172322921035118; actual: 13.0
predicted: 8.980909093234306; actual: 13.0
predicted: 15.29392620377213; actual: 13.0
predicted: 16.381502347236758; actual: 13.0
predicted: 10.80480471279397; actual: 13.0
predicted: 11.625903124678173; actual: 13.0
predicted: 14.803905368663997; actual: 14.0
predicted: 11.484620911025846; actual: 14.0
predicted: 19.459043138494543; actual: 14.0
predicted: 15.68111632373759; actual: 14.0
predicted: 13.20396247877311; actual: 14.0
predicted: 13.281300784261832; actual: 14.0
predicted: 14.008679357042137; actual: 14.0
predicted: 16.869141520690754; actual: 14.0
predicted: 13.070323724627613; actual: 14.0
predicted: 14.334494483647424; actual: 14.0
predicted: 10.631670790108295; actual: 14.0
predicted: 15.36100813214926; actual: 14.0
predicted: 15.080820705953824; actual: 15.0
predicted: 12.42030837252634; actual: 15.0
predicted: 17.07270088952958; actual: 15.0
predicted: 13.912202195283012; actual: 15.0
predicted: 15.888318131218545; actual: 15.0
predicted: 10.236784309200182; actual: 15.0
predicted: 10.56796173449325; actual: 15.0
predicted: 13.172880663868261; actual: 15.0
predicted: 14.916001582491774; actual: 15.0
predicted: 13.55327714529144; actual: 15.0
predicted: 13.446205459512528; actual: 15.0
predicted: 18.30424327738499; actual: 16.0
predicted: 15.243288960490112; actual: 16.0
predicted: 11.578118176225344; actual: 16.0
predicted: 10.700481827185506; actual: 16.0
predicted: 14.802863594932315; actual: 16.0
