options: {'left_index': False, 'headers': True, 'value_encode': {2: {'jan': 1, 'feb': 2, 'mar': 3, 'apr': 4, 'may': 5, 'jun': 6, 'jul': 7, 'aug': 8, 'sep': 9, 'oct': 10, 'nov': 11, 'dec': 12}, 3: {'mon': 1, 'tue': 2, 'wed': 3, 'thu': 4, 'fri': 5, 'sat': 6, 'sun': 7}}, 'normalize_cols': {1: 'x_loc', 2: 'y_loc', 3: 'month', 4: 'day', 5: 'FFMC', 6: 'DMC', 7: 'DC', 8: 'ISI', 9: 'Temp', 10: 'RH', 11: 'wind', 12: 'rain'}, 'result_col': 13}
     x_loc     y_loc     month       day      FFMC       DMC        DC       ISI      Temp        RH      wind    rain  result
0     0.50 -0.142857 -0.636364  0.333333  0.741935 -0.827016 -0.797350 -0.818182 -0.614148 -0.152941  0.400000 -1.0000    0.00
1     0.50 -0.428571  0.636364 -0.666667  0.855484 -0.763611  0.550839 -0.761141  0.016077 -0.576471 -0.888889 -1.0000    0.00
2     0.50 -0.428571  0.636364  0.666667  0.855484 -0.706409  0.592588 -0.761141 -0.202572 -0.576471 -0.800000 -1.0000    0.00
3     0.75  0.142857 -0.636364  0.333333  0.883871 -0.778084 -0.836754 -0.679144 -0.607717  0.929412 -0.200000 -0.9375    0.00
4     0.75  0.142857 -0.636364  1.000000  0.821935 -0.654032 -0.778820 -0.657754 -0.408360  0.976471 -0.688889 -1.0000    0.00
5     0.75  0.142857  0.272727  1.000000  0.899355 -0.419711  0.126070 -0.475936  0.286174 -0.670588  0.111111 -1.0000    0.00
6     0.75  0.142857  0.272727 -1.000000  0.899355 -0.394900  0.143896 -0.696970  0.408360 -0.717647 -0.400000 -1.0000    0.00
7     0.75  0.142857  0.272727 -1.000000  0.878710 -0.005513  0.407998 -0.618538 -0.627010  0.670588 -0.600000 -1.0000    0.00
8     0.75  0.142857  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446 -0.299035  0.129412  0.111111 -1.0000    0.00
9     0.50 -0.142857  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.324759 -0.411765 -0.200000 -1.0000    0.00
10    0.50 -0.142857  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.003215 -0.152941  0.511111 -1.0000    0.00
11    0.50 -0.142857  0.454545  0.666667  0.912258 -0.503101  0.653806 -0.194296  0.099678 -0.458824 -0.200000 -1.0000    0.00
12    0.25 -0.142857  0.272727  0.333333  0.156129 -0.519642  0.541926 -0.971480 -0.048232  0.341176  0.400000 -1.0000    0.00
13    0.25 -0.142857  0.454545 -1.000000  0.863226 -0.135768  0.591650 -0.750446  0.228296 -0.364706 -0.600000 -1.0000    0.00
14    0.25 -0.142857  0.454545 -0.333333  0.914839 -0.088904  0.622376 -0.672014  0.556270 -0.858824 -0.088889 -1.0000    0.00
15    0.25 -0.142857  0.454545  0.333333  0.925161 -0.034459  0.655917 -0.504456  0.331190 -0.317647  0.111111 -1.0000    0.00
16    0.00 -0.142857 -0.636364  0.666667  0.883871 -0.760855 -0.829014 -0.721925 -0.170418 -0.717647  0.111111 -1.0000    0.00
17    0.75 -0.142857  0.636364 -1.000000  0.708387 -0.781530  0.539346 -0.893048 -0.067524 -0.247059  0.000000 -1.0000    0.00
18    0.25 -0.428571 -0.636364 -0.333333  0.819355 -0.815300 -0.852469 -0.775401 -0.118971 -0.529412 -0.200000 -1.0000    0.00
19    0.25 -0.428571 -0.454545  0.666667  0.744516 -0.818746 -0.790782 -0.818182 -0.543408 -0.317647 -0.088889 -1.0000    0.00
20    0.25 -0.428571  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446  0.035370 -0.411765 -0.488889 -1.0000    0.00
21    0.00 -0.428571  0.454545 -1.000000  0.886452 -0.466575  0.680310 -0.672014  0.086817 -0.458824 -0.488889 -1.0000    0.00
22    0.50 -0.428571 -0.090909  1.000000  0.950968 -0.343901 -0.549431  1.000000  0.209003 -0.317647 -0.088889 -1.0000    0.00
23    0.50 -0.428571  0.272727  0.666667  0.845161 -0.243280  0.241937 -0.778966  0.112540 -0.341176  0.200000 -1.0000    0.00
24    0.50 -0.428571  0.272727  0.666667  0.930323 -0.046864  0.375161 -0.276292  0.382637 -0.600000  0.200000 -1.0000    0.00
25    0.50 -0.428571  0.272727  1.000000  0.876129 -0.026189  0.392049 -0.622103 -0.093248  0.058824  0.111111 -1.0000    0.00
26    0.50 -0.428571  0.454545  0.333333  0.901935 -0.195038  0.548258 -0.565062  0.080386 -0.552941  0.200000 -1.0000    0.00
27    0.50 -0.428571  0.454545 -1.000000  0.863226 -0.135768  0.591650 -0.750446  0.106109 -0.223529 -0.800000 -1.0000    0.00
28    0.25 -0.714286  0.454545  0.666667  0.927742 -0.005513  0.673508 -0.711230  0.800643 -0.788235 -0.488889 -1.0000    0.00
29    0.25 -0.714286  0.454545  1.000000  0.930323  0.021365  0.690395 -0.711230  0.324759 -0.435294 -0.288889 -1.0000    0.00
..     ...       ...       ...       ...       ...       ...       ...       ...       ...       ...       ...     ...     ...
487   0.00 -0.428571  0.272727 -0.666667  0.971613 -0.033770  0.402369 -0.368984  0.556270 -0.552941 -0.288889 -1.0000   16.40
488  -0.25 -0.428571  0.272727 -0.666667  0.971613 -0.033770  0.402369 -0.368984  0.106109  0.317647  0.600000 -1.0000   46.70
489  -0.25 -0.428571  0.272727 -0.333333  0.971613 -0.033770  0.402369 -0.368984  0.183280  0.011765 -0.800000 -1.0000    0.00
490  -0.25 -0.428571  0.272727 -0.333333  0.971613 -0.033770  0.402369 -0.368984  0.704180 -0.576471 -0.200000 -1.0000    0.00
491  -0.25 -0.428571  0.272727  0.000000  0.989677  0.039972  0.445291 -0.508021  0.942122 -0.858824 -0.088889 -1.0000    0.00
492  -1.00 -0.714286  0.272727  0.333333  0.992258  0.081323  0.467574 -0.597148  0.942122 -0.717647 -0.600000 -1.0000    0.00
493  -1.00 -0.714286  0.272727  0.333333  0.992258  0.081323  0.467574 -0.597148  0.627010 -0.670588 -0.088889 -1.0000   43.32
494   0.25  0.142857  0.272727  0.666667  0.994839  0.122674  0.489621 -0.500891  0.839228 -0.647059  0.000000 -1.0000    8.59
495   0.25  0.142857  0.272727 -1.000000  1.000000  0.201930  0.533716 -0.401070  0.395498 -0.364706 -0.600000 -1.0000    0.00
496  -0.25 -0.142857  0.272727 -1.000000  1.000000  0.201930  0.533716 -0.401070  0.954984 -0.741176 -0.400000 -1.0000    2.77
497  -0.50 -0.428571  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.935691 -0.717647 -0.600000 -1.0000   14.68
498   0.25 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  1.000000 -0.741176 -0.488889 -1.0000   40.54
499   0.50 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.614148  0.129412  0.000000  1.0000   10.82
500   0.75  0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.247588  0.176471  0.000000 -0.7500    0.00
501   0.50 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.247588  0.176471  0.000000 -0.7500    0.00
502  -0.25 -0.428571  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.189711  0.270588  0.000000 -0.8750    0.00
503  -0.75 -0.428571  0.272727 -0.333333  0.956129 -0.046864  0.597748 -0.286988  0.736334 -0.647059  0.000000 -1.0000    1.95
504  -0.25 -0.714286  0.272727 -0.333333  0.956129 -0.046864  0.597748 -0.286988  0.717042 -0.670588  0.000000 -1.0000   49.59
505  -1.00 -1.000000  0.272727  0.000000  0.865806  0.117161  0.727454 -0.639929  0.575563 -0.529412 -0.688889 -1.0000    5.80
506  -1.00 -1.000000  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.048232  0.364706  0.800000 -1.0000    0.00
507  -0.75 -0.428571  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.524116 -0.388235 -0.288889 -1.0000    0.00
508  -1.00 -1.000000  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.524116 -0.388235 -0.288889 -1.0000    0.00
509   0.00 -0.428571  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.215434  0.317647  0.600000 -0.5625    2.17
510   0.25 -0.142857  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.028939  0.105882  0.111111 -1.0000    0.43
511   0.75  0.142857  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.646302 -0.529412 -0.488889 -1.0000    0.00
512  -0.25 -0.714286  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.646302 -0.600000 -0.488889 -1.0000    6.44
513  -0.75 -0.428571  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.266881  0.317647  0.200000 -1.0000   54.29
514   0.50 -0.428571  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.221865  0.294118  0.400000 -1.0000   11.16
515  -1.00 -0.428571  0.272727  0.666667  0.953548 -0.001378  0.423244 -0.597148  0.504823 -0.364706 -0.200000 -1.0000    0.00
516   0.25 -0.714286  0.818182 -0.666667  0.569032 -0.986906 -0.768266 -0.960784 -0.382637 -0.623529 -0.088889 -1.0000    0.00

[517 rows x 13 columns]
This is a regression set
the dataset is: 
[0.5, -0.1428571428571429, -0.6363636363636364, 0.33333333333333326, 0.7419354838709677, -0.8270158511371468, -0.797349595402838, -0.8181818181818182, -0.6141479099678457, -0.15294117647058825, 0.3999999999999999, -1.0, 0.0]
predicted: 9.580488237441886; actual: 3.71
predicted: 9.512365625742975; actual: 1.09
predicted: 7.383782653871616; actual: 11.060000000000002
predicted: 10.577864043246386; actual: 7.73
predicted: 14.21917129325915; actual: 9.96
predicted: 9.910336417886812; actual: 8.16
predicted: 15.397301886646705; actual: 0.0
predicted: 8.230293098985966; actual: 185.76
predicted: 8.65113903411829; actual: 0.0
predicted: 8.639359199450604; actual: 0.0
predicted: 8.851893533890413; actual: 6.43
predicted: 8.756907250395386; actual: 0.0
predicted: 12.02009207583519; actual: 0.0
predicted: 8.029566809988744; actual: 2.75
predicted: 10.34690315765352; actual: 0.0
predicted: 8.059798580594995; actual: 0.0
predicted: 8.397348078590147; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 300, n_hidden: [9, 5]
epoch: 0, lrate: 0.500, error: 0.00049586
epoch: 100, lrate: 0.500, error: 0.00005628
epoch: 200, lrate: 0.500, error: 0.00006324
epoch: 300, lrate: 0.500, error: 0.00006934
the trained network:
there are a total of 2 hidden layers
there are 12 inputs
there are 9 nodes in the 1st hidden layer
there are 5 nodes in the 2nd hidden layer
there are 1 nodes in the output layer
layer 0: [{'weights': [0.3301197553511704, 0.9193885138931842, -0.024436507615342808, 0.7451390552838884, 0.2532606110412517, 0.16770828056520592, 0.9359888119511277, 0.3774572576034014, 0.6480196442626183, 0.016140463038580553, 0.7192835094153193, 0.6942139094587007, 0.9572214940100171], 'output': 0.8495009751775178, 'delta': 2.315027875004631e-07}, {'weights': [0.4802113621190643, 0.9181779903748908, 0.4079572569585675, 0.11499053570357355, 0.0628983747398786, 0.48058205410471644, 0.9256848243485917, -0.04622193901991209, 0.7339069379171113, 0.013352119966656915, 0.5004270259037157, 0.49473041116820315, 0.647485837960168], 'output': 0.7540943167829824, 'delta': 3.6075520783982553e-07}, {'weights': [0.33788294480540865, 0.3914937478352437, 0.8907119605635586, 0.24560165401071893, 0.10949550585354206, 0.7908191082325176, 0.781043681891959, 0.4791312765556469, 0.20668499776964167, 0.13407747381507085, 0.048095830079845116, 0.9390701647967254, 0.359909192942794], 'output': 0.45766981950583907, 'delta': 2.745210507377721e-07}, {'weights': [0.8446711861257495, 0.9602345885359772, 0.167359995802917, 0.9433043256713819, 0.039180868531345656, 0.5234127391514511, 0.33641253564127527, 0.29937505146711707, 0.5756304163879772, 0.6527955340302201, 0.7134086579199911, 0.10735057319157619, 0.4373423124974799], 'output': 0.8335978454452435, 'delta': 2.3494205773145568e-07}, {'weights': [0.564332210059511, 0.543564338656892, 0.551362816918264, 0.9250453201702581, 0.04300961797875744, 0.3730762507006164, 0.2727862644454866, 0.9569158846838243, 0.10145218405557112, 0.5336420881025657, 0.09693344120413189, -0.022076449312924268, 0.42847057631921315], 'output': 0.763121530878539, 'delta': 3.2585153457061224e-07}, {'weights': [0.41200612794759894, 0.5140013455056162, 0.7483035468328341, 0.40319515820163887, 0.772201989601332, 0.7521912014925495, 0.29096613148085343, 0.3862589525461371, 0.05162744124312704, 0.6557725811188385, 0.8540578617500527, -0.04900088712867258, 0.2020462932428708], 'output': 0.7581021563740677, 'delta': 3.213893493107795e-07}, {'weights': [0.37852888939541723, 0.3636288148993849, 0.07796531359232768, -0.006177812435241977, 0.3495948077687135, 0.4942063268149654, -0.033375957582514826, 0.31062924847181933, 0.3980475350168558, 0.13331747052300763, 0.19615832558312646, 0.00822980706345581, 0.1567237582981147], 'output': 0.6226158293510604, 'delta': 3.242983726798696e-07}, {'weights': [0.5530615308452624, 0.9062567745649441, 0.6426014313317998, 0.8533707677192961, 0.7825866050861264, 0.14861145020509112, 0.8232371063166171, 0.059601496564312, 0.1382677716609239, 0.7051455422488425, 0.9234550441522892, 0.7968037399924329, 0.11351234223387126], 'output': 0.7817298417084652, 'delta': 3.0649027728019367e-07}, {'weights': [0.21618252245703531, 0.5000408916529411, 0.9320022009958745, 0.2710470057362146, 0.8697770716564587, 0.8620269338569304, 0.9279012589377722, 0.0017271981587993412, 0.4795167757728904, 0.3295423347552319, 0.3602450529108703, 0.8878934189023185, 0.16635083147496824], 'output': 0.629510416215012, 'delta': 4.298009070381625e-07}]
node #0: {'weights': [0.3301197553511704, 0.9193885138931842, -0.024436507615342808, 0.7451390552838884, 0.2532606110412517, 0.16770828056520592, 0.9359888119511277, 0.3774572576034014, 0.6480196442626183, 0.016140463038580553, 0.7192835094153193, 0.6942139094587007, 0.9572214940100171], 'output': 0.8495009751775178, 'delta': 2.315027875004631e-07}
node #1: {'weights': [0.4802113621190643, 0.9181779903748908, 0.4079572569585675, 0.11499053570357355, 0.0628983747398786, 0.48058205410471644, 0.9256848243485917, -0.04622193901991209, 0.7339069379171113, 0.013352119966656915, 0.5004270259037157, 0.49473041116820315, 0.647485837960168], 'output': 0.7540943167829824, 'delta': 3.6075520783982553e-07}
node #2: {'weights': [0.33788294480540865, 0.3914937478352437, 0.8907119605635586, 0.24560165401071893, 0.10949550585354206, 0.7908191082325176, 0.781043681891959, 0.4791312765556469, 0.20668499776964167, 0.13407747381507085, 0.048095830079845116, 0.9390701647967254, 0.359909192942794], 'output': 0.45766981950583907, 'delta': 2.745210507377721e-07}
node #3: {'weights': [0.8446711861257495, 0.9602345885359772, 0.167359995802917, 0.9433043256713819, 0.039180868531345656, 0.5234127391514511, 0.33641253564127527, 0.29937505146711707, 0.5756304163879772, 0.6527955340302201, 0.7134086579199911, 0.10735057319157619, 0.4373423124974799], 'output': 0.8335978454452435, 'delta': 2.3494205773145568e-07}
node #4: {'weights': [0.564332210059511, 0.543564338656892, 0.551362816918264, 0.9250453201702581, 0.04300961797875744, 0.3730762507006164, 0.2727862644454866, 0.9569158846838243, 0.10145218405557112, 0.5336420881025657, 0.09693344120413189, -0.022076449312924268, 0.42847057631921315], 'output': 0.763121530878539, 'delta': 3.2585153457061224e-07}
node #5: {'weights': [0.41200612794759894, 0.5140013455056162, 0.7483035468328341, 0.40319515820163887, 0.772201989601332, 0.7521912014925495, 0.29096613148085343, 0.3862589525461371, 0.05162744124312704, 0.6557725811188385, 0.8540578617500527, -0.04900088712867258, 0.2020462932428708], 'output': 0.7581021563740677, 'delta': 3.213893493107795e-07}
node #6: {'weights': [0.37852888939541723, 0.3636288148993849, 0.07796531359232768, -0.006177812435241977, 0.3495948077687135, 0.4942063268149654, -0.033375957582514826, 0.31062924847181933, 0.3980475350168558, 0.13331747052300763, 0.19615832558312646, 0.00822980706345581, 0.1567237582981147], 'output': 0.6226158293510604, 'delta': 3.242983726798696e-07}
node #7: {'weights': [0.5530615308452624, 0.9062567745649441, 0.6426014313317998, 0.8533707677192961, 0.7825866050861264, 0.14861145020509112, 0.8232371063166171, 0.059601496564312, 0.1382677716609239, 0.7051455422488425, 0.9234550441522892, 0.7968037399924329, 0.11351234223387126], 'output': 0.7817298417084652, 'delta': 3.0649027728019367e-07}
node #8: {'weights': [0.21618252245703531, 0.5000408916529411, 0.9320022009958745, 0.2710470057362146, 0.8697770716564587, 0.8620269338569304, 0.9279012589377722, 0.0017271981587993412, 0.4795167757728904, 0.3295423347552319, 0.3602450529108703, 0.8878934189023185, 0.16635083147496824], 'output': 0.629510416215012, 'delta': 4.298009070381625e-07}
layer 1: [{'weights': [0.17962990195448297, 0.865204805503026, 0.25671488527851394, 0.5193961736522974, 0.9822284002032419, 0.05410919464171613, 0.33630385709724436, 0.25283235434713025, 0.7859926866726028, 1.1949809286903015], 'output': 0.985837350239602, 'delta': 1.0300831543901707e-06}, {'weights': [0.5755688588587984, 0.41350765013855934, 0.41475678923949083, 0.8544720328976676, 0.31119175761009177, 0.9193817482146155, 0.1901074466066339, 0.7820052153787025, 0.14240647015713792, 0.7994391372482103], 'output': 0.9860207624066516, 'delta': 7.667346537174226e-07}, {'weights': [0.6943999764448698, 0.7987130497713817, 0.9701981716481712, 0.32370988661422506, 0.7252136331831646, 0.10584578914856048, 0.8029195009994805, 0.10708084214532843, 0.5016656902503502, 0.7343008076146236], 'output': 0.9848346842544838, 'delta': 4.202234242587099e-07}, {'weights': [0.4284509007529639, 1.020048533029401, 0.2826243812258513, 1.01203850055007, 0.8567975682004307, 0.7819979220326352, 0.5482745675111255, 0.701682351881501, 0.9614811958157852, 1.0890089601027904], 'output': 0.9973670142197513, 'delta': 1.778361116639716e-07}, {'weights': [0.9058249791751528, 0.2442278379618329, 0.07279012043695084, 0.20809385080600498, 0.10552178734818345, 0.896881057627428, 0.5027295634675866, 0.8503743905676434, 0.601604033937331, 1.0124065277813774], 'output': 0.9864776157815314, 'delta': 9.012914516213581e-07}]
node #0: {'weights': [0.17962990195448297, 0.865204805503026, 0.25671488527851394, 0.5193961736522974, 0.9822284002032419, 0.05410919464171613, 0.33630385709724436, 0.25283235434713025, 0.7859926866726028, 1.1949809286903015], 'output': 0.985837350239602, 'delta': 1.0300831543901707e-06}
node #1: {'weights': [0.5755688588587984, 0.41350765013855934, 0.41475678923949083, 0.8544720328976676, 0.31119175761009177, 0.9193817482146155, 0.1901074466066339, 0.7820052153787025, 0.14240647015713792, 0.7994391372482103], 'output': 0.9860207624066516, 'delta': 7.667346537174226e-07}
node #2: {'weights': [0.6943999764448698, 0.7987130497713817, 0.9701981716481712, 0.32370988661422506, 0.7252136331831646, 0.10584578914856048, 0.8029195009994805, 0.10708084214532843, 0.5016656902503502, 0.7343008076146236], 'output': 0.9848346842544838, 'delta': 4.202234242587099e-07}
node #3: {'weights': [0.4284509007529639, 1.020048533029401, 0.2826243812258513, 1.01203850055007, 0.8567975682004307, 0.7819979220326352, 0.5482745675111255, 0.701682351881501, 0.9614811958157852, 1.0890089601027904], 'output': 0.9973670142197513, 'delta': 1.778361116639716e-07}
node #4: {'weights': [0.9058249791751528, 0.2442278379618329, 0.07279012043695084, 0.20809385080600498, 0.10552178734818345, 0.896881057627428, 0.5027295634675866, 0.8503743905676434, 0.601604033937331, 1.0124065277813774], 'output': 0.9864776157815314, 'delta': 9.012914516213581e-07}
output layer: [{'weights': [-1.0729348723940653, -0.8089671490034785, -0.4092027493790569, -0.984846852024179, -0.9826002623894486, -0.5701106330167777], 'output': 0.008327165997845266, 'delta': -6.876427376286056e-05}]
node #0: {'weights': [-1.0729348723940653, -0.8089671490034785, -0.4092027493790569, -0.984846852024179, -0.9826002623894486, -0.5701106330167777], 'output': 0.008327165997845266, 'delta': -6.876427376286056e-05}
predicted: 12.065364856208776; actual: 0.0
predicted: 9.044728399349763; actual: 0.0
predicted: 10.485707874832789; actual: 0.0
predicted: 9.763376651112756; actual: 0.0
predicted: 14.328083784945038; actual: 0.0
predicted: 10.697351548330765; actual: 0.0
predicted: 15.576875506339057; actual: 0.0
predicted: 12.349325951296262; actual: 0.0
predicted: 10.119969414969283; actual: 0.0
predicted: 9.231233164077503; actual: 0.0
predicted: 9.447571766230169; actual: 0.0
predicted: 15.142182621794962; actual: 0.0
predicted: 12.053362281577758; actual: 0.0
predicted: 14.942451260236647; actual: 0.0
predicted: 11.609896072552809; actual: 0.47
predicted: 9.973811205306712; actual: 1.19
predicted: 17.530017080729557; actual: 1.75
predicted: 10.364434651522496; actual: 2.57
predicted: 9.567113953337277; actual: 5.33
predicted: 13.311232562032872; actual: 8.31
predicted: 11.4475243823137; actual: 11.53
predicted: 10.18795966883731; actual: 24.23
predicted: 9.083630559026318; actual: 32.07
predicted: 10.032457461692363; actual: 88.49
predicted: 17.541443203200334; actual: 0.0
predicted: 9.411446083467805; actual: 0.68
predicted: 12.026754074308027; actual: 8.85
predicted: 11.919506350391766; actual: 0.52
predicted: 10.402325242438874; actual: 9.27
predicted: 10.728197020025569; actual: 0.0
predicted: 12.553632421566915; actual: 0.0
predicted: 9.194178426934835; actual: 0.0
predicted: 9.441710232833541; actual: 34.36
predicted: 10.04843290548799; actual: 6.58
predicted: 11.419274065641627; actual: 3.93
predicted: 9.557758834518046; actual: 3.71
predicted: 9.356368492182003; actual: 1.09
predicted: 8.872804801024488; actual: 11.060000000000002
predicted: 10.342912927345827; actual: 7.73
predicted: 16.459309081169607; actual: 9.96
predicted: 10.240050963249391; actual: 8.16
predicted: 17.35780497908714; actual: 0.0
predicted: 9.005683935084084; actual: 185.76
predicted: 9.079794268909016; actual: 0.0
predicted: 9.075022910261586; actual: 0.0
predicted: 9.24685443417487; actual: 6.43
predicted: 9.132071237439703; actual: 0.0
predicted: 12.398105616116293; actual: 0.0
predicted: 8.998922007498976; actual: 2.75
predicted: 9.997626759854844; actual: 0.0
predicted: 9.043519885833174; actual: 0.0
predicted: 9.08556111007108; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 300, n_hidden: [9, 9]
epoch: 0, lrate: 0.500, error: 0.00038497
epoch: 100, lrate: 0.500, error: 0.00006842
epoch: 200, lrate: 0.500, error: 0.00007583
epoch: 300, lrate: 0.500, error: 0.00008201
the trained network:
there are a total of 2 hidden layers
there are 12 inputs
there are 9 nodes in the 1st hidden layer
there are 9 nodes in the 2nd hidden layer
there are 1 nodes in the output layer
layer 0: [{'weights': [0.7227438234330475, 0.7878232741848523, 0.8795904273826712, 0.08167561423723096, 0.8310770537465338, 0.1437396746987037, 0.45795026390943433, 0.4699056724828817, -0.014392280563319529, 0.7324182509285705, 0.20646773879805028, -0.027049039564791155, 0.4028996412688104], 'output': 0.8107635576671626, 'delta': 5.706280832969345e-07}, {'weights': [0.000601908646651375, 0.2193558898771002, 0.0862760417987403, -0.025499395259087003, 0.8224391676957377, 0.10922128839570643, 0.5876801873585705, 0.5389019194158096, 0.7236554626838253, 0.5254054437751406, 0.7699602125526466, 0.4111884570605226, 0.5665200659324926], 'output': 0.6540499833718412, 'delta': 5.901230136832488e-07}, {'weights': [0.6479133899343987, 0.9376441566692691, 0.10742869886109813, 0.42735017036834644, 0.5963244138792364, 0.023293452783190147, 0.35658112242607926, 0.14909032311530612, 0.142665911991016, 0.649495220728822, 0.04527602979199379, 0.42217434921519054, 0.9583374812140294], 'output': 0.8485838720587707, 'delta': 2.797687426922742e-07}, {'weights': [0.8438602736142375, 0.04071937184706991, 0.9826395390834136, 0.7352930691005759, 0.8668555947339862, 0.2693818061786427, 0.1734808763592107, 0.6115483424315777, 0.6317638225636533, 0.8747928046670516, 0.10875211778882944, 0.45844123359369343, 0.6139858739964159], 'output': 0.858289533809124, 'delta': 1.521513599595201e-07}, {'weights': [0.6980638673408273, 0.08763980617176544, 0.8161294827586932, -0.030146734362090363, 0.08547948050419615, 0.0384331322087066, 0.265872397402411, 0.03810093461831062, 0.039796762105756854, 0.32698404987631013, 0.7925514446175225, 0.16365720392108707, 1.042533700316264], 'output': 0.8268817112921336, 'delta': 3.029340055476484e-07}, {'weights': [0.3938229709834677, 0.4203696504606318, 0.4953058960558774, 0.025120189861203387, 0.48309735668960346, 0.167791812122313, 0.889454793442446, 0.35734348343216277, 0.41154416775646335, 0.25804496370406477, 0.49929925178454193, 0.6344544248030575, 0.976866116936535], 'output': 0.7621234048375098, 'delta': 3.0160510158163564e-07}, {'weights': [0.9282572109293848, 0.27748347448535676, 0.392466417942151, 0.7717913057272334, 0.5813217472667789, 0.48330617466396314, 0.4016558960238845, -0.010696635341695753, 0.4780350120175161, 0.7716434018866873, 0.9269605119920148, 0.8116408901584493, 0.020833705180946675], 'output': 0.7154264517603502, 'delta': 7.188275236792859e-07}, {'weights': [0.49783367159596636, 0.3550604995966913, 0.6526369226234795, 0.1846802620914571, 0.7663204357953227, 0.878495395670333, 0.23271825266261217, 0.2634480336693891, 0.9361314166773731, 0.49651612232123604, 0.3791957229621384, 0.04435553706306153, 0.8835114194115198], 'output': 0.8614554208466947, 'delta': 3.0982065651849465e-07}, {'weights': [0.5587599014608393, 0.4504794968957992, 0.6583849775951983, 0.8576616094842547, 0.5196878103990622, 0.6878274734603371, 0.602160641221644, 0.33104019780547866, 0.7128019793030581, 0.9097311334720497, 0.012890416322227647, 0.3572427181699866, 0.4641818517173431], 'output': 0.7891819504101824, 'delta': 4.586287116403358e-07}]
node #0: {'weights': [0.7227438234330475, 0.7878232741848523, 0.8795904273826712, 0.08167561423723096, 0.8310770537465338, 0.1437396746987037, 0.45795026390943433, 0.4699056724828817, -0.014392280563319529, 0.7324182509285705, 0.20646773879805028, -0.027049039564791155, 0.4028996412688104], 'output': 0.8107635576671626, 'delta': 5.706280832969345e-07}
node #1: {'weights': [0.000601908646651375, 0.2193558898771002, 0.0862760417987403, -0.025499395259087003, 0.8224391676957377, 0.10922128839570643, 0.5876801873585705, 0.5389019194158096, 0.7236554626838253, 0.5254054437751406, 0.7699602125526466, 0.4111884570605226, 0.5665200659324926], 'output': 0.6540499833718412, 'delta': 5.901230136832488e-07}
node #2: {'weights': [0.6479133899343987, 0.9376441566692691, 0.10742869886109813, 0.42735017036834644, 0.5963244138792364, 0.023293452783190147, 0.35658112242607926, 0.14909032311530612, 0.142665911991016, 0.649495220728822, 0.04527602979199379, 0.42217434921519054, 0.9583374812140294], 'output': 0.8485838720587707, 'delta': 2.797687426922742e-07}
node #3: {'weights': [0.8438602736142375, 0.04071937184706991, 0.9826395390834136, 0.7352930691005759, 0.8668555947339862, 0.2693818061786427, 0.1734808763592107, 0.6115483424315777, 0.6317638225636533, 0.8747928046670516, 0.10875211778882944, 0.45844123359369343, 0.6139858739964159], 'output': 0.858289533809124, 'delta': 1.521513599595201e-07}
node #4: {'weights': [0.6980638673408273, 0.08763980617176544, 0.8161294827586932, -0.030146734362090363, 0.08547948050419615, 0.0384331322087066, 0.265872397402411, 0.03810093461831062, 0.039796762105756854, 0.32698404987631013, 0.7925514446175225, 0.16365720392108707, 1.042533700316264], 'output': 0.8268817112921336, 'delta': 3.029340055476484e-07}
node #5: {'weights': [0.3938229709834677, 0.4203696504606318, 0.4953058960558774, 0.025120189861203387, 0.48309735668960346, 0.167791812122313, 0.889454793442446, 0.35734348343216277, 0.41154416775646335, 0.25804496370406477, 0.49929925178454193, 0.6344544248030575, 0.976866116936535], 'output': 0.7621234048375098, 'delta': 3.0160510158163564e-07}
