options: {'left_index': True, 'order_results': True, 'rename_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
          RI     Na    Mg    Al     Si     K     Ca    Ba    Fe  result
Pandas(Index=117, RI=1.5167299999999999, Na=13.300000000000001, Mg=3.6400000000000001, Al=1.53, Si=72.530000000000001, K=0.65000000000000002, Ca=8.0299999999999994, Ba=0.0, Fe=0.28999999999999998, result=2)
Pandas(Index=135, RI=1.5162500000000001, Na=13.359999999999999, Mg=3.5800000000000001, Al=1.49, Si=72.719999999999999, K=0.45000000000000001, Ca=8.2100000000000009, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=83, RI=1.5161, Na=13.33, Mg=3.5299999999999998, Al=1.3400000000000001, Si=72.670000000000002, K=0.56000000000000005, Ca=8.3300000000000001, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=0, RI=1.5185999999999999, Na=13.359999999999999, Mg=3.4300000000000002, Al=1.4299999999999999, Si=72.260000000000005, K=0.51000000000000001, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=44, RI=1.5170700000000001, Na=13.48, Mg=3.48, Al=1.71, Si=72.519999999999996, K=0.62, Ca=7.9900000000000002, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=31, RI=1.5159400000000001, Na=13.09, Mg=3.52, Al=1.55, Si=72.870000000000005, K=0.68000000000000005, Ca=8.0500000000000007, Ba=0.0, Fe=0.089999999999999997, result=2)
Pandas(Index=70, RI=1.5164500000000001, Na=13.44, Mg=3.6099999999999999, Al=1.54, Si=72.390000000000001, K=0.66000000000000003, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=12, RI=1.51627, Na=13.0, Mg=3.5800000000000001, Al=1.54, Si=72.829999999999998, K=0.60999999999999999, Ca=8.0399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=60, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=104, RI=1.5166299999999999, Na=12.93, Mg=3.54, Al=1.6200000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.0299999999999994, Ba=0.0, Fe=0.20999999999999999, result=2)
the 15 nearest are: [1, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2]
guess: 2
actual: 3

point is: Pandas(Index=17, RI=1.52369, Na=13.44, Mg=0.0, Al=1.5800000000000001, Si=72.219999999999999, K=0.32000000000000001, Ca=12.24, Ba=0.0, Fe=0.0, result=5)
nearest rows: {6: 2.9877785412577018, 17: 2.2776988782760541, 26: 2.4982627256555703, 32: 2.2416993553998301, 53: 1.8690949681597249, 55: 1.4464446622321936, 65: 2.9088525462972519, 67: 2.3252314129135621, 69: 2.785072774650605, 85: 3.2669564968637093, 102: 3.2020008857119331, 112: 1.7281841686868895, 125: 2.8618532318062706, 130: 0.32343566222666276, 138: 1.5947745930068005}
The nearest 15 neighbors are: 
Pandas(Index=130, RI=1.5204299999999999, Na=13.380000000000001, Mg=0.0, Al=1.3999999999999999, Si=72.25, K=0.33000000000000002, Ca=12.5, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=55, RI=1.5222200000000001, Na=14.43, Mg=0.0, Al=1.0, Si=72.670000000000002, K=0.10000000000000001, Ca=11.52, Ba=0.0, Fe=0.080000000000000002, result=2)
Pandas(Index=138, RI=1.5261400000000001, Na=13.699999999999999, Mg=0.0, Al=1.3600000000000001, Si=71.239999999999995, K=0.19, Ca=13.44, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=112, RI=1.5191600000000001, Na=14.15, Mg=0.0, Al=2.0899999999999999, Si=72.739999999999995, K=0.0, Ca=10.880000000000001, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=53, RI=1.51969, Na=12.640000000000001, Mg=0.0, Al=1.6499999999999999, Si=73.75, K=0.38, Ca=11.529999999999999, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=32, RI=1.51969, Na=14.56, Mg=0.0, Al=0.56000000000000005, Si=73.480000000000004, K=0.0, Ca=11.220000000000001, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=17, RI=1.5202, Na=13.98, Mg=1.3500000000000001, Al=1.6299999999999999, Si=71.760000000000005, K=0.39000000000000001, Ca=10.56, Ba=0.0, Fe=0.17999999999999999, result=2)
Pandas(Index=67, RI=1.52475, Na=11.449999999999999, Mg=0.0, Al=1.8799999999999999, Si=72.189999999999998, K=0.81000000000000005, Ca=13.24, Ba=0.0, Fe=0.34000000000000002, result=2)
Pandas(Index=26, RI=1.5277700000000001, Na=12.640000000000001, Mg=0.0, Al=0.67000000000000004, Si=72.019999999999996, K=0.059999999999999998, Ca=14.4, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=69, RI=1.5181799999999999, Na=13.720000000000001, Mg=0.0, Al=0.56000000000000005, Si=74.450000000000003, K=0.0, Ca=10.99, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=125, RI=1.5217100000000001, Na=11.56, Mg=1.8799999999999999, Al=1.5600000000000001, Si=72.859999999999999, K=0.46999999999999997, Ca=11.41, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=65, RI=1.51888, Na=14.99, Mg=0.78000000000000003, Al=1.74, Si=72.5, K=0.0, Ca=9.9499999999999993, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=6, RI=1.51915, Na=12.73, Mg=1.8500000000000001, Al=1.8600000000000001, Si=72.689999999999998, K=0.59999999999999998, Ca=10.09, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=102, RI=1.5205799999999998, Na=12.85, Mg=1.6100000000000001, Al=2.1699999999999999, Si=72.180000000000007, K=0.76000000000000001, Ca=9.6999999999999993, Ba=0.23999999999999999, Fe=0.51000000000000001, result=5)
Pandas(Index=85, RI=1.5215100000000001, Na=11.029999999999999, Mg=1.71, Al=1.5600000000000001, Si=73.439999999999998, K=0.57999999999999996, Ca=11.619999999999999, Ba=0.0, Fe=0.0, result=5)
the 15 nearest are: [5, 2, 2, 6, 5, 6, 2, 2, 2, 2, 5, 6, 5, 5, 5]
guess: 5
actual: 5

point is: Pandas(Index=18, RI=1.5129900000000001, Na=14.4, Mg=1.74, Al=1.54, Si=74.549999999999997, K=0.0, Ca=7.5899999999999999, Ba=0.0, Fe=0.0, result=6)
nearest rows: {16: 2.7466904467012641, 39: 2.7559244592150924, 57: 2.6699831670630436, 71: 2.7629729845946707, 80: 2.6026925196995485, 84: 2.6154025657439401, 92: 2.7668968752738121, 97: 2.579691876193746, 100: 2.3763426988757317, 106: 2.7763850710051008, 110: 2.7481657901225698, 116: 2.7641501240164179, 128: 2.7083591307099559, 139: 2.5594549926888743, 148: 2.7115533084193597}
The nearest 15 neighbors are: 
Pandas(Index=100, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=139, RI=1.51613, Na=13.92, Mg=3.52, Al=1.25, Si=72.879999999999995, K=0.37, Ca=7.9400000000000004, Ba=0.0, Fe=0.14000000000000001, result=2)
Pandas(Index=97, RI=1.5161799999999999, Na=13.529999999999999, Mg=3.5499999999999998, Al=1.54, Si=72.989999999999995, K=0.39000000000000001, Ca=7.7800000000000002, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=80, RI=1.5158799999999999, Na=13.119999999999999, Mg=3.4100000000000001, Al=1.5800000000000001, Si=73.260000000000005, K=0.070000000000000007, Ca=8.3900000000000006, Ba=0.0, Fe=0.19, result=2)
Pandas(Index=84, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=57, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
Pandas(Index=128, RI=1.5160200000000001, Na=14.85, Mg=0.0, Al=2.3799999999999999, Si=73.280000000000001, K=0.0, Ca=8.7599999999999998, Ba=0.64000000000000001, Fe=0.089999999999999997, result=7)
Pandas(Index=148, RI=1.5176100000000001, Na=13.890000000000001, Mg=3.6000000000000001, Al=1.3600000000000001, Si=72.730000000000004, K=0.47999999999999998, Ca=7.8300000000000001, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=16, RI=1.51589, Na=12.880000000000001, Mg=3.4300000000000002, Al=1.3999999999999999, Si=73.280000000000001, K=0.68999999999999995, Ca=8.0500000000000007, Ba=0.0, Fe=0.23999999999999999, result=1)
Pandas(Index=110, RI=1.5168900000000001, Na=12.67, Mg=2.8799999999999999, Al=1.71, Si=73.209999999999994, K=0.72999999999999998, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=39, RI=1.51742, Na=13.27, Mg=3.6200000000000001, Al=1.24, Si=73.079999999999998, K=0.55000000000000004, Ca=8.0700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=71, RI=1.5174299999999998, Na=13.300000000000001, Mg=3.6000000000000001, Al=1.1399999999999999, Si=73.090000000000003, K=0.57999999999999996, Ca=8.1699999999999999, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=116, RI=1.5180799999999999, Na=13.43, Mg=2.8700000000000001, Al=1.1899999999999999, Si=72.840000000000003, K=0.55000000000000004, Ca=9.0299999999999994, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=92, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=106, RI=1.51674, Na=12.789999999999999, Mg=3.52, Al=1.54, Si=73.359999999999999, K=0.66000000000000003, Ca=7.9000000000000004, Ba=0.0, Fe=0.0, result=2)
the 15 nearest are: [7, 2, 1, 2, 6, 7, 7, 1, 1, 2, 1, 1, 1, 7, 2]
guess: 1
actual: 6

point is: Pandas(Index=19, RI=1.51508, Na=15.15, Mg=0.0, Al=2.25, Si=73.5, K=0.0, Ca=8.3399999999999999, Ba=0.63, Fe=0.0, result=7)
nearest rows: {29: 1.0059830400657859, 34: 1.1924365885027202, 35: 1.2125592987149143, 38: 1.3263861190844843, 40: 1.1772863128822983, 41: 1.4334936766166777, 57: 0.46786877230693896, 59: 0.73641090438694812, 92: 0.79498729304310256, 100: 0.41797129518664311, 113: 1.3222334599078944, 120: 1.7298555518886545, 123: 1.3090191079201252, 128: 0.58301019167764112, 153: 1.2297163290775643}
The nearest 15 neighbors are: 
Pandas(Index=100, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=57, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
Pandas(Index=128, RI=1.5160200000000001, Na=14.85, Mg=0.0, Al=2.3799999999999999, Si=73.280000000000001, K=0.0, Ca=8.7599999999999998, Ba=0.64000000000000001, Fe=0.089999999999999997, result=7)
Pandas(Index=59, RI=1.5160899999999999, Na=15.01, Mg=0.0, Al=2.5099999999999998, Si=73.049999999999997, K=0.050000000000000003, Ca=8.8300000000000001, Ba=0.53000000000000003, Fe=0.0, result=7)
Pandas(Index=92, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=29, RI=1.5164500000000001, Na=14.94, Mg=0.0, Al=1.8700000000000001, Si=73.109999999999999, K=0.0, Ca=8.6699999999999999, Ba=1.3799999999999999, Fe=0.0, result=7)
Pandas(Index=40, RI=1.5168299999999999, Na=14.56, Mg=0.0, Al=1.98, Si=73.290000000000006, K=0.0, Ca=8.5199999999999996, Ba=1.5700000000000001, Fe=0.070000000000000007, result=7)
Pandas(Index=34, RI=1.51732, Na=14.949999999999999, Mg=0.0, Al=1.8, Si=72.989999999999995, K=0.0, Ca=8.6099999999999994, Ba=1.55, Fe=0.0, result=7)
Pandas(Index=35, RI=1.5153099999999999, Na=14.380000000000001, Mg=0.0, Al=2.6600000000000001, Si=73.099999999999994, K=0.040000000000000001, Ca=9.0800000000000001, Ba=0.64000000000000001, Fe=0.0, result=7)
Pandas(Index=153, RI=1.5165799999999998, Na=14.800000000000001, Mg=0.0, Al=1.99, Si=73.109999999999999, K=0.0, Ca=8.2799999999999994, Ba=1.71, Fe=0.0, result=7)
Pandas(Index=123, RI=1.5206500000000001, Na=14.359999999999999, Mg=0.0, Al=2.02, Si=73.420000000000002, K=0.0, Ca=8.4399999999999995, Ba=1.6399999999999999, Fe=0.0, result=7)
Pandas(Index=113, RI=1.51623, Na=14.199999999999999, Mg=0.0, Al=2.79, Si=73.459999999999994, K=0.040000000000000001, Ca=9.0399999999999991, Ba=0.40000000000000002, Fe=0.089999999999999997, result=7)
Pandas(Index=38, RI=1.51545, Na=14.140000000000001, Mg=0.0, Al=2.6800000000000002, Si=73.390000000000001, K=0.080000000000000002, Ca=9.0700000000000003, Ba=0.60999999999999999, Fe=0.050000000000000003, result=7)
Pandas(Index=41, RI=1.51711, Na=14.23, Mg=0.0, Al=2.0800000000000001, Si=73.359999999999999, K=0.0, Ca=8.6199999999999992, Ba=1.6699999999999999, Fe=0.0, result=7)
Pandas(Index=120, RI=1.51556, Na=13.869999999999999, Mg=0.0, Al=2.54, Si=73.230000000000004, K=0.14000000000000001, Ca=9.4100000000000001, Ba=0.81000000000000005, Fe=0.01, result=7)
the 15 nearest are: [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
guess: 7
actual: 7

point is: Pandas(Index=20, RI=1.51685, Na=14.92, Mg=0.0, Al=1.99, Si=73.060000000000002, K=0.0, Ca=8.4000000000000004, Ba=1.5900000000000001, Fe=0.0, result=7)
nearest rows: {29: 0.36646986233522605, 34: 0.29597334491470778, 35: 1.4521027414064056, 38: 1.6160451602600707, 40: 0.44977772332564586, 41: 0.79309524497376538, 57: 1.0389419918359244, 59: 1.2607936300600506, 86: 1.5807278021215418, 92: 1.1775823437874731, 100: 1.2986157723129639, 120: 1.7555915425007043, 123: 0.66948819257698644, 128: 1.1160648228933654, 153: 0.2137757537701592}
The nearest 15 neighbors are: 
Pandas(Index=153, RI=1.5165799999999998, Na=14.800000000000001, Mg=0.0, Al=1.99, Si=73.109999999999999, K=0.0, Ca=8.2799999999999994, Ba=1.71, Fe=0.0, result=7)
Pandas(Index=34, RI=1.51732, Na=14.949999999999999, Mg=0.0, Al=1.8, Si=72.989999999999995, K=0.0, Ca=8.6099999999999994, Ba=1.55, Fe=0.0, result=7)
Pandas(Index=29, RI=1.5164500000000001, Na=14.94, Mg=0.0, Al=1.8700000000000001, Si=73.109999999999999, K=0.0, Ca=8.6699999999999999, Ba=1.3799999999999999, Fe=0.0, result=7)
Pandas(Index=40, RI=1.5168299999999999, Na=14.56, Mg=0.0, Al=1.98, Si=73.290000000000006, K=0.0, Ca=8.5199999999999996, Ba=1.5700000000000001, Fe=0.070000000000000007, result=7)
Pandas(Index=123, RI=1.5206500000000001, Na=14.359999999999999, Mg=0.0, Al=2.02, Si=73.420000000000002, K=0.0, Ca=8.4399999999999995, Ba=1.6399999999999999, Fe=0.0, result=7)
Pandas(Index=41, RI=1.51711, Na=14.23, Mg=0.0, Al=2.0800000000000001, Si=73.359999999999999, K=0.0, Ca=8.6199999999999992, Ba=1.6699999999999999, Fe=0.0, result=7)
Pandas(Index=57, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
Pandas(Index=128, RI=1.5160200000000001, Na=14.85, Mg=0.0, Al=2.3799999999999999, Si=73.280000000000001, K=0.0, Ca=8.7599999999999998, Ba=0.64000000000000001, Fe=0.089999999999999997, result=7)
Pandas(Index=92, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=59, RI=1.5160899999999999, Na=15.01, Mg=0.0, Al=2.5099999999999998, Si=73.049999999999997, K=0.050000000000000003, Ca=8.8300000000000001, Ba=0.53000000000000003, Fe=0.0, result=7)
Pandas(Index=100, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=35, RI=1.5153099999999999, Na=14.380000000000001, Mg=0.0, Al=2.6600000000000001, Si=73.099999999999994, K=0.040000000000000001, Ca=9.0800000000000001, Ba=0.64000000000000001, Fe=0.0, result=7)
Pandas(Index=86, RI=1.51623, Na=14.140000000000001, Mg=0.0, Al=2.8799999999999999, Si=72.609999999999999, K=0.080000000000000002, Ca=9.1799999999999997, Ba=1.0600000000000001, Fe=0.0, result=7)
Pandas(Index=38, RI=1.51545, Na=14.140000000000001, Mg=0.0, Al=2.6800000000000002, Si=73.390000000000001, K=0.080000000000000002, Ca=9.0700000000000003, Ba=0.60999999999999999, Fe=0.050000000000000003, result=7)
Pandas(Index=120, RI=1.51556, Na=13.869999999999999, Mg=0.0, Al=2.54, Si=73.230000000000004, K=0.14000000000000001, Ca=9.4100000000000001, Ba=0.81000000000000005, Fe=0.01, result=7)
the 15 nearest are: [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
guess: 7
actual: 7

point is: Pandas(Index=21, RI=1.51613, Na=13.880000000000001, Mg=1.78, Al=1.79, Si=73.099999999999994, K=0.0, Ca=8.6699999999999999, Ba=0.76000000000000001, Fe=0.0, result=7)
nearest rows: {25: 1.6334657932139234, 38: 2.0745121022544084, 41: 2.0671722135322934, 50: 2.0330027487438365, 73: 1.7418108443800666, 76: 1.7775274738805014, 80: 2.0002999931260326, 81: 1.9648719811733277, 84: 1.1891617686841407, 92: 2.0649700481120785, 102: 2.0614605993081647, 110: 1.9544821763321358, 116: 1.681637238675451, 118: 1.4216204365441567, 151: 2.0183657302134317}
The nearest 15 neighbors are: 
Pandas(Index=84, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=118, RI=1.5182899999999999, Na=14.460000000000001, Mg=2.2400000000000002, Al=1.6200000000000001, Si=72.379999999999995, K=0.0, Ca=9.2599999999999998, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=25, RI=1.5193700000000001, Na=13.789999999999999, Mg=2.4100000000000001, Al=1.1899999999999999, Si=72.760000000000005, K=0.0, Ca=9.7699999999999996, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=116, RI=1.5180799999999999, Na=13.43, Mg=2.8700000000000001, Al=1.1899999999999999, Si=72.840000000000003, K=0.55000000000000004, Ca=9.0299999999999994, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=73, RI=1.51837, Na=13.140000000000001, Mg=2.8399999999999999, Al=1.28, Si=72.849999999999994, K=0.55000000000000004, Ca=9.0700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=76, RI=1.5181100000000001, Na=12.960000000000001, Mg=2.96, Al=1.4299999999999999, Si=72.920000000000002, K=0.59999999999999998, Ca=8.7899999999999991, Ba=0.14000000000000001, Fe=0.0, result=2)
Pandas(Index=110, RI=1.5168900000000001, Na=12.67, Mg=2.8799999999999999, Al=1.71, Si=73.209999999999994, K=0.72999999999999998, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=81, RI=1.52081, Na=13.779999999999999, Mg=2.2799999999999998, Al=1.4299999999999999, Si=71.989999999999995, K=0.48999999999999999, Ca=9.8499999999999996, Ba=0.0, Fe=0.17000000000000001, result=2)
Pandas(Index=80, RI=1.5158799999999999, Na=13.119999999999999, Mg=3.4100000000000001, Al=1.5800000000000001, Si=73.260000000000005, K=0.070000000000000007, Ca=8.3900000000000006, Ba=0.0, Fe=0.19, result=2)
Pandas(Index=151, RI=1.5165999999999999, Na=12.99, Mg=3.1800000000000002, Al=1.23, Si=72.969999999999999, K=0.57999999999999996, Ca=8.8100000000000005, Ba=0.0, Fe=0.23999999999999999, result=2)
Pandas(Index=50, RI=1.5165500000000001, Na=13.41, Mg=3.3900000000000001, Al=1.28, Si=72.640000000000001, K=0.52000000000000002, Ca=8.6500000000000004, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=102, RI=1.5205799999999998, Na=12.85, Mg=1.6100000000000001, Al=2.1699999999999999, Si=72.180000000000007, K=0.76000000000000001, Ca=9.6999999999999993, Ba=0.23999999999999999, Fe=0.51000000000000001, result=5)
Pandas(Index=92, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=41, RI=1.51711, Na=14.23, Mg=0.0, Al=2.0800000000000001, Si=73.359999999999999, K=0.0, Ca=8.6199999999999992, Ba=1.6699999999999999, Fe=0.0, result=7)
Pandas(Index=38, RI=1.51545, Na=14.140000000000001, Mg=0.0, Al=2.6800000000000002, Si=73.390000000000001, K=0.080000000000000002, Ca=9.0700000000000003, Ba=0.60999999999999999, Fe=0.050000000000000003, result=7)
the 15 nearest are: [6, 6, 6, 1, 1, 2, 2, 2, 2, 2, 3, 5, 7, 7, 7]
guess: 2
actual: 7
loss is 8 for k=15

point is: Pandas(Index=0, RI=1.52101, Na=13.640000000000001, Mg=4.4900000000000002, Al=1.1000000000000001, Si=71.780000000000001, K=0.059999999999999998, Ca=8.75, Ba=0.0, Fe=0.0, result=1)
nearest rows: {0: 1.3290243820562528, 9: 1.3101923984285662, 10: 1.3585658815088806, 15: 1.1562876847912897, 19: 1.2300406772135632, 23: 1.1263658377276888, 33: 1.1435513693752453, 45: 0.88701950936831298, 46: 1.329661626128994, 54: 1.1999585426588708, 60: 1.1620703069952338, 61: 0.98153267948652489, 79: 1.2021265717053222, 89: 1.1175435948543577, 93: 1.1830919032771701, 98: 1.3848471351019234, 105: 1.3692367591107097, 122: 1.3016186163388992, 124: 1.375355513640022, 126: 1.0617911772566202, 131: 1.181144164613279, 137: 1.1474323084609395, 147: 1.2875575203073426, 150: 1.1985841814824694, 152: 1.3585658815088806}
The nearest 25 neighbors are: 
Pandas(Index=45, RI=1.51911, Na=13.9, Mg=3.73, Al=1.1799999999999999, Si=72.120000000000005, K=0.059999999999999998, Ca=8.8900000000000006, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=61, RI=1.5184799999999998, Na=13.640000000000001, Mg=3.8700000000000001, Al=1.27, Si=71.959999999999994, K=0.54000000000000004, Ca=8.3200000000000003, Ba=0.0, Fe=0.32000000000000001, result=2)
Pandas(Index=126, RI=1.5217200000000002, Na=13.51, Mg=3.8599999999999999, Al=0.88, Si=71.790000000000006, K=0.23000000000000001, Ca=9.5399999999999991, Ba=0.0, Fe=0.11, result=1)
Pandas(Index=89, RI=1.5190900000000001, Na=13.890000000000001, Mg=3.5299999999999998, Al=1.3200000000000001, Si=71.810000000000002, K=0.51000000000000001, Ca=8.7799999999999994, Ba=0.11, Fe=0.0, result=1)
Pandas(Index=23, RI=1.5209900000000001, Na=13.69, Mg=3.5899999999999999, Al=1.1200000000000001, Si=71.959999999999994, K=0.089999999999999997, Ca=9.4000000000000004, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=33, RI=1.51789, Na=13.19, Mg=3.8999999999999999, Al=1.3, Si=72.329999999999998, K=0.55000000000000004, Ca=8.4399999999999995, Ba=0.0, Fe=0.28000000000000003, result=2)
Pandas(Index=137, RI=1.52196, Na=14.359999999999999, Mg=3.8500000000000001, Al=0.89000000000000001, Si=71.359999999999999, K=0.14999999999999999, Ca=9.1500000000000004, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=15, RI=1.5221100000000001, Na=14.19, Mg=3.7799999999999998, Al=0.91000000000000003, Si=71.359999999999999, K=0.23000000000000001, Ca=9.1400000000000006, Ba=0.0, Fe=0.37, result=3)
Pandas(Index=60, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=131, RI=1.5197700000000001, Na=13.81, Mg=3.5800000000000001, Al=1.3200000000000001, Si=71.719999999999999, K=0.12, Ca=8.6699999999999999, Ba=0.68999999999999995, Fe=0.0, result=1)
Pandas(Index=93, RI=1.51847, Na=13.1, Mg=3.9700000000000002, Al=1.1899999999999999, Si=72.439999999999998, K=0.59999999999999998, Ca=8.4299999999999997, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=150, RI=1.5189999999999999, Na=13.49, Mg=3.48, Al=1.3500000000000001, Si=71.950000000000003, K=0.55000000000000004, Ca=9.0, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=54, RI=1.5217200000000002, Na=13.48, Mg=3.7400000000000002, Al=0.90000000000000002, Si=72.010000000000005, K=0.17999999999999999, Ca=9.6099999999999994, Ba=0.0, Fe=0.070000000000000007, result=1)
Pandas(Index=79, RI=1.51813, Na=13.43, Mg=3.98, Al=1.1799999999999999, Si=72.489999999999995, K=0.57999999999999996, Ca=8.1500000000000004, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=19, RI=1.5212700000000001, Na=14.32, Mg=3.8999999999999999, Al=0.82999999999999996, Si=71.5, K=0.0, Ca=9.4900000000000002, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=147, RI=1.51892, Na=13.460000000000001, Mg=3.8300000000000001, Al=1.26, Si=72.549999999999997, K=0.56999999999999995, Ca=8.2100000000000009, Ba=0.0, Fe=0.14000000000000001, result=2)
Pandas(Index=122, RI=1.51769, Na=13.65, Mg=3.6600000000000001, Al=1.1100000000000001, Si=72.769999999999996, K=0.11, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=9, RI=1.51898, Na=13.58, Mg=3.3500000000000001, Al=1.23, Si=72.079999999999998, K=0.58999999999999997, Ca=8.9100000000000001, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=0, RI=1.5185999999999999, Na=13.359999999999999, Mg=3.4300000000000002, Al=1.4299999999999999, Si=72.260000000000005, K=0.51000000000000001, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=46, RI=1.52121, Na=14.029999999999999, Mg=3.7599999999999998, Al=0.57999999999999996, Si=71.790000000000006, K=0.11, Ca=9.6500000000000004, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=10, RI=1.52213, Na=14.210000000000001, Mg=3.8199999999999998, Al=0.46999999999999997, Si=71.769999999999996, K=0.11, Ca=9.5700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=152, RI=1.52213, Na=14.210000000000001, Mg=3.8199999999999998, Al=0.46999999999999997, Si=71.769999999999996, K=0.11, Ca=9.5700000000000003, Ba=0.0, Fe=0.0, result=1)
