options: {'left_index': True, 'discretize_groups': 3, 'order_results': True, 'rename_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
          RI     Na    Mg    Al     Si     K     Ca    Ba    Fe  result
Pandas(Index=52, RI=1.5184799999999998, Na=13.640000000000001, Mg=3.8700000000000001, Al=1.27, Si=71.959999999999994, K=0.54000000000000004, Ca=8.3200000000000003, Ba=0.0, Fe=0.32000000000000001, result=2)
Pandas(Index=43, RI=1.5170700000000001, Na=13.48, Mg=3.48, Al=1.71, Si=72.519999999999996, K=0.62, Ca=7.9900000000000002, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=70, RI=1.5164500000000001, Na=13.44, Mg=3.6099999999999999, Al=1.54, Si=72.390000000000001, K=0.66000000000000003, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=109, RI=1.5190900000000001, Na=13.890000000000001, Mg=3.5299999999999998, Al=1.3200000000000001, Si=71.810000000000002, K=0.51000000000000001, Ca=8.7799999999999994, Ba=0.11, Fe=0.0, result=1)
Pandas(Index=117, RI=1.5197700000000001, Na=13.81, Mg=3.5800000000000001, Al=1.3200000000000001, Si=71.719999999999999, K=0.12, Ca=8.6699999999999999, Ba=0.68999999999999995, Fe=0.0, result=1)
Pandas(Index=138, RI=1.51892, Na=13.460000000000001, Mg=3.8300000000000001, Al=1.26, Si=72.549999999999997, K=0.56999999999999995, Ca=8.2100000000000009, Ba=0.0, Fe=0.14000000000000001, result=2)
Pandas(Index=144, RI=1.5164500000000001, Na=13.4, Mg=3.4900000000000002, Al=1.52, Si=72.650000000000006, K=0.67000000000000004, Ca=8.0800000000000001, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=127, RI=1.5167299999999999, Na=13.300000000000001, Mg=3.6400000000000001, Al=1.53, Si=72.530000000000001, K=0.65000000000000002, Ca=8.0299999999999994, Ba=0.0, Fe=0.28999999999999998, result=2)
Pandas(Index=89, RI=1.51813, Na=13.43, Mg=3.98, Al=1.1799999999999999, Si=72.489999999999995, K=0.57999999999999996, Ca=8.1500000000000004, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=71, RI=1.51911, Na=13.9, Mg=3.73, Al=1.1799999999999999, Si=72.120000000000005, K=0.059999999999999998, Ca=8.8900000000000006, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=140, RI=1.51631, Na=13.34, Mg=3.5699999999999998, Al=1.5700000000000001, Si=72.870000000000005, K=0.60999999999999999, Ca=7.8899999999999997, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=135, RI=1.5162500000000001, Na=13.359999999999999, Mg=3.5800000000000001, Al=1.49, Si=72.719999999999999, K=0.45000000000000001, Ca=8.2100000000000009, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=65, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
the 15 nearest are: [2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2]
guess: 2
actual: 2

point is: Pandas(Index=13, RI=1.5165500000000001, Na=12.75, Mg=2.8500000000000001, Al=1.4399999999999999, Si=73.269999999999996, K=0.56999999999999995, Ca=8.7899999999999991, Ba=0.11, Fe=0.22, result=2)
nearest rows: {2: 0.80249645637846556, 4: 0.77194652664546493, 9: 0.80882732298061955, 42: 0.81639477925816906, 48: 0.70249790917838506, 56: 0.76072466530276328, 63: 0.4785419872905578, 64: 0.72360328640768057, 69: 0.77948705415805264, 76: 0.79925017760398342, 81: 0.48207895162514647, 98: 0.85393276456639122, 99: 0.68731433856714963, 100: 0.78898750110505389, 131: 0.85574579455583577}
The nearest 15 neighbors are: 
Pandas(Index=63, RI=1.5181100000000001, Na=12.960000000000001, Mg=2.96, Al=1.4299999999999999, Si=72.920000000000002, K=0.59999999999999998, Ca=8.7899999999999991, Ba=0.14000000000000001, Fe=0.0, result=2)
Pandas(Index=81, RI=1.5168900000000001, Na=12.67, Mg=2.8799999999999999, Al=1.71, Si=73.209999999999994, K=0.72999999999999998, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=99, RI=1.51755, Na=12.710000000000001, Mg=3.4199999999999999, Al=1.2, Si=73.200000000000003, K=0.58999999999999997, Ca=8.6400000000000006, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=48, RI=1.51837, Na=13.140000000000001, Mg=2.8399999999999999, Al=1.28, Si=72.849999999999994, K=0.55000000000000004, Ca=9.0700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=64, RI=1.51786, Na=12.73, Mg=3.4300000000000002, Al=1.1899999999999999, Si=72.950000000000003, K=0.62, Ca=8.7599999999999998, Ba=0.0, Fe=0.29999999999999999, result=1)
Pandas(Index=56, RI=1.51797, Na=12.74, Mg=3.48, Al=1.3500000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.6799999999999997, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=4, RI=1.5177499999999999, Na=12.85, Mg=3.48, Al=1.23, Si=72.969999999999999, K=0.60999999999999999, Ca=8.5600000000000005, Ba=0.089999999999999997, Fe=0.22, result=1)
Pandas(Index=69, RI=1.5162899999999999, Na=12.710000000000001, Mg=3.3300000000000001, Al=1.49, Si=73.280000000000001, K=0.67000000000000004, Ca=8.2400000000000002, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=100, RI=1.5176799999999999, Na=12.56, Mg=3.52, Al=1.4299999999999999, Si=73.150000000000006, K=0.56999999999999995, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=76, RI=1.5174700000000001, Na=12.84, Mg=3.5, Al=1.1399999999999999, Si=73.269999999999996, K=0.56000000000000005, Ca=8.5500000000000007, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=2, RI=1.5173000000000001, Na=12.35, Mg=2.7200000000000002, Al=1.6299999999999999, Si=72.870000000000005, K=0.69999999999999996, Ca=9.2300000000000004, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=9, RI=1.51783, Na=12.69, Mg=3.54, Al=1.3400000000000001, Si=72.950000000000003, K=0.56999999999999995, Ca=8.75, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=42, RI=1.5172099999999999, Na=12.869999999999999, Mg=3.48, Al=1.3300000000000001, Si=73.040000000000006, K=0.56000000000000005, Ca=8.4299999999999997, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=98, RI=1.51763, Na=12.609999999999999, Mg=3.5899999999999999, Al=1.3100000000000001, Si=73.290000000000006, K=0.57999999999999996, Ca=8.5, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=131, RI=1.5174799999999999, Na=12.859999999999999, Mg=3.5600000000000001, Al=1.27, Si=73.209999999999994, K=0.54000000000000004, Ca=8.3800000000000008, Ba=0.0, Fe=0.17000000000000001, result=1)
the 15 nearest are: [2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1]
guess: 1
actual: 2

point is: Pandas(Index=14, RI=1.51841, Na=12.93, Mg=3.7400000000000002, Al=1.1100000000000001, Si=72.280000000000001, K=0.64000000000000001, Ca=8.9600000000000009, Ba=0.0, Fe=0.22, result=2)
nearest rows: {0: 0.82607525377534574, 4: 0.8564463997238807, 8: 0.84089238907246477, 9: 0.8347456716868934, 13: 0.8968280732113596, 16: 0.74230134689356442, 35: 0.64335081440843833, 39: 0.88983178657542117, 56: 0.86631414256030148, 64: 0.79887439719896047, 65: 0.81191133407534122, 82: 0.66685830848839245, 97: 0.9600524671079137, 113: 0.66925413894873009, 147: 0.77833177251092567}
The nearest 15 neighbors are: 
Pandas(Index=35, RI=1.51789, Na=13.19, Mg=3.8999999999999999, Al=1.3, Si=72.329999999999998, K=0.55000000000000004, Ca=8.4399999999999995, Ba=0.0, Fe=0.28000000000000003, result=2)
Pandas(Index=82, RI=1.51847, Na=13.1, Mg=3.9700000000000002, Al=1.1899999999999999, Si=72.439999999999998, K=0.59999999999999998, Ca=8.4299999999999997, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=113, RI=1.51736, Na=12.779999999999999, Mg=3.6200000000000001, Al=1.29, Si=72.790000000000006, K=0.58999999999999997, Ca=8.6999999999999993, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=16, RI=1.5217700000000001, Na=13.199999999999999, Mg=3.6800000000000002, Al=1.1499999999999999, Si=72.75, K=0.54000000000000004, Ca=8.5199999999999996, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=147, RI=1.5189999999999999, Na=13.49, Mg=3.48, Al=1.3500000000000001, Si=71.950000000000003, K=0.55000000000000004, Ca=9.0, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=64, RI=1.51786, Na=12.73, Mg=3.4300000000000002, Al=1.1899999999999999, Si=72.950000000000003, K=0.62, Ca=8.7599999999999998, Ba=0.0, Fe=0.29999999999999999, result=1)
Pandas(Index=65, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=0, RI=1.51898, Na=13.58, Mg=3.3500000000000001, Al=1.23, Si=72.079999999999998, K=0.58999999999999997, Ca=8.9100000000000001, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=9, RI=1.51783, Na=12.69, Mg=3.54, Al=1.3400000000000001, Si=72.950000000000003, K=0.56999999999999995, Ca=8.75, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=8, RI=1.51851, Na=13.199999999999999, Mg=3.6299999999999999, Al=1.0700000000000001, Si=72.829999999999998, K=0.56999999999999995, Ca=8.4100000000000001, Ba=0.089999999999999997, Fe=0.17000000000000001, result=2)
Pandas(Index=4, RI=1.5177499999999999, Na=12.85, Mg=3.48, Al=1.23, Si=72.969999999999999, K=0.60999999999999999, Ca=8.5600000000000005, Ba=0.089999999999999997, Fe=0.22, result=1)
Pandas(Index=56, RI=1.51797, Na=12.74, Mg=3.48, Al=1.3500000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.6799999999999997, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=39, RI=1.51763, Na=12.800000000000001, Mg=3.6600000000000001, Al=1.27, Si=73.010000000000005, K=0.59999999999999998, Ca=8.5600000000000005, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=13, RI=1.5176399999999999, Na=12.98, Mg=3.54, Al=1.21, Si=73.0, K=0.65000000000000002, Ca=8.5299999999999994, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=97, RI=1.51755, Na=13.0, Mg=3.6000000000000001, Al=1.3600000000000001, Si=72.989999999999995, K=0.56999999999999995, Ca=8.4000000000000004, Ba=0.0, Fe=0.11, result=1)
the 15 nearest are: [2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1]
guess: 1
actual: 2

point is: Pandas(Index=15, RI=1.5183200000000001, Na=13.33, Mg=3.3399999999999999, Al=1.54, Si=72.140000000000001, K=0.56000000000000005, Ca=8.9900000000000002, Ba=0.0, Fe=0.0, result=3)
nearest rows: {0: 0.41182573450429283, 16: 0.93702289326355326, 19: 0.88876719612056021, 35: 0.89883267903431285, 48: 0.92967736473466478, 52: 1.0168579180986905, 63: 0.9813256564973738, 65: 0.92043468040920684, 71: 0.93112868288974981, 82: 0.98868600804299822, 109: 0.75213070200597432, 113: 0.97514148799033706, 118: 0.9192932380910912, 135: 1.0089124267744931, 147: 0.3429292381818721}
The nearest 15 neighbors are: 
Pandas(Index=147, RI=1.5189999999999999, Na=13.49, Mg=3.48, Al=1.3500000000000001, Si=71.950000000000003, K=0.55000000000000004, Ca=9.0, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=0, RI=1.51898, Na=13.58, Mg=3.3500000000000001, Al=1.23, Si=72.079999999999998, K=0.58999999999999997, Ca=8.9100000000000001, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=109, RI=1.5190900000000001, Na=13.890000000000001, Mg=3.5299999999999998, Al=1.3200000000000001, Si=71.810000000000002, K=0.51000000000000001, Ca=8.7799999999999994, Ba=0.11, Fe=0.0, result=1)
Pandas(Index=19, RI=1.5209900000000001, Na=13.69, Mg=3.5899999999999999, Al=1.1200000000000001, Si=71.959999999999994, K=0.089999999999999997, Ca=9.4000000000000004, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=35, RI=1.51789, Na=13.19, Mg=3.8999999999999999, Al=1.3, Si=72.329999999999998, K=0.55000000000000004, Ca=8.4399999999999995, Ba=0.0, Fe=0.28000000000000003, result=2)
Pandas(Index=118, RI=1.5180799999999999, Na=13.43, Mg=2.8700000000000001, Al=1.1899999999999999, Si=72.840000000000003, K=0.55000000000000004, Ca=9.0299999999999994, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=65, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=48, RI=1.51837, Na=13.140000000000001, Mg=2.8399999999999999, Al=1.28, Si=72.849999999999994, K=0.55000000000000004, Ca=9.0700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=71, RI=1.51911, Na=13.9, Mg=3.73, Al=1.1799999999999999, Si=72.120000000000005, K=0.059999999999999998, Ca=8.8900000000000006, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=16, RI=1.5217700000000001, Na=13.199999999999999, Mg=3.6800000000000002, Al=1.1499999999999999, Si=72.75, K=0.54000000000000004, Ca=8.5199999999999996, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=113, RI=1.51736, Na=12.779999999999999, Mg=3.6200000000000001, Al=1.29, Si=72.790000000000006, K=0.58999999999999997, Ca=8.6999999999999993, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=63, RI=1.5181100000000001, Na=12.960000000000001, Mg=2.96, Al=1.4299999999999999, Si=72.920000000000002, K=0.59999999999999998, Ca=8.7899999999999991, Ba=0.14000000000000001, Fe=0.0, result=2)
Pandas(Index=82, RI=1.51847, Na=13.1, Mg=3.9700000000000002, Al=1.1899999999999999, Si=72.439999999999998, K=0.59999999999999998, Ca=8.4299999999999997, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=135, RI=1.5162500000000001, Na=13.359999999999999, Mg=3.5800000000000001, Al=1.49, Si=72.719999999999999, K=0.45000000000000001, Ca=8.2100000000000009, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=52, RI=1.5184799999999998, Na=13.640000000000001, Mg=3.8700000000000001, Al=1.27, Si=71.959999999999994, K=0.54000000000000004, Ca=8.3200000000000003, Ba=0.0, Fe=0.32000000000000001, result=2)
the 15 nearest are: [1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2]
guess: 1
actual: 3

point is: Pandas(Index=16, RI=1.5166500000000001, Na=13.140000000000001, Mg=3.4500000000000002, Al=1.76, Si=72.480000000000004, K=0.59999999999999998, Ca=8.3800000000000008, Ba=0.0, Fe=0.17000000000000001, result=3)
nearest rows: {7: 0.57035121118482834, 22: 0.67808569635407501, 28: 0.59329600066071342, 35: 0.67624073938206442, 43: 0.54954542705767251, 65: 0.60811404325175833, 70: 0.57192660368267612, 86: 0.69021776454970896, 90: 0.38858743366197285, 92: 0.65414065796278975, 97: 0.6834477375776371, 119: 0.69476615986963597, 127: 0.50645829680241261, 135: 0.52545233846657968, 144: 0.50547011781113327}
The nearest 15 neighbors are: 
Pandas(Index=90, RI=1.51709, Na=13.0, Mg=3.4700000000000002, Al=1.79, Si=72.719999999999999, K=0.66000000000000003, Ca=8.1799999999999997, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=144, RI=1.5164500000000001, Na=13.4, Mg=3.4900000000000002, Al=1.52, Si=72.650000000000006, K=0.67000000000000004, Ca=8.0800000000000001, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=127, RI=1.5167299999999999, Na=13.300000000000001, Mg=3.6400000000000001, Al=1.53, Si=72.530000000000001, K=0.65000000000000002, Ca=8.0299999999999994, Ba=0.0, Fe=0.28999999999999998, result=2)
Pandas(Index=135, RI=1.5162500000000001, Na=13.359999999999999, Mg=3.5800000000000001, Al=1.49, Si=72.719999999999999, K=0.45000000000000001, Ca=8.2100000000000009, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=43, RI=1.5170700000000001, Na=13.48, Mg=3.48, Al=1.71, Si=72.519999999999996, K=0.62, Ca=7.9900000000000002, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=7, RI=1.5159400000000001, Na=13.09, Mg=3.52, Al=1.55, Si=72.870000000000005, K=0.68000000000000005, Ca=8.0500000000000007, Ba=0.0, Fe=0.089999999999999997, result=2)
Pandas(Index=70, RI=1.5164500000000001, Na=13.44, Mg=3.6099999999999999, Al=1.54, Si=72.390000000000001, K=0.66000000000000003, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=28, RI=1.51627, Na=13.0, Mg=3.5800000000000001, Al=1.54, Si=72.829999999999998, K=0.60999999999999999, Ca=8.0399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=65, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=92, RI=1.5166299999999999, Na=12.93, Mg=3.54, Al=1.6200000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.0299999999999994, Ba=0.0, Fe=0.20999999999999999, result=2)
Pandas(Index=35, RI=1.51789, Na=13.19, Mg=3.8999999999999999, Al=1.3, Si=72.329999999999998, K=0.55000000000000004, Ca=8.4399999999999995, Ba=0.0, Fe=0.28000000000000003, result=2)
Pandas(Index=22, RI=1.51711, Na=12.890000000000001, Mg=3.6200000000000001, Al=1.5700000000000001, Si=72.959999999999994, K=0.60999999999999999, Ca=8.1099999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=97, RI=1.51755, Na=13.0, Mg=3.6000000000000001, Al=1.3600000000000001, Si=72.989999999999995, K=0.56999999999999995, Ca=8.4000000000000004, Ba=0.0, Fe=0.11, result=1)
Pandas(Index=86, RI=1.5159, Na=12.82, Mg=3.52, Al=1.8999999999999999, Si=72.859999999999999, K=0.68999999999999995, Ca=7.9699999999999998, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=119, RI=1.5165200000000001, Na=13.56, Mg=3.5699999999999998, Al=1.47, Si=72.450000000000003, K=0.64000000000000001, Ca=7.96, Ba=0.0, Fe=0.0, result=2)
the 15 nearest are: [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2]
guess: 2
actual: 3

point is: Pandas(Index=17, RI=1.52369, Na=13.44, Mg=0.0, Al=1.5800000000000001, Si=72.219999999999999, K=0.32000000000000001, Ca=12.24, Ba=0.0, Fe=0.0, result=5)
nearest rows: {3: 2.9877785412577018, 14: 2.4982627256555703, 20: 3.5464938548374803, 24: 2.2776988782760541, 37: 3.6810416864795221, 50: 2.9088525462972519, 74: 1.8690949681597249, 78: 3.5884475266610774, 80: 3.7504473935252038, 85: 3.7491768068337352, 105: 3.2669564968637093, 106: 1.7281841686868895, 112: 3.2020008857119331, 133: 2.8618532318062706, 136: 0.32343566222666276}
The nearest 15 neighbors are: 
Pandas(Index=136, RI=1.5204299999999999, Na=13.380000000000001, Mg=0.0, Al=1.3999999999999999, Si=72.25, K=0.33000000000000002, Ca=12.5, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=106, RI=1.5191600000000001, Na=14.15, Mg=0.0, Al=2.0899999999999999, Si=72.739999999999995, K=0.0, Ca=10.880000000000001, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=74, RI=1.51969, Na=12.640000000000001, Mg=0.0, Al=1.6499999999999999, Si=73.75, K=0.38, Ca=11.529999999999999, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=24, RI=1.5202, Na=13.98, Mg=1.3500000000000001, Al=1.6299999999999999, Si=71.760000000000005, K=0.39000000000000001, Ca=10.56, Ba=0.0, Fe=0.17999999999999999, result=2)
Pandas(Index=14, RI=1.5277700000000001, Na=12.640000000000001, Mg=0.0, Al=0.67000000000000004, Si=72.019999999999996, K=0.059999999999999998, Ca=14.4, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=133, RI=1.5217100000000001, Na=11.56, Mg=1.8799999999999999, Al=1.5600000000000001, Si=72.859999999999999, K=0.46999999999999997, Ca=11.41, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=50, RI=1.51888, Na=14.99, Mg=0.78000000000000003, Al=1.74, Si=72.5, K=0.0, Ca=9.9499999999999993, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=3, RI=1.51915, Na=12.73, Mg=1.8500000000000001, Al=1.8600000000000001, Si=72.689999999999998, K=0.59999999999999998, Ca=10.09, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=112, RI=1.5205799999999998, Na=12.85, Mg=1.6100000000000001, Al=2.1699999999999999, Si=72.180000000000007, K=0.76000000000000001, Ca=9.6999999999999993, Ba=0.23999999999999999, Fe=0.51000000000000001, result=5)
Pandas(Index=105, RI=1.5215100000000001, Na=11.029999999999999, Mg=1.71, Al=1.5600000000000001, Si=73.439999999999998, K=0.57999999999999996, Ca=11.619999999999999, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=20, RI=1.5193700000000001, Na=13.789999999999999, Mg=2.4100000000000001, Al=1.1899999999999999, Si=72.760000000000005, K=0.0, Ca=9.7699999999999996, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=78, RI=1.51623, Na=14.140000000000001, Mg=0.0, Al=2.8799999999999999, Si=72.609999999999999, K=0.080000000000000002, Ca=9.1799999999999997, Ba=1.0600000000000001, Fe=0.0, result=7)
Pandas(Index=37, RI=1.51545, Na=14.140000000000001, Mg=0.0, Al=2.6800000000000002, Si=73.390000000000001, K=0.080000000000000002, Ca=9.0700000000000003, Ba=0.60999999999999999, Fe=0.050000000000000003, result=7)
Pandas(Index=85, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=80, RI=1.51623, Na=14.199999999999999, Mg=0.0, Al=2.79, Si=73.459999999999994, K=0.040000000000000001, Ca=9.0399999999999991, Ba=0.40000000000000002, Fe=0.089999999999999997, result=7)
the 15 nearest are: [5, 6, 5, 2, 2, 5, 6, 5, 5, 5, 6, 7, 7, 6, 7]
guess: 5
actual: 5

point is: Pandas(Index=18, RI=1.5129900000000001, Na=14.4, Mg=1.74, Al=1.54, Si=74.549999999999997, K=0.0, Ca=7.5899999999999999, Ba=0.0, Fe=0.0, result=6)
nearest rows: {33: 2.7835245002693991, 45: 2.7559244592150924, 60: 2.6699831670630436, 69: 2.8055321937201128, 72: 2.7629729845946707, 81: 2.7481657901225698, 83: 2.3763426988757317, 85: 2.6154025657439401, 94: 2.6026925196995485, 111: 2.7763850710051008, 118: 2.7641501240164179, 132: 2.7852877930296551, 140: 2.7853026805717138, 143: 2.7083591307099559, 151: 2.7862198199173025}
The nearest 15 neighbors are: 
Pandas(Index=83, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=94, RI=1.5158799999999999, Na=13.119999999999999, Mg=3.4100000000000001, Al=1.5800000000000001, Si=73.260000000000005, K=0.070000000000000007, Ca=8.3900000000000006, Ba=0.0, Fe=0.19, result=2)
Pandas(Index=85, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=60, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
Pandas(Index=143, RI=1.5160200000000001, Na=14.85, Mg=0.0, Al=2.3799999999999999, Si=73.280000000000001, K=0.0, Ca=8.7599999999999998, Ba=0.64000000000000001, Fe=0.089999999999999997, result=7)
Pandas(Index=81, RI=1.5168900000000001, Na=12.67, Mg=2.8799999999999999, Al=1.71, Si=73.209999999999994, K=0.72999999999999998, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=45, RI=1.51742, Na=13.27, Mg=3.6200000000000001, Al=1.24, Si=73.079999999999998, K=0.55000000000000004, Ca=8.0700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=72, RI=1.5174299999999998, Na=13.300000000000001, Mg=3.6000000000000001, Al=1.1399999999999999, Si=73.090000000000003, K=0.57999999999999996, Ca=8.1699999999999999, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=118, RI=1.5180799999999999, Na=13.43, Mg=2.8700000000000001, Al=1.1899999999999999, Si=72.840000000000003, K=0.55000000000000004, Ca=9.0299999999999994, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=111, RI=1.51674, Na=12.789999999999999, Mg=3.52, Al=1.54, Si=73.359999999999999, K=0.66000000000000003, Ca=7.9000000000000004, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=33, RI=1.51593, Na=13.09, Mg=3.5899999999999999, Al=1.52, Si=73.099999999999994, K=0.67000000000000004, Ca=7.8300000000000001, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=132, RI=1.5182899999999999, Na=14.460000000000001, Mg=2.2400000000000002, Al=1.6200000000000001, Si=72.379999999999995, K=0.0, Ca=9.2599999999999998, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=140, RI=1.51631, Na=13.34, Mg=3.5699999999999998, Al=1.5700000000000001, Si=72.870000000000005, K=0.60999999999999999, Ca=7.8899999999999997, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=151, RI=1.51756, Na=13.15, Mg=3.6099999999999999, Al=1.05, Si=73.239999999999995, K=0.56999999999999995, Ca=8.2400000000000002, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=69, RI=1.5162899999999999, Na=12.710000000000001, Mg=3.3300000000000001, Al=1.49, Si=73.280000000000001, K=0.67000000000000004, Ca=8.2400000000000002, Ba=0.0, Fe=0.0, result=2)
the 15 nearest are: [7, 2, 6, 7, 7, 2, 1, 1, 1, 2, 2, 6, 2, 1, 2]
guess: 2
actual: 6

point is: Pandas(Index=19, RI=1.51508, Na=15.15, Mg=0.0, Al=2.25, Si=73.5, K=0.0, Ca=8.3399999999999999, Ba=0.63, Fe=0.0, result=7)
nearest rows: {6: 1.0059830400657859, 32: 1.1924365885027202, 37: 1.3263861190844843, 50: 2.2097770113746766, 58: 1.1772863128822983, 60: 0.46786877230693896, 66: 0.73641090438694812, 73: 1.4334936766166777, 78: 1.7623851232066163, 80: 1.3222334599078944, 83: 0.41797129518664311, 85: 2.8834028219449324, 122: 1.3090191079201252, 143: 0.58301019167764112, 148: 1.2297163290775643}
The nearest 15 neighbors are: 
Pandas(Index=83, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
