options: {'value_encode': {1: {'n': -1, '?': 0, 'y': 1}, 2: {'n': -1, '?': 0, 'y': 1}, 3: {'n': -1, '?': 0, 'y': 1}, 4: {'n': -1, '?': 0, 'y': 1}, 5: {'n': -1, '?': 0, 'y': 1}, 6: {'n': -1, '?': 0, 'y': 1}, 7: {'n': -1, '?': 0, 'y': 1}, 8: {'n': -1, '?': 0, 'y': 1}, 9: {'n': -1, '?': 0, 'y': 1}, 10: {'n': -1, '?': 0, 'y': 1}, 11: {'n': -1, '?': 0, 'y': 1}, 12: {'n': -1, '?': 0, 'y': 1}, 13: {'n': -1, '?': 0, 'y': 1}, 14: {'n': -1, '?': 0, 'y': 1}, 15: {'n': -1, '?': 0, 'y': 1}, 16: {'n': -1, '?': 0, 'y': 1}}, 'normalize_cols': {2: 'handicapped-infants', 3: 'water-project-cost-sharing', 4: 'adoption-of-the-budget-resolution', 5: 'physician-fee-freeze', 6: 'el-salvador-aid', 7: 'religious-groups-in-schools', 8: 'anti-satellite-test-ban', 9: 'aid-to-nicaraguan-contras', 10: 'mx-missile', 11: 'immigration', 12: 'synfuels-corporation-cutback', 13: 'education-spending', 14: 'superfund-right-to-sue', 15: 'crime', 16: 'duty-free-exports', 17: 'export-administration-act-south-africa'}, 'result_col': 1, 'order_results': True}
     handicapped-infants  water-project-cost-sharing  adoption-of-the-budget-resolution  physician-fee-freeze  el-salvador-aid  religious-groups-in-schools  anti-satellite-test-ban  aid-to-nicaraguan-contras  mx-missile  immigration  synfuels-corporation-cutback  education-spending  superfund-right-to-sue  crime  duty-free-exports  export-administration-act-south-africa      result
softmax class probabilities: [0.38888886685193047, 0.6111111331480695]
softmax class probabilities: [0.15568840959863994, 0.8443115904013601]
softmax class probabilities: [0.028639766608896684, 0.9713602333911033]
softmax class probabilities: [0.0784736024786658, 0.9215263975213341]
softmax class probabilities: [0.10014425835777802, 0.8998557416422219]
softmax class probabilities: [0.05985409472433633, 0.9401459052756636]
softmax class probabilities: [0.06644302856658509, 0.933556971433415]
softmax class probabilities: [0.19966489693237535, 0.8003351030676247]
softmax class probabilities: [0.08210162451397707, 0.9178983754860229]
softmax class probabilities: [0.04384272805834105, 0.9561572719416589]
softmax class probabilities: [0.026530097527013557, 0.9734699024729864]
softmax class probabilities: [0.04384272805834105, 0.9561572719416589]
softmax class probabilities: [0.051862658589804905, 0.9481373414101952]
softmax class probabilities: [0.1410752339220555, 0.8589247660779445]
softmax class probabilities: [0.04210543770158699, 0.9578945622984131]
softmax class probabilities: [0.05742529686343648, 0.9425747031365636]
softmax class probabilities: [0.04191701617774392, 0.9580829838222561]
preds: [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9149354033825623, 0.08506459661743772]
softmax class probabilities: [0.9253630327501405, 0.07463696724985941]
softmax class probabilities: [0.9138602554993525, 0.08613974450064749]
softmax class probabilities: [0.9417498556339384, 0.05825014436606159]
softmax class probabilities: [0.9528043172556909, 0.04719568274430903]
softmax class probabilities: [0.3037155338483954, 0.6962844661516046]
softmax class probabilities: [0.9541138862433992, 0.04588611375660076]
softmax class probabilities: [0.9376912848939382, 0.062308715106061875]
softmax class probabilities: [0.9188558327319264, 0.08114416726807365]
softmax class probabilities: [0.8293824356484008, 0.17061756435159928]
softmax class probabilities: [0.8768756965553046, 0.12312430344469538]
softmax class probabilities: [0.8621346316456361, 0.13786536835436405]
softmax class probabilities: [0.9648904908457914, 0.035109509154208574]
softmax class probabilities: [0.9260162577019667, 0.07398374229803327]
softmax class probabilities: [0.9731274978395698, 0.02687250216043026]
softmax class probabilities: [0.9366700158253985, 0.0633299841746014]
softmax class probabilities: [0.7888631989935309, 0.2111368010064692]
softmax class probabilities: [0.9502617146249895, 0.04973828537501043]
softmax class probabilities: [0.961664775964769, 0.03833522403523098]
softmax class probabilities: [0.9816237721083079, 0.018376227891692236]
softmax class probabilities: [0.5008006223805811, 0.4991993776194189]
softmax class probabilities: [0.9439156357295173, 0.05608436427048271]
softmax class probabilities: [0.9762097939498029, 0.02379020605019721]
softmax class probabilities: [0.9433781962938415, 0.05662180370615852]
softmax class probabilities: [0.4323272800852606, 0.5676727199147396]
softmax class probabilities: [0.9341442042638228, 0.06585579573617711]
softmax class probabilities: [0.15797041965665942, 0.8420295803433406]
softmax class probabilities: [0.430514284241139, 0.569485715758861]
softmax class probabilities: [0.1597692521501096, 0.8402307478498904]
softmax class probabilities: [0.04146665835728499, 0.9585333416427151]
softmax class probabilities: [0.10128322269521063, 0.8987167773047894]
softmax class probabilities: [0.10297244234275987, 0.8970275576572402]
softmax class probabilities: [0.07356565421115992, 0.9264343457888401]
softmax class probabilities: [0.08770841679984728, 0.9122915832001528]
softmax class probabilities: [0.31835834834553983, 0.6816416516544601]
softmax class probabilities: [0.09552918861889842, 0.9044708113811015]
softmax class probabilities: [0.05354697887144826, 0.9464530211285518]
softmax class probabilities: [0.043663190596582, 0.956336809403418]
softmax class probabilities: [0.05354697887144826, 0.9464530211285518]
softmax class probabilities: [0.11179432560814437, 0.8882056743918556]
softmax class probabilities: [0.19744543734065614, 0.8025545626593438]
softmax class probabilities: [0.05464527948865469, 0.9453547205113454]
softmax class probabilities: [0.06932425793532175, 0.9306757420646782]
softmax class probabilities: [0.06270487544237052, 0.9372951245576294]
preds: [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9946478547942339, 0.005352145205765958]
softmax class probabilities: [0.9991568166395977, 0.0008431833604024602]
softmax class probabilities: [0.9929144351155624, 0.007085564884437641]
softmax class probabilities: [0.9993053790761453, 0.0006946209238546628]
softmax class probabilities: [0.9997920985407264, 0.0002079014592735213]
softmax class probabilities: [0.9952661934119392, 0.004733806588060691]
softmax class probabilities: [0.9995897987484784, 0.00041020125152150356]
softmax class probabilities: [0.9991795999372393, 0.0008204000627608684]
softmax class probabilities: [0.9999663590010386, 3.3640998961460945e-05]
softmax class probabilities: [0.9952300442492239, 0.004769955750776192]
softmax class probabilities: [0.9765418355805802, 0.023458164419419808]
softmax class probabilities: [0.9999631912836211, 3.680871637898363e-05]
softmax class probabilities: [0.9998849633287388, 0.00011503667126113961]
softmax class probabilities: [0.9700459633308095, 0.02995403666919043]
softmax class probabilities: [0.9999424503793248, 5.7549620675266284e-05]
softmax class probabilities: [0.9991626908028267, 0.0008373091971732092]
softmax class probabilities: [0.9818133005747163, 0.01818669942528381]
softmax class probabilities: [0.999374056011803, 0.0006259439881971027]
softmax class probabilities: [0.9999357267194093, 6.427328059074543e-05]
softmax class probabilities: [0.9999899575016852, 1.0042498314713311e-05]
softmax class probabilities: [0.995361867900321, 0.004638132099679003]
softmax class probabilities: [0.9996065931584387, 0.00039340684156131755]
softmax class probabilities: [0.9999994196921939, 5.803078061170794e-07]
softmax class probabilities: [0.9863497202196148, 0.013650279780385166]
softmax class probabilities: [0.987484377012235, 0.012515622987764985]
softmax class probabilities: [0.9896449625868964, 0.010355037413103544]
softmax class probabilities: [0.05768207002047469, 0.9423179299795252]
softmax class probabilities: [0.004954442977171596, 0.9950455570228285]
softmax class probabilities: [0.1347467666950747, 0.8652532333049252]
softmax class probabilities: [0.00308319014524456, 0.9969168098547555]
softmax class probabilities: [0.0024541076821435162, 0.9975458923178565]
softmax class probabilities: [0.03328584216481834, 0.9667141578351816]
softmax class probabilities: [0.007462560914560637, 0.9925374390854393]
softmax class probabilities: [0.00513653991478165, 0.9948634600852184]
softmax class probabilities: [0.0006013105873934726, 0.9993986894126065]
softmax class probabilities: [0.05282561999113981, 0.9471743800088602]
softmax class probabilities: [0.03795753625401944, 0.9620424637459805]
softmax class probabilities: [0.0007313312028129638, 0.999268668797187]
softmax class probabilities: [0.03795753625401944, 0.9620424637459805]
softmax class probabilities: [3.253618760781695e-05, 0.9999674638123922]
softmax class probabilities: [0.012592082374260377, 0.9874079176257397]
softmax class probabilities: [0.010772309353400617, 0.9892276906465993]
softmax class probabilities: [0.027557957863529804, 0.9724420421364703]
softmax class probabilities: [0.0016766937996058533, 0.9983233062003942]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9875015565290902, 0.012498443470909748]
softmax class probabilities: [0.9931486073320378, 0.006851392667962182]
softmax class probabilities: [0.984424996549484, 0.015575003450515905]
softmax class probabilities: [0.995069704453098, 0.004930295546902105]
softmax class probabilities: [0.9980797814287058, 0.0019202185712941253]
softmax class probabilities: [0.9166685526706102, 0.08333144732938978]
softmax class probabilities: [0.9968175422075299, 0.003182457792469958]
softmax class probabilities: [0.9928558162037437, 0.007144183796256231]
softmax class probabilities: [0.9989603394187456, 0.0010396605812544198]
softmax class probabilities: [0.9800210594377623, 0.019978940562237684]
softmax class probabilities: [0.9509102008869439, 0.049089799113056165]
softmax class probabilities: [0.9979066526158293, 0.0020933473841706733]
softmax class probabilities: [0.9977389209410236, 0.0022610790589764744]
softmax class probabilities: [0.9557354317537508, 0.04426456824624932]
softmax class probabilities: [0.9994054889054041, 0.0005945110945958066]
softmax class probabilities: [0.9945845550706996, 0.005415444929300418]
softmax class probabilities: [0.9360123779383882, 0.06398762206161189]
softmax class probabilities: [0.9941060106699257, 0.005893989330074341]
softmax class probabilities: [0.9986450403499469, 0.001354959650053039]
softmax class probabilities: [0.9997201496053721, 0.0002798503946277279]
softmax class probabilities: [0.9601753021115761, 0.03982469788842389]
softmax class probabilities: [0.9962590314143769, 0.00374096858562308]
softmax class probabilities: [0.9999454991337107, 5.45008662892703e-05]
softmax class probabilities: [0.9739940515068313, 0.026005948493168795]
softmax class probabilities: [0.9320994945022134, 0.0679005054977865]
softmax class probabilities: [0.9786983436501386, 0.021301656349861475]
softmax class probabilities: [0.0907563616977215, 0.9092436383022784]
softmax class probabilities: [0.06228939159115572, 0.9377106084088442]
softmax class probabilities: [0.13282060196795173, 0.8671793980320484]
softmax class probabilities: [0.007487574776803283, 0.9925124252231967]
softmax class probabilities: [0.018954574039521336, 0.9810454259604785]
softmax class probabilities: [0.08512381870624587, 0.9148761812937541]
softmax class probabilities: [0.02028204650733869, 0.9797179534926613]
softmax class probabilities: [0.018773801316593487, 0.9812261986834065]
softmax class probabilities: [0.009734663229865447, 0.9902653367701345]
softmax class probabilities: [0.05656112012358627, 0.9434388798764138]
softmax class probabilities: [0.03151962351278401, 0.968480376487216]
softmax class probabilities: [0.004768687025975402, 0.9952313129740247]
softmax class probabilities: [0.03151962351278401, 0.968480376487216]
softmax class probabilities: [0.0012461065918770299, 0.9987538934081229]
softmax class probabilities: [0.03550391796222489, 0.964496082037775]
softmax class probabilities: [0.01897337554040517, 0.9810266244595949]
softmax class probabilities: [0.03043320824620069, 0.9695667917537992]
softmax class probabilities: [0.005896101267647009, 0.994103898732353]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.981827823934886, 0.018172176065113947]
softmax class probabilities: [0.9849085427411036, 0.015091457258896298]
softmax class probabilities: [0.9776916310153355, 0.022308368984664446]
softmax class probabilities: [0.989370329898713, 0.010629670101287032]
softmax class probabilities: [0.9953068423994068, 0.0046931576005932105]
softmax class probabilities: [0.8014070629936758, 0.19859293700632433]
softmax class probabilities: [0.9931686308143901, 0.0068313691856098264]
softmax class probabilities: [0.9851447326028251, 0.014855267397174913]
softmax class probabilities: [0.9964885417599254, 0.0035114582400746237]
softmax class probabilities: [0.9636919162594798, 0.036308083740520275]
softmax class probabilities: [0.9352641103806161, 0.06473588961938388]
softmax class probabilities: [0.9923264271651479, 0.0076735728348522325]
softmax class probabilities: [0.9946065562424412, 0.005393443757558809]
softmax class probabilities: [0.9508772126370675, 0.04912278736293246]
softmax class probabilities: [0.9985074766119616, 0.0014925233880384251]
softmax class probabilities: [0.9886218072926578, 0.011378192707342081]
softmax class probabilities: [0.9002812091817414, 0.09971879081825862]
softmax class probabilities: [0.9887301583438326, 0.01126984165616735]
softmax class probabilities: [0.9963690565815417, 0.0036309434184581425]
softmax class probabilities: [0.9990769370403327, 0.0009230629596671966]
softmax class probabilities: [0.9081991456948689, 0.0918008543051311]
softmax class probabilities: [0.9915767918212081, 0.008423208178791901]
softmax class probabilities: [0.9997020407804578, 0.00029795921954210627]
softmax class probabilities: [0.9676047330674924, 0.032395266932507716]
softmax class probabilities: [0.8607454690588202, 0.1392545309411798]
softmax class probabilities: [0.9710529858519965, 0.028947014148003433]
softmax class probabilities: [0.09842317931462581, 0.901576820685374]
softmax class probabilities: [0.14205176705636646, 0.8579482329436335]
softmax class probabilities: [0.13863752474400237, 0.8613624752559975]
softmax class probabilities: [0.011474337158588125, 0.9885256628414119]
softmax class probabilities: [0.03316404659039919, 0.9668359534096008]
softmax class probabilities: [0.0952538624877032, 0.9047461375122967]
softmax class probabilities: [0.03035599714153023, 0.9696440028584697]
softmax class probabilities: [0.029369889803398715, 0.9706301101966013]
softmax class probabilities: [0.028407477748323088, 0.9715925222516768]
softmax class probabilities: [0.06112191031826417, 0.9388780896817358]
softmax class probabilities: [0.032864540149105975, 0.967135459850894]
softmax class probabilities: [0.008421195102479812, 0.9915788048975201]
softmax class probabilities: [0.032864540149105975, 0.967135459850894]
softmax class probabilities: [0.004422334985779298, 0.9955776650142207]
softmax class probabilities: [0.05397145424017778, 0.9460285457598222]
softmax class probabilities: [0.024094320205114015, 0.975905679794886]
softmax class probabilities: [0.03645147848938002, 0.9635485215106201]
softmax class probabilities: [0.011374958939050024, 0.9886250410609498]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9993042986246661, 0.0006957013753339515]
softmax class probabilities: [0.999923808047307, 7.619195269306711e-05]
softmax class probabilities: [0.9986059952225564, 0.001394004777443488]
softmax class probabilities: [0.9998942336025693, 0.00010576639743065747]
softmax class probabilities: [0.9999901160862767, 9.883913723203194e-06]
softmax class probabilities: [0.9999431613951651, 5.683860483476535e-05]
softmax class probabilities: [0.9999714832741013, 2.8516725898634028e-05]
softmax class probabilities: [0.999924143787505, 7.585621249499442e-05]
softmax class probabilities: [0.9999999252115428, 7.478845723848005e-08]
softmax class probabilities: [0.9993768105569245, 0.0006231894430755453]
softmax class probabilities: [0.9928978481855011, 0.007102151814498853]
softmax class probabilities: [0.999999960940003, 3.90599970896432e-08]
softmax class probabilities: [0.9999989245485699, 1.0754514300989406e-06]
softmax class probabilities: [0.9848501082123023, 0.015149891787697779]
softmax class probabilities: [0.9999983580179672, 1.6419820326487258e-06]
softmax class probabilities: [0.999840882404804, 0.00015911759519613903]
softmax class probabilities: [0.9982603477001203, 0.0017396522998797356]
softmax class probabilities: [0.9999915472477537, 8.4527522463241e-06]
softmax class probabilities: [0.9999992600247192, 7.399752808032253e-07]
softmax class probabilities: [0.999999900894148, 9.91058518124728e-08]
softmax class probabilities: [0.9998119917156577, 0.00018800828434233682]
softmax class probabilities: [0.9999761104067907, 2.3889593209199503e-05]
softmax class probabilities: [0.9999999991388266, 8.611733486609528e-10]
softmax class probabilities: [0.9944226731206403, 0.005577326879359604]
softmax class probabilities: [0.9976208697124919, 0.002379130287508046]
softmax class probabilities: [0.995638195907053, 0.004361804092947014]
softmax class probabilities: [0.016794225280699532, 0.9832057747193005]
softmax class probabilities: [0.00022968176453250496, 0.9997703182354675]
softmax class probabilities: [0.09828729554359926, 0.9017127044564007]
softmax class probabilities: [0.0012573258807772262, 0.9987426741192228]
softmax class probabilities: [7.194970419885855e-05, 0.9999280502958011]
softmax class probabilities: [0.002091253932775604, 0.9979087460672245]
softmax class probabilities: [0.002824150227282762, 0.9971758497727171]
softmax class probabilities: [0.0008212495657564812, 0.9991787504342434]
softmax class probabilities: [1.074839760632992e-05, 0.9999892516023937]
softmax class probabilities: [0.018575779275422512, 0.9814242207245775]
softmax class probabilities: [0.041307822856076516, 0.9586921771439235]
softmax class probabilities: [2.2660202243101457e-05, 0.9999773397977569]
softmax class probabilities: [0.041307822856076516, 0.9586921771439235]
softmax class probabilities: [5.869127729794863e-08, 0.9999999413087227]
softmax class probabilities: [0.003207968093253824, 0.9967920319067461]
softmax class probabilities: [0.002876322626362847, 0.997123677373637]
softmax class probabilities: [0.02858471625173659, 0.9714152837482635]
softmax class probabilities: [0.0006711012560313616, 0.9993288987439687]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9969417136748361, 0.003058286325164044]
softmax class probabilities: [0.9996390692968286, 0.0003609307031713566]
softmax class probabilities: [0.9952919042885513, 0.004708095711448653]
softmax class probabilities: [0.9996690921122368, 0.00033090788776331124]
softmax class probabilities: [0.9999212300307498, 7.876996925001187e-05]
softmax class probabilities: [0.9989427118514811, 0.0010572881485188756]
softmax class probabilities: [0.9998379937819118, 0.0001620062180881937]
softmax class probabilities: [0.9996650122963904, 0.00033498770360951296]
softmax class probabilities: [0.9999949297090936, 5.070290906317689e-06]
softmax class probabilities: [0.9973672923076731, 0.002632707692326929]
softmax class probabilities: [0.9835365212101573, 0.01646347878984274]
softmax class probabilities: [0.9999956687070392, 4.3312929609835215e-06]
softmax class probabilities: [0.9999765302381176, 2.3469761882429936e-05]
softmax class probabilities: [0.9760432892663876, 0.023956710733612423]
softmax class probabilities: [0.9999816950919609, 1.8304908039092996e-05]
softmax class probabilities: [0.9995714375599513, 0.0004285624400488002]
softmax class probabilities: [0.9900155247410541, 0.009984475258945885]
softmax class probabilities: [0.9998340814078227, 0.00016591859217729652]
softmax class probabilities: [0.9999859363867305, 1.406361326959243e-05]
softmax class probabilities: [0.9999979461540266, 2.053845973341593e-06]
softmax class probabilities: [0.9982804829998001, 0.0017195170001998382]
softmax class probabilities: [0.9998541213740424, 0.00014587862595754234]
softmax class probabilities: [0.9999999311148503, 6.88851496931231e-08]
softmax class probabilities: [0.9900075637721303, 0.00999243622786967]
softmax class probabilities: [0.9930859032893082, 0.006914096710691815]
softmax class probabilities: [0.992480926472955, 0.007519073527044906]
softmax class probabilities: [0.039704243368071296, 0.9602957566319287]
softmax class probabilities: [0.0016059431346718786, 0.9983940568653281]
softmax class probabilities: [0.12770220176792563, 0.8722977982320744]
softmax class probabilities: [0.0022392807029199013, 0.9977607192970801]
softmax class probabilities: [0.0007663677273836601, 0.9992336322726164]
softmax class probabilities: [0.014816776964816055, 0.9851832230351839]
softmax class probabilities: [0.0052365462968878935, 0.994763453703112]
softmax class probabilities: [0.0027888929715605983, 0.9972111070284394]
softmax class probabilities: [0.00015690708861288563, 0.9998430929113872]
softmax class probabilities: [0.04530038933006356, 0.9546996106699365]
softmax class probabilities: [0.04103098882646158, 0.9589690111735384]
softmax class probabilities: [0.00024188758983034308, 0.9997581124101695]
softmax class probabilities: [0.04103098882646158, 0.9589690111735384]
softmax class probabilities: [4.600675794723769e-06, 0.9999953993242053]
softmax class probabilities: [0.00734587265370921, 0.9926541273462908]
softmax class probabilities: [0.0074481807269963195, 0.9925518192730037]
softmax class probabilities: [0.02883167368386049, 0.9711683263161395]
softmax class probabilities: [0.001167486936785281, 0.9988325130632147]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9946546995352165, 0.005345300464783539]
softmax class probabilities: [0.9991610314638913, 0.000838968536108787]
softmax class probabilities: [0.9929224598260723, 0.007077540173927742]
softmax class probabilities: [0.9993091906281365, 0.0006908093718635028]
softmax class probabilities: [0.9997931667971415, 0.00020683320285847306]
softmax class probabilities: [0.9952985260178022, 0.004701473982197914]
softmax class probabilities: [0.9995921544993059, 0.00040784550069414456]
softmax class probabilities: [0.9991840735453862, 0.0008159264546138773]
softmax class probabilities: [0.9999666595951207, 3.334040487935309e-05]
softmax class probabilities: [0.9952411407567641, 0.004758859243235903]
softmax class probabilities: [0.9765940677921295, 0.023405932207870468]
softmax class probabilities: [0.9999635189388866, 3.648106111347088e-05]
softmax class probabilities: [0.9998858711981738, 0.0001141288018260453]
softmax class probabilities: [0.9701036870087951, 0.029896312991204817]
softmax class probabilities: [0.9999427448003413, 5.7255199658725825e-05]
softmax class probabilities: [0.9991662202886421, 0.0008337797113579192]
softmax class probabilities: [0.9818256965172529, 0.01817430348274707]
softmax class probabilities: [0.9993771633354275, 0.0006228366645725808]
softmax class probabilities: [0.9999362539720017, 6.374602799838376e-05]
softmax class probabilities: [0.9999900456624169, 9.954337583053362e-06]
softmax class probabilities: [0.9953816228128634, 0.004618377187136635]
softmax class probabilities: [0.9996088088774231, 0.00039119112257692543]
softmax class probabilities: [0.999999425536533, 5.744634669081224e-07]
softmax class probabilities: [0.9863773536251288, 0.013622646374871174]
softmax class probabilities: [0.9875347607726387, 0.012465239227361346]
softmax class probabilities: [0.9896747059805043, 0.010325294019495633]
softmax class probabilities: [0.057636403263633264, 0.9423635967363667]
softmax class probabilities: [0.004918816426056467, 0.9950811835739435]
softmax class probabilities: [0.1347643193571635, 0.8652356806428365]
softmax class probabilities: [0.003074741032372281, 0.9969252589676278]
softmax class probabilities: [0.002443112848939507, 0.9975568871510604]
softmax class probabilities: [0.03321317261880739, 0.9667868273811926]
softmax class probabilities: [0.007446494672334232, 0.9925535053276658]
softmax class probabilities: [0.005119015293987014, 0.9948809847060129]
softmax class probabilities: [0.000597466151309216, 0.9994025338486907]
softmax class probabilities: [0.052870957522208134, 0.9471290424777918]
softmax class probabilities: [0.03795440503916777, 0.9620455949608323]
softmax class probabilities: [0.0007270398071822282, 0.9992729601928177]
softmax class probabilities: [0.03795440503916777, 0.9620455949608323]
softmax class probabilities: [3.22945254998981e-05, 0.9999677054745001]
softmax class probabilities: [0.012544861686244782, 0.9874551383137551]
softmax class probabilities: [0.010755060399192124, 0.989244939600808]
softmax class probabilities: [0.027559264228303525, 0.9724407357716965]
softmax class probabilities: [0.0016708950995647561, 0.9983291049004352]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9995780279948377, 0.0004219720051621523]
softmax class probabilities: [0.9999473043821308, 5.2695617869228786e-05]
softmax class probabilities: [0.9991629165612983, 0.0008370834387017891]
softmax class probabilities: [0.9999142543441171, 8.574565588303716e-05]
softmax class probabilities: [0.9999948920178319, 5.107982168120535e-06]
softmax class probabilities: [0.9999712161075622, 2.8783892437895223e-05]
softmax class probabilities: [0.999980330888144, 1.966911185590044e-05]
softmax class probabilities: [0.9999460266078797, 5.397339212041518e-05]
softmax class probabilities: [0.999999974320511, 2.5679488885416336e-08]
softmax class probabilities: [0.9996385527280824, 0.0003614472719174369]
softmax class probabilities: [0.9944119089120802, 0.0055880910879197]
softmax class probabilities: [0.999999989921302, 1.007869806428911e-08]
softmax class probabilities: [0.9999994537312615, 5.462687384415567e-07]
softmax class probabilities: [0.9864704977717907, 0.01352950222820928]
softmax class probabilities: [0.9999991469296777, 8.530703223040431e-07]
softmax class probabilities: [0.9998681217521745, 0.0001318782478254549]
softmax class probabilities: [0.9991660532877676, 0.0008339467122324632]
softmax class probabilities: [0.9999962408202158, 3.75917978412689e-06]
softmax class probabilities: [0.9999996167585378, 3.8324146232804876e-07]
softmax class probabilities: [0.9999999481774866, 5.18225133891524e-08]
softmax class probabilities: [0.9999022639123526, 9.773608764739633e-05]
softmax class probabilities: [0.9999843866676089, 1.5613332391028223e-05]
softmax class probabilities: [0.9999999997368005, 2.6319957091070634e-10]
softmax class probabilities: [0.9951081084905227, 0.004891891509477311]
softmax class probabilities: [0.9982543721801165, 0.0017456278198833902]
softmax class probabilities: [0.9960014824211613, 0.003998517578838749]
softmax class probabilities: [0.01350099322679021, 0.9864990067732099]
softmax class probabilities: [0.00016097542249772994, 0.9998390245775023]
softmax class probabilities: [0.09387325289916222, 0.9061267471008376]
softmax class probabilities: [0.0011212382842942343, 0.9988787617157058]
softmax class probabilities: [4.207412068727101e-05, 0.9999579258793128]
softmax class probabilities: [0.001278711832763553, 0.9987212881672366]
softmax class probabilities: [0.0024233345021054766, 0.9975766654978946]
softmax class probabilities: [0.0006182583424160121, 0.9993817416575841]
softmax class probabilities: [5.6394975044506954e-06, 0.9999943605024955]
softmax class probabilities: [0.011701592517196786, 0.9882984074828031]
softmax class probabilities: [0.0411386067673442, 0.9588613932326557]
softmax class probabilities: [1.3300843037104955e-05, 0.9999866991569629]
softmax class probabilities: [0.0411386067673442, 0.9588613932326557]
softmax class probabilities: [1.7246694092621515e-08, 0.999999982753306]
softmax class probabilities: [0.003110212975709546, 0.9968897870242905]
softmax class probabilities: [0.0022775962603673373, 0.9977224037396327]
softmax class probabilities: [0.027802642946056506, 0.9721973570539435]
softmax class probabilities: [0.0006106470031739381, 0.999389352996826]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9995373276632206, 0.0004626723367793455]
softmax class probabilities: [0.9999440923036204, 5.590769637953984e-05]
softmax class probabilities: [0.9990749449052091, 0.0009250550947908284]
softmax class probabilities: [0.9999117106509738, 8.828934902609738e-05]
softmax class probabilities: [0.9999942351154865, 5.764884513576462e-06]
softmax class probabilities: [0.9999679041367979, 3.209586320196669e-05]
softmax class probabilities: [0.9999792039645374, 2.079603546255912e-05]
softmax class probabilities: [0.9999430036778891, 5.699632211092035e-05]
softmax class probabilities: [0.9999999693271697, 3.067283023962621e-08]
softmax class probabilities: [0.9995992066302484, 0.0004007933697516241]
softmax class probabilities: [0.9941824996861285, 0.005817500313871592]
softmax class probabilities: [0.9999999872278494, 1.2772150397339137e-08]
softmax class probabilities: [0.9999993935335943, 6.064664056575905e-07]
softmax class probabilities: [0.9862293288415375, 0.013770671158462656]
softmax class probabilities: [0.9999990458497034, 9.541502965225736e-07]
softmax class probabilities: [0.9998645154385472, 0.00013548456145272422]
softmax class probabilities: [0.9990365582109381, 0.0009634417890618067]
softmax class probabilities: [0.9999956826964013, 4.317303598794511e-06]
softmax class probabilities: [0.9999995758225534, 4.241774466086493e-07]
softmax class probabilities: [0.9999999428329808, 5.716701918929827e-08]
softmax class probabilities: [0.9998902989393249, 0.00010970106067508492]
softmax class probabilities: [0.9999832869999388, 1.6713000061107638e-05]
