options: {'value_encode': {1: {'n': -1, '?': 0, 'y': 1}, 2: {'n': -1, '?': 0, 'y': 1}, 3: {'n': -1, '?': 0, 'y': 1}, 4: {'n': -1, '?': 0, 'y': 1}, 5: {'n': -1, '?': 0, 'y': 1}, 6: {'n': -1, '?': 0, 'y': 1}, 7: {'n': -1, '?': 0, 'y': 1}, 8: {'n': -1, '?': 0, 'y': 1}, 9: {'n': -1, '?': 0, 'y': 1}, 10: {'n': -1, '?': 0, 'y': 1}, 11: {'n': -1, '?': 0, 'y': 1}, 12: {'n': -1, '?': 0, 'y': 1}, 13: {'n': -1, '?': 0, 'y': 1}, 14: {'n': -1, '?': 0, 'y': 1}, 15: {'n': -1, '?': 0, 'y': 1}, 16: {'n': -1, '?': 0, 'y': 1}}, 'normalize_cols': {2: 'handicapped-infants', 3: 'water-project-cost-sharing', 4: 'adoption-of-the-budget-resolution', 5: 'physician-fee-freeze', 6: 'el-salvador-aid', 7: 'religious-groups-in-schools', 8: 'anti-satellite-test-ban', 9: 'aid-to-nicaraguan-contras', 10: 'mx-missile', 11: 'immigration', 12: 'synfuels-corporation-cutback', 13: 'education-spending', 14: 'superfund-right-to-sue', 15: 'crime', 16: 'duty-free-exports', 17: 'export-administration-act-south-africa'}, 'result_col': 1, 'order_results': True}
     handicapped-infants  water-project-cost-sharing  adoption-of-the-budget-resolution  physician-fee-freeze  el-salvador-aid  religious-groups-in-schools  anti-satellite-test-ban  aid-to-nicaraguan-contras  mx-missile  immigration  synfuels-corporation-cutback  education-spending  superfund-right-to-sue  crime  duty-free-exports  export-administration-act-south-africa      result
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 0
republican final test pred: 
[1.34145473e-11 5.27157396e-10 5.75102067e-06 1.24553424e-09
 8.48336752e-13 6.91889058e-14 6.44523679e-11 4.06711069e-09
 2.09147427e-19 1.45367328e-10 1.59800908e-03 1.09581374e-15
 2.21855880e-10 3.45496962e-01 3.34159082e-16 2.78100208e-09
 3.91864879e-03 1.39485317e-10 8.90630736e-11 5.16292425e-18
 3.06306658e-11 6.36259638e-13 3.94728706e-25 4.26768672e-05
 6.16506553e-12 1.43705774e-06 9.89018154e-01 9.99999992e-01
 9.99178702e-01 9.99999995e-01 9.99999072e-01 9.96978886e-01
 9.99998524e-01 9.99997602e-01 1.00000000e+00 9.99939920e-01
 9.99998779e-01 9.99999922e-01 9.99998779e-01 1.00000000e+00
 1.00000000e+00 9.99999991e-01 9.99999945e-01 1.00000000e+00]
democrat final test pred: 
[1.00000000e+00 1.00000000e+00 9.99999948e-01 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 9.99999998e-01
 1.00000000e+00 1.00000000e+00 9.99195147e-01 1.00000000e+00
 1.00000000e+00 8.36974159e-01 1.00000000e+00 1.00000000e+00
 9.99372166e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 9.99967594e-01
 1.00000000e+00 9.99999041e-01 1.41621322e-01 6.79637444e-07
 6.38273399e-04 5.32612032e-10 1.44854805e-08 2.08666267e-03
 5.97798018e-07 2.73675954e-06 5.91862053e-23 1.41150673e-05
 1.04826569e-06 5.06115967e-10 1.04826569e-06 4.84185665e-23
 6.62007632e-17 4.16486485e-09 1.04664844e-07 1.57404846e-12]


Test Set:
Possible result classes: ['republican', 'democrat']
instance confidence[0] = [1.3414547280043226e-11, 0.9999999999999303]
prediction: democrat
instance confidence[1] = [5.271573963966889e-10, 0.999999999931908]
prediction: democrat
instance confidence[2] = [5.751020672025205e-06, 0.9999999478422291]
prediction: democrat
instance confidence[3] = [1.2455342413143557e-09, 0.9999999998460016]
prediction: democrat
instance confidence[4] = [8.483367522486693e-13, 0.9999999999999905]
prediction: democrat
instance confidence[5] = [6.918890576497851e-14, 0.9999999999999971]
prediction: democrat
instance confidence[6] = [6.44523679447267e-11, 0.9999999999965563]
prediction: democrat
instance confidence[7] = [4.067110693797501e-09, 0.9999999980442911]
prediction: democrat
instance confidence[8] = [2.0914742654995995e-19, 1.0]
prediction: democrat
instance confidence[9] = [1.4536732753437473e-10, 0.9999999999988807]
prediction: democrat
instance confidence[10] = [0.0015980090842873738, 0.9991951472378554]
prediction: democrat
instance confidence[11] = [1.0958137377889302e-15, 1.0]
prediction: democrat
instance confidence[12] = [2.218558803812081e-10, 0.9999999999973967]
prediction: democrat
instance confidence[13] = [0.34549696229542787, 0.836974159277888]
prediction: democrat
instance confidence[14] = [3.3415908183257546e-16, 1.0]
prediction: democrat
instance confidence[15] = [2.7810020812318824e-09, 0.999999999929063]
prediction: democrat
instance confidence[16] = [0.003918648786605201, 0.9993721663033833]
prediction: democrat
instance confidence[17] = [1.3948531732500413e-10, 0.9999999999928253]
prediction: democrat
instance confidence[18] = [8.906307364714413e-11, 0.9999999999995601]
prediction: democrat
instance confidence[19] = [5.1629242466176886e-18, 1.0]
prediction: democrat
instance confidence[20] = [3.063066578166773e-11, 0.9999999999904459]
prediction: democrat
instance confidence[21] = [6.362596380977048e-13, 0.9999999999999947]
prediction: democrat
instance confidence[22] = [3.9472870607432267e-25, 1.0]
prediction: democrat
instance confidence[23] = [4.267686720745735e-05, 0.9999675943759979]
prediction: democrat
instance confidence[24] = [6.165065526479239e-12, 0.999999999997853]
prediction: democrat
instance confidence[25] = [1.437057740661479e-06, 0.9999990407934812]
prediction: democrat
instance confidence[26] = [0.9890181544224284, 0.14162132219815105]
prediction: republican
instance confidence[27] = [0.9999999916807764, 6.796374443136613e-07]
prediction: republican
instance confidence[28] = [0.9991787017357396, 0.0006382733992563169]
prediction: republican
instance confidence[29] = [0.9999999950267948, 5.326120318404227e-10]
prediction: republican
instance confidence[30] = [0.9999990719355674, 1.448548052205842e-08]
prediction: republican
instance confidence[31] = [0.996978886273087, 0.002086662668990903]
prediction: republican
instance confidence[32] = [0.9999985242628937, 5.977980178509007e-07]
prediction: republican
instance confidence[33] = [0.9999976019741159, 2.7367595421751056e-06]
prediction: republican
instance confidence[34] = [1.0, 5.918620529057565e-23]
prediction: republican
instance confidence[35] = [0.999939919720811, 1.4115067291629357e-05]
prediction: republican
instance confidence[36] = [0.9999987791906324, 1.0482656871065137e-06]
prediction: republican
instance confidence[37] = [0.999999921507217, 5.061159672724811e-10]
prediction: republican
instance confidence[38] = [0.9999987791906324, 1.0482656871065137e-06]
prediction: republican
instance confidence[39] = [1.0, 4.8418566452144746e-23]
prediction: republican
instance confidence[40] = [0.9999999999999989, 6.620076321032256e-17]
prediction: republican
instance confidence[41] = [0.9999999907215132, 4.164864853172686e-09]
prediction: republican
instance confidence[42] = [0.9999999447370558, 1.0466484386420813e-07]
prediction: republican
instance confidence[43] = [0.9999999999924196, 1.5740484599005874e-12]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 0
republican final test pred: 
[2.92158230e-12 2.68444751e-13 1.20357018e-06 2.39277120e-12
 5.46906844e-15 1.24819237e-15 6.18850323e-14 4.61073032e-12
 3.04653327e-23 4.58486377e-12 4.08358120e-06 9.52230205e-20
 1.89805107e-11 2.38973215e-02 7.43119078e-21 3.46155871e-11
 5.75362199e-02 2.37343858e-10 9.63033084e-13 1.72850609e-22
 1.80666844e-14 1.10377336e-12 1.70415229e-30 8.86365081e-07
 3.08477639e-16 2.16489791e-09 9.99955898e-01 1.00000000e+00
 9.99950420e-01 1.00000000e+00 9.99995244e-01 9.30981798e-01
 9.99999966e-01 9.99999990e-01 1.00000000e+00 9.99985210e-01
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]
democrat final test pred: 
[1.00000000e+00 1.00000000e+00 9.99998796e-01 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 9.99995916e-01 1.00000000e+00
 1.00000000e+00 9.76102678e-01 1.00000000e+00 1.00000000e+00
 9.42463780e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 9.99999114e-01
 1.00000000e+00 9.99999998e-01 4.41016001e-05 2.28333610e-14
 4.95795180e-05 2.80526362e-13 4.75628595e-06 6.90182015e-02
 3.44440621e-08 1.04813473e-08 4.38195620e-22 1.47900022e-05
 1.54497350e-10 9.13811467e-11 1.54497350e-10 1.31372234e-25
 9.86971266e-20 1.02129981e-11 5.72457490e-11 2.53875205e-16]


Test Set:
Possible result classes: ['republican', 'democrat']
instance confidence[0] = [2.921582300288922e-12, 0.9999999999970783]
prediction: democrat
instance confidence[1] = [2.684447506510098e-13, 0.9999999999997315]
prediction: democrat
instance confidence[2] = [1.2035701772845367e-06, 0.9999987964298227]
prediction: democrat
instance confidence[3] = [2.39277120072455e-12, 0.9999999999976072]
prediction: democrat
instance confidence[4] = [5.469068444811965e-15, 0.9999999999999944]
prediction: democrat
instance confidence[5] = [1.2481923697125391e-15, 0.9999999999999987]
prediction: democrat
instance confidence[6] = [6.188503228354801e-14, 0.999999999999938]
prediction: democrat
instance confidence[7] = [4.610730315077401e-12, 0.9999999999953892]
prediction: democrat
instance confidence[8] = [3.0465332654477656e-23, 1.0]
prediction: democrat
instance confidence[9] = [4.584863766675878e-12, 0.9999999999954152]
prediction: democrat
instance confidence[10] = [4.083581196874387e-06, 0.9999959164188031]
prediction: democrat
instance confidence[11] = [9.522302054150498e-20, 1.0]
prediction: democrat
instance confidence[12] = [1.898051073436171e-11, 0.9999999999810194]
prediction: democrat
instance confidence[13] = [0.023897321518019318, 0.976102678481935]
prediction: democrat
instance confidence[14] = [7.431190784120436e-21, 1.0]
prediction: democrat
instance confidence[15] = [3.461558711373354e-11, 0.9999999999653844]
prediction: democrat
instance confidence[16] = [0.05753621994647228, 0.9424637800535547]
prediction: democrat
instance confidence[17] = [2.3734385794059636e-10, 0.9999999997626561]
prediction: democrat
instance confidence[18] = [9.630330842897988e-13, 0.999999999999037]
prediction: democrat
instance confidence[19] = [1.7285060881572037e-22, 1.0]
prediction: democrat
instance confidence[20] = [1.806668435235477e-14, 0.999999999999982]
prediction: democrat
instance confidence[21] = [1.103773360803934e-12, 0.9999999999988962]
prediction: democrat
instance confidence[22] = [1.704152290087104e-30, 1.0]
prediction: democrat
instance confidence[23] = [8.863650805970016e-07, 0.9999991136349193]
prediction: democrat
instance confidence[24] = [3.084776389117273e-16, 0.9999999999999998]
prediction: democrat
instance confidence[25] = [2.164897912651297e-09, 0.9999999978351022]
prediction: democrat
instance confidence[26] = [0.999955898399926, 4.41016000741542e-05]
prediction: republican
instance confidence[27] = [0.9999999999999771, 2.2833361029329277e-14]
prediction: republican
instance confidence[28] = [0.9999504204820091, 4.95795179909554e-05]
prediction: republican
instance confidence[29] = [0.9999999999997196, 2.805263618841407e-13]
prediction: republican
instance confidence[30] = [0.9999952437140469, 4.7562859531661886e-06]
prediction: republican
instance confidence[31] = [0.9309817984992346, 0.06901820150089755]
prediction: republican
instance confidence[32] = [0.9999999655559381, 3.4444062081617e-08]
prediction: republican
instance confidence[33] = [0.9999999895186528, 1.0481347323739335e-08]
prediction: republican
instance confidence[34] = [1.0, 4.381956201629054e-22]
prediction: republican
instance confidence[35] = [0.9999852099978458, 1.479000215407471e-05]
prediction: republican
instance confidence[36] = [0.9999999998455027, 1.5449734952888537e-10]
prediction: republican
instance confidence[37] = [0.9999999999086189, 9.138114673413861e-11]
prediction: republican
instance confidence[38] = [0.9999999998455027, 1.5449734952888537e-10]
prediction: republican
instance confidence[39] = [1.0, 1.3137223362507485e-25]
prediction: republican
instance confidence[40] = [1.0, 9.869712659377809e-20]
prediction: republican
instance confidence[41] = [0.9999999999897871, 1.02129980785156e-11]
prediction: republican
instance confidence[42] = [0.9999999999427542, 5.724574896699927e-11]
prediction: republican
instance confidence[43] = [0.9999999999999998, 2.5387520516365094e-16]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 0
republican final test pred: 
[2.05459168e-48 2.47572129e-41 1.45738107e-30 2.37422063e-47
 2.12317018e-56 3.27279947e-18 5.50417344e-51 5.49886237e-37
 1.47851914e-70 4.56201528e-22 4.84435054e-16 1.52757906e-34
 1.60316349e-54 1.03108633e-20 3.16868008e-82 8.32866858e-47
 1.89652609e-04 1.50558683e-41 1.00740953e-56 2.91623112e-81
 3.73364192e-27 1.44085837e-51 3.52969157e-91 1.56493480e-30
 9.05286985e-22 3.15317959e-33 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]
democrat final test pred: 
[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 9.99810347e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 2.51713082e-33 2.58259601e-17
 8.30490707e-18 1.57454397e-53 9.30784249e-35 3.91090339e-17
 1.84606727e-37 1.30362185e-38 1.07679133e-48 9.20934352e-25
 4.67616497e-38 3.15624110e-52 4.67616497e-38 2.48332951e-66
 9.44929768e-40 5.76773793e-41 2.33832362e-35 1.58643414e-53]


Test Set:
Possible result classes: ['republican', 'democrat']
instance confidence[0] = [2.0545916789579224e-48, 1.0]
prediction: democrat
instance confidence[1] = [2.475721292252677e-41, 1.0]
prediction: democrat
instance confidence[2] = [1.4573810670613e-30, 1.0]
prediction: democrat
instance confidence[3] = [2.3742206250388094e-47, 1.0]
prediction: democrat
instance confidence[4] = [2.1231701808734685e-56, 1.0]
prediction: democrat
instance confidence[5] = [3.2727994660082662e-18, 1.0]
prediction: democrat
instance confidence[6] = [5.504173437405836e-51, 1.0]
prediction: democrat
instance confidence[7] = [5.49886236918854e-37, 1.0]
prediction: democrat
instance confidence[8] = [1.478519135867365e-70, 1.0]
prediction: democrat
instance confidence[9] = [4.562015281242194e-22, 1.0]
prediction: democrat
instance confidence[10] = [4.844350542450099e-16, 0.9999999999999996]
prediction: democrat
instance confidence[11] = [1.5275790630406464e-34, 1.0]
prediction: democrat
instance confidence[12] = [1.60316349395781e-54, 1.0]
prediction: democrat
instance confidence[13] = [1.0310863256108902e-20, 1.0]
prediction: democrat
instance confidence[14] = [3.1686800790092556e-82, 1.0]
prediction: democrat
instance confidence[15] = [8.328668582158976e-47, 1.0]
prediction: democrat
instance confidence[16] = [0.00018965260853643487, 0.9998103473914636]
prediction: democrat
instance confidence[17] = [1.505586825376102e-41, 1.0]
prediction: democrat
instance confidence[18] = [1.0074095274229582e-56, 1.0]
prediction: democrat
instance confidence[19] = [2.916231123705707e-81, 1.0]
prediction: democrat
instance confidence[20] = [3.733641921128947e-27, 1.0]
prediction: democrat
instance confidence[21] = [1.4408583695950822e-51, 1.0]
prediction: democrat
instance confidence[22] = [3.5296915709192457e-91, 1.0]
prediction: democrat
instance confidence[23] = [1.564934797515601e-30, 1.0]
prediction: democrat
instance confidence[24] = [9.052869854572553e-22, 1.0]
prediction: democrat
instance confidence[25] = [3.153179593091476e-33, 1.0]
prediction: democrat
instance confidence[26] = [1.0, 2.5171308168558145e-33]
prediction: republican
instance confidence[27] = [1.0, 2.582596005213437e-17]
prediction: republican
instance confidence[28] = [1.0, 8.304907066760826e-18]
prediction: republican
instance confidence[29] = [1.0, 1.57454397279133e-53]
prediction: republican
instance confidence[30] = [1.0, 9.307842485245401e-35]
prediction: republican
instance confidence[31] = [1.0, 3.9109033938381676e-17]
prediction: republican
instance confidence[32] = [1.0, 1.8460672745169599e-37]
prediction: republican
instance confidence[33] = [1.0, 1.30362185362039e-38]
prediction: republican
instance confidence[34] = [1.0, 1.0767913269111233e-48]
prediction: republican
instance confidence[35] = [1.0, 9.209343521706823e-25]
prediction: republican
instance confidence[36] = [1.0, 4.6761649673137534e-38]
prediction: republican
instance confidence[37] = [1.0, 3.1562411011586032e-52]
prediction: republican
instance confidence[38] = [1.0, 4.6761649673137534e-38]
prediction: republican
instance confidence[39] = [1.0, 2.4833295104837334e-66]
prediction: republican
instance confidence[40] = [1.0, 9.449297682227898e-40]
prediction: republican
instance confidence[41] = [1.0, 5.76773792980932e-41]
prediction: republican
instance confidence[42] = [1.0, 2.3383236200188867e-35]
prediction: republican
instance confidence[43] = [1.0, 1.5864341358653605e-53]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 0
The hyperparameters for cross 1 are:
Learning Rate: 0.1
Number of Iterations: 250
republican final test pred: 
[0.08072933 0.98576817 0.86293755 0.01048815 0.93915    0.08106693
 0.01919252 0.00363503 0.01526745 0.98513182 0.98869043 0.84046464
 0.05567986 0.08507006 0.00947908 0.9774412  0.9774412  0.90341777
 0.02509496 0.91096772 0.96453945 0.00729033 0.01961479 0.96500343
 0.16799292 0.9929649  0.01290983 0.88934994 0.00944678 0.04056353
 0.01399581 0.01677864 0.97644143 0.95279405 0.97181488 0.48765873
 0.03684094 0.00959004 0.11714057 0.02591351 0.9774412  0.27814288
 0.98869043 0.00788614 0.47550479 0.04746451 0.04306603 0.00790364
 0.12940198 0.00593244 0.97980407 0.04758877 0.82314627 0.03197698
 0.00388292 0.10128072 0.13431647 0.98513182 0.80450263 0.96298954
 0.02310358 0.01520425 0.00993111 0.07293243 0.85960262 0.04339665
 0.05379261 0.47093117 0.97694661 0.07647606 0.15199163 0.0306468
 0.94097179 0.00959004 0.00468585 0.98053289 0.97644143 0.90730134]
democrat final test pred: 
[0.91927067 0.01423183 0.13706245 0.98951185 0.06085    0.91893307
 0.98080748 0.99636497 0.98473255 0.01486818 0.01130957 0.15953536
 0.94432014 0.91492994 0.99052092 0.0225588  0.0225588  0.09658223
 0.97490504 0.08903228 0.03546055 0.99270967 0.98038521 0.03499657
 0.83200708 0.0070351  0.98709017 0.11065006 0.99055322 0.95943647
 0.98600419 0.98322136 0.02355857 0.04720595 0.02818512 0.51234127
 0.96315906 0.99040996 0.88285943 0.97408649 0.0225588  0.72185712
 0.01130957 0.99211386 0.52449521 0.95253549 0.95693397 0.99209636
 0.87059802 0.99406756 0.02019593 0.95241123 0.17685373 0.96802302
 0.99611708 0.89871928 0.86568353 0.01486818 0.19549737 0.03701046
 0.97689642 0.98479575 0.99006889 0.92706757 0.14039738 0.95660335
 0.94620739 0.52906883 0.02305339 0.92352394 0.84800837 0.9693532
 0.05902821 0.99040996 0.99531415 0.01946711 0.02355857 0.09269866]


Test Set:
Possible result classes: ['republican', 'democrat']
instance confidence[0] = [0.0807293268842011, 0.9192706731157989]
prediction: democrat
instance confidence[1] = [0.9857681685326256, 0.014231831467374417]
prediction: republican
instance confidence[2] = [0.8629375536073514, 0.13706244639264867]
prediction: republican
instance confidence[3] = [0.010488148643546939, 0.9895118513564531]
prediction: democrat
instance confidence[4] = [0.9391499989696009, 0.06085000103039909]
prediction: republican
instance confidence[5] = [0.0810669277655029, 0.9189330722344972]
prediction: democrat
instance confidence[6] = [0.01919252294353058, 0.9808074770564693]
prediction: democrat
instance confidence[7] = [0.0036350327935196504, 0.9963649672064804]
prediction: democrat
instance confidence[8] = [0.015267450061385194, 0.9847325499386147]
prediction: democrat
instance confidence[9] = [0.9851318223846058, 0.014868177615394242]
prediction: republican
instance confidence[10] = [0.9886904260476747, 0.011309573952325371]
prediction: republican
instance confidence[11] = [0.8404646376228798, 0.15953536237712018]
prediction: republican
instance confidence[12] = [0.05567985505052022, 0.9443201449494798]
prediction: democrat
instance confidence[13] = [0.08507006244192632, 0.9149299375580737]
prediction: democrat
instance confidence[14] = [0.009479079288856818, 0.9905209207111433]
prediction: democrat
instance confidence[15] = [0.9774411994804262, 0.02255880051957369]
prediction: republican
instance confidence[16] = [0.9774411994804262, 0.02255880051957369]
prediction: republican
instance confidence[17] = [0.9034177713608966, 0.09658222863910348]
prediction: republican
instance confidence[18] = [0.02509496333600146, 0.9749050366639984]
prediction: democrat
instance confidence[19] = [0.9109677205369474, 0.0890322794630526]
prediction: republican
instance confidence[20] = [0.9645394450465666, 0.03546055495343342]
prediction: republican
instance confidence[21] = [0.007290330580495153, 0.9927096694195048]
prediction: democrat
instance confidence[22] = [0.019614793707647016, 0.980385206292353]
prediction: democrat
instance confidence[23] = [0.9650034347784271, 0.034996565221572955]
prediction: republican
instance confidence[24] = [0.167992919074057, 0.832007080925943]
prediction: democrat
instance confidence[25] = [0.9929649029665436, 0.007035097033456254]
prediction: republican
instance confidence[26] = [0.012909825044086396, 0.9870901749559137]
prediction: democrat
instance confidence[27] = [0.8893499395979391, 0.11065006040206093]
prediction: republican
instance confidence[28] = [0.009446780410556105, 0.9905532195894438]
prediction: democrat
instance confidence[29] = [0.04056353232526526, 0.9594364676747347]
prediction: democrat
instance confidence[30] = [0.013995805520263131, 0.9860041944797368]
prediction: democrat
instance confidence[31] = [0.01677863709503006, 0.9832213629049699]
prediction: democrat
instance confidence[32] = [0.9764414286061814, 0.023558571393818506]
prediction: republican
instance confidence[33] = [0.9527940520355647, 0.04720594796443542]
prediction: republican
instance confidence[34] = [0.9718148801221419, 0.028185119877858083]
prediction: republican
instance confidence[35] = [0.4876587304884724, 0.5123412695115275]
prediction: democrat
instance confidence[36] = [0.03684094006034581, 0.9631590599396542]
prediction: democrat
instance confidence[37] = [0.009590036998367767, 0.9904099630016322]
prediction: democrat
instance confidence[38] = [0.11714057091550475, 0.8828594290844953]
prediction: democrat
instance confidence[39] = [0.02591350787755584, 0.9740864921224442]
prediction: democrat
instance confidence[40] = [0.9774411994804262, 0.02255880051957369]
prediction: republican
instance confidence[41] = [0.27814288274287263, 0.7218571172571274]
prediction: democrat
instance confidence[42] = [0.9886904260476747, 0.011309573952325371]
prediction: republican
instance confidence[43] = [0.007886141079491064, 0.992113858920509]
prediction: democrat
instance confidence[44] = [0.4755047912428558, 0.5244952087571444]
prediction: democrat
instance confidence[45] = [0.04746450974595434, 0.9525354902540456]
prediction: democrat
instance confidence[46] = [0.04306602649841752, 0.9569339735015825]
prediction: democrat
instance confidence[47] = [0.007903638652623984, 0.992096361347376]
prediction: democrat
instance confidence[48] = [0.12940198169622366, 0.8705980183037763]
prediction: democrat
instance confidence[49] = [0.005932435664825117, 0.9940675643351748]
prediction: democrat
instance confidence[50] = [0.9798040660758114, 0.02019593392418864]
prediction: republican
instance confidence[51] = [0.0475887714703337, 0.9524112285296662]
prediction: democrat
instance confidence[52] = [0.8231462708481738, 0.17685372915182623]
prediction: republican
instance confidence[53] = [0.03197698435745609, 0.968023015642544]
prediction: democrat
instance confidence[54] = [0.0038829217651182015, 0.9961170782348817]
prediction: democrat
instance confidence[55] = [0.10128071929240437, 0.8987192807075958]
prediction: democrat
instance confidence[56] = [0.13431647375280883, 0.8656835262471912]
prediction: democrat
instance confidence[57] = [0.9851318223846058, 0.014868177615394242]
prediction: republican
instance confidence[58] = [0.8045026288831791, 0.19549737111682078]
prediction: republican
instance confidence[59] = [0.9629895389858477, 0.03701046101415228]
prediction: republican
instance confidence[60] = [0.023103580358359587, 0.9768964196416404]
prediction: democrat
instance confidence[61] = [0.015204253515559941, 0.98479574648444]
prediction: democrat
instance confidence[62] = [0.009931107600716318, 0.9900688923992838]
prediction: democrat
instance confidence[63] = [0.07293243179538648, 0.9270675682046136]
prediction: democrat
instance confidence[64] = [0.8596026247185062, 0.14039737528149368]
prediction: republican
instance confidence[65] = [0.043396653425998404, 0.9566033465740015]
prediction: democrat
instance confidence[66] = [0.05379260636864411, 0.9462073936313559]
prediction: democrat
instance confidence[67] = [0.47093116736469565, 0.5290688326353045]
prediction: democrat
instance confidence[68] = [0.976946605269847, 0.023053394730153075]
prediction: republican
instance confidence[69] = [0.07647606118250762, 0.9235239388174924]
prediction: democrat
instance confidence[70] = [0.15199162894956658, 0.8480083710504335]
prediction: democrat
