options: {'left_index': True, 'order_results': True, 'normalize_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe  result
softmax class probabilities: [0.02009461553606497, 0.09598889013183412, 0.02537580467854253, 0.11405639570073867, 0.1393632766953411, 0.7463033990792572]
softmax class probabilities: [0.4927110141335973, 0.5887757969878707, 0.1812919961687977, 0.03382302359869411, 0.03639631793766979, 0.012504546950759535]
softmax class probabilities: [0.31368023709704607, 0.34594542224503083, 0.06956140360203827, 0.03219324778700765, 0.03506148549384699, 0.04468534428956703]
softmax class probabilities: [0.04308531147849052, 0.07114912476455296, 0.06715465023798649, 0.14293808644746087, 0.2357470080925184, 0.9683350364519406]
softmax class probabilities: [0.027422814564295062, 0.09900036615927076, 0.03867510001543857, 0.12923510584113668, 0.17197593215578152, 0.8487242572650872]
softmax class probabilities: [0.1549649527503196, 0.3067434302789109, 0.07537833822658731, 0.051244361460586946, 0.05888427442182063, 0.09243336581993043]
softmax class probabilities: [0.4504426279343182, 0.36991269594784976, 0.07983561897813486, 0.021571310139827625, 0.02832080979566975, 0.022203798675470544]
softmax class probabilities: [0.4849424708085978, 0.34903807900249795, 0.09350079267573704, 0.016609061212283775, 0.029334442889836727, 0.02320878761533529]
preds: [0, 5, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 5, 1, 5, 1, 5, 0, 5, 0, 1, 1, 0, 5, 0, 5, 5, 0, 0, 0, 0, 5, 1, 1, 5, 5, 1, 0, 0]
softmax class probabilities: [0.6533588402683974, 0.37763960611823727, 0.1400190922421184, 0.012161478880364947, 0.0184820660742407, 0.007574232243745014]
softmax class probabilities: [0.6480912160434019, 0.4704428256604101, 0.1819485270341439, 0.018044601279342203, 0.03845287799470904, 0.007434648768076772]
softmax class probabilities: [0.468246905239365, 0.40594709506073945, 0.0866051091981628, 0.021454323909387327, 0.02510160652386189, 0.013639225570289112]
softmax class probabilities: [0.47427164474881583, 0.3467944450328503, 0.09354674645692401, 0.015388950964454248, 0.02666757725496904, 0.015808744260998927]
softmax class probabilities: [0.37096215383059133, 0.5613174159483196, 0.10409607701661824, 0.03621435726482305, 0.03072160005983834, 0.01867449183802975]
softmax class probabilities: [0.4549009541013814, 0.5163929879621665, 0.1043855358736735, 0.02856001167258735, 0.028056754603081966, 0.013644498664021952]
softmax class probabilities: [0.4097237681869019, 0.5285808428952227, 0.10889845832912318, 0.03308370764838338, 0.02872011116692931, 0.01623747941234002]
softmax class probabilities: [0.47123870834001236, 0.3741463302137037, 0.09642345334360398, 0.020716787840516126, 0.022789478254464493, 0.014702108497162605]
softmax class probabilities: [0.11414807423733354, 0.46876601807174717, 0.03324559937645316, 0.12442638156898937, 0.10390561967835091, 0.05784618660384139]
softmax class probabilities: [0.36373340604935167, 0.35400768871273214, 0.0794923053858917, 0.025204740726303135, 0.023799777335909555, 0.023108819783468897]
softmax class probabilities: [0.10336170155166288, 0.2707345243231111, 0.04339651166404407, 0.06927845660083429, 0.08340940800829658, 0.10819257285492252]
softmax class probabilities: [0.279596175719044, 0.38454630389979744, 0.06384872917311639, 0.03465511037908458, 0.019835073859444333, 0.030487113786087785]
softmax class probabilities: [0.3111268205942867, 0.30206112223108617, 0.1002604535993314, 0.01906185511052123, 0.030181578717772255, 0.03677017287029943]
softmax class probabilities: [0.294622294037378, 0.5165486461276213, 0.08937777169929625, 0.04377297495019727, 0.04161223658446773, 0.03042169496195998]
softmax class probabilities: [0.5242595149551551, 0.5519129928640688, 0.14843228721293253, 0.030207284663085764, 0.030397801563160198, 0.00993373315906677]
softmax class probabilities: [0.3525154949732303, 0.3551784545633285, 0.08211236187041485, 0.02914581420517163, 0.026711725644958283, 0.023199996402759823]
softmax class probabilities: [0.3308563812757543, 0.47987718696732473, 0.09759746297982017, 0.037695889231105076, 0.029075455986588797, 0.023865731370407584]
softmax class probabilities: [0.048694991489230365, 0.27332474846402305, 0.029970846760857213, 0.13128298240642844, 0.12007116920472587, 0.2059839838365738]
softmax class probabilities: [0.09988772149553032, 0.2148516184873213, 0.030023275468932714, 0.02064158913352561, 0.057829528426558224, 0.14133366915631249]
softmax class probabilities: [0.017993252088643403, 0.11049221434451471, 0.019815804406364924, 0.07802655486782852, 0.13439630451652895, 0.7362195167148218]
softmax class probabilities: [0.025106466840248726, 0.07932364796272053, 0.031562177447762775, 0.10030457730121185, 0.16493306559336435, 0.8795574914556612]
softmax class probabilities: [0.10594876537866171, 0.19175320542999136, 0.045191589135083886, 0.04433472802755991, 0.05987608195316223, 0.2689427303814405]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 5, 5, 5]
softmax class probabilities: [0.48534115556114005, 0.39058709516108037, 0.08986536871421376, 0.03288834714380466, 0.03679595797321669, 0.03921746979872051]
softmax class probabilities: [0.4965586147371463, 0.4443203070255599, 0.12501062628144183, 0.050301880383634846, 0.06105628863831555, 0.048613191099447686]
softmax class probabilities: [0.40064178979093756, 0.38077758405993856, 0.08051914960302148, 0.04039562577703318, 0.04222593605589668, 0.055788523148935454]
softmax class probabilities: [0.40351308639338224, 0.36383669061078705, 0.07981645926181563, 0.03602228080980618, 0.04121855989703687, 0.05610704230197162]
softmax class probabilities: [0.40984511285075403, 0.4606910832766929, 0.11581932905456715, 0.06570824153101075, 0.06393287095631203, 0.07432944073280869]
softmax class probabilities: [0.4222545500274534, 0.43637526776635227, 0.10280126676836354, 0.05368758040656163, 0.0541908391546377, 0.06157079133488959]
softmax class probabilities: [0.417612844646656, 0.4468351724225319, 0.11146361215583543, 0.060599093910270456, 0.05931701516586803, 0.0680765925637352]
softmax class probabilities: [0.4100910657326778, 0.37475829595522586, 0.0837701864478793, 0.04049141269775652, 0.04153667378760277, 0.05598695120860154]
softmax class probabilities: [0.2084721227558651, 0.35987506260668817, 0.07679977528958845, 0.09133881460441504, 0.08842721498901919, 0.149968388546902]
softmax class probabilities: [0.3711529421917413, 0.3609359542657844, 0.08004452122713863, 0.04356871887429554, 0.042819246471426875, 0.06810750981633859]
softmax class probabilities: [0.22099760945026262, 0.30696288613525635, 0.07814486289049305, 0.07440536118490476, 0.07625054827871956, 0.16329104102501218]
softmax class probabilities: [0.3419590269729454, 0.36374561307988734, 0.07642419056885974, 0.04784839792189509, 0.04183336884116581, 0.07669737324684316]
softmax class probabilities: [0.37491972548108404, 0.36145770102291086, 0.09464941944280819, 0.046319985044135564, 0.05088891002375893, 0.08181926109290805]
softmax class probabilities: [0.36735724889122745, 0.4371139699401051, 0.11311835026218028, 0.07250370953568035, 0.0722814794909798, 0.09485498928401133]
softmax class probabilities: [0.46661923245320375, 0.4695214993729015, 0.12713193885264934, 0.0620355476522138, 0.06302500414775841, 0.05745965124963177]
softmax class probabilities: [0.36488652934848703, 0.36160580573597584, 0.08297683869014395, 0.04713223819764561, 0.04603860313530589, 0.07085948773415786]
softmax class probabilities: [0.38727313370622446, 0.424561290102552, 0.10717558825857416, 0.06291883240150495, 0.05940867729118973, 0.07898246632780669]
softmax class probabilities: [0.16738788829202939, 0.29491940791559906, 0.07703363281011638, 0.10044916215519253, 0.09594912996699119, 0.23594682624756666]
softmax class probabilities: [0.21691503070580137, 0.27736948746829687, 0.05541223219275681, 0.03986360115899599, 0.04970544377411862, 0.1439060377458181]
softmax class probabilities: [0.12290149903058052, 0.2168592895566616, 0.06674346817220574, 0.08774606333219755, 0.09604086735953181, 0.4155398059626523]
softmax class probabilities: [0.14043712576231232, 0.20988401299877674, 0.09440880476963953, 0.12241655672546801, 0.13460915265120066, 0.536143511699846]
softmax class probabilities: [0.23208211400943687, 0.28158367102788817, 0.08018390767443889, 0.06654202206329944, 0.07075579692960007, 0.21088101959191405]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 5, 5, 1]
softmax class probabilities: [0.42766137933969983, 0.3791196328852249, 0.10218869223097836, 0.05773188388710427, 0.06105835208617378, 0.07068253567032128]
softmax class probabilities: [0.4443478457357177, 0.4185134513411279, 0.13809226541112465, 0.08289059095162687, 0.09127669173178495, 0.08888132272423291]
softmax class probabilities: [0.3793758812766459, 0.37196946430309946, 0.09840513171050863, 0.06557729249521121, 0.06699653673383883, 0.08801949884678731]
softmax class probabilities: [0.38005110881231186, 0.36223703593543016, 0.09658633609194238, 0.06095666125444525, 0.06513739676581254, 0.0870785020520976]
softmax class probabilities: [0.3998685609053458, 0.42789869666066976, 0.13770529017032415, 0.09865695740290416, 0.09732366243996296, 0.11532338611576497]
softmax class probabilities: [0.4007900425488716, 0.41002925239810256, 0.12225825058696345, 0.08362216960150769, 0.08400882858149658, 0.09955404593096064]
softmax class probabilities: [0.40179684688409273, 0.41861201311839835, 0.13184459741991159, 0.09227906141575508, 0.09130515737626069, 0.10792588428595298]
softmax class probabilities: [0.3858697939317122, 0.36967902598610985, 0.10085089466184918, 0.0659501900167993, 0.06673649248172478, 0.0882142177243749]
softmax class probabilities: [0.26449456120128134, 0.3613182571543207, 0.10977372970636996, 0.11554241929041326, 0.11359730260551423, 0.17414202653273514]
softmax class probabilities: [0.36407450011751347, 0.3614747111832423, 0.09911839632796389, 0.06897033295665617, 0.06828140098923567, 0.09888063047520634]
softmax class probabilities: [0.2738606304821418, 0.3320091870900935, 0.10755311719592002, 0.10100617947431184, 0.10195554890368397, 0.17637235859127084]
softmax class probabilities: [0.34808289848826823, 0.3624931391545608, 0.09736038789734715, 0.07276204516627932, 0.06795851614697201, 0.10609320546352041]
softmax class probabilities: [0.37218793091493435, 0.36704789662779097, 0.11370622302308245, 0.07530004573816103, 0.07875027069821477, 0.11307210681800493]
softmax class probabilities: [0.3747136076815255, 0.4146367602352346, 0.13813713844235626, 0.10566755981873371, 0.10546588269818793, 0.13404190912793654]
softmax class probabilities: [0.43198147206573684, 0.43419786632217344, 0.14410181509075543, 0.09554515254593758, 0.09633071659036609, 0.09999275602835567]
softmax class probabilities: [0.36115288198733475, 0.36272262457060483, 0.10262113498749266, 0.07311405301715611, 0.07217117812121235, 0.1026363940770814]
softmax class probabilities: [0.38413800769068607, 0.4056436964394768, 0.12896714055502845, 0.09394017790090096, 0.09125261930878405, 0.11696790579084279]
softmax class probabilities: [0.23744195905032317, 0.3256574048176526, 0.11218941887690977, 0.12425600612483637, 0.12106655353093534, 0.22706826747298667]
softmax class probabilities: [0.26439801911175576, 0.3067922682877315, 0.07915770024380078, 0.06381922536570261, 0.07099007379528992, 0.14758533386564313]
softmax class probabilities: [0.20135330571971718, 0.2759759937946105, 0.10296833679935581, 0.11485453322599763, 0.11952360385907979, 0.31558485669745767]
softmax class probabilities: [0.22163137172732505, 0.2792008054608981, 0.13743829537688892, 0.1534368118870872, 0.16019905564938172, 0.4011617154847421]
softmax class probabilities: [0.28261041741962273, 0.3183326344887668, 0.10924967989570414, 0.0956967204605379, 0.09841006819080346, 0.2015993526385041]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 5, 5, 1]
softmax class probabilities: [0.7713309248911284, 0.364243429337453, 0.24377478329360075, 0.002855492981152757, 0.015821328917996903, 0.0026473749379945202]
softmax class probabilities: [0.7880651590852652, 0.36973439042426165, 0.2723731338748341, 0.001417977686593179, 0.028168447213879916, 0.0011768485563574476]
softmax class probabilities: [0.6238421525770818, 0.4177822750476494, 0.09077999860121992, 0.016168354761754555, 0.014218912241608515, 0.0026910183782912693]
softmax class probabilities: [0.5629520047353035, 0.33096726709713237, 0.1169348595215481, 0.004179194438367122, 0.0276840201583886, 0.005254643482578268]
softmax class probabilities: [0.26345265661480266, 0.6105606265423262, 0.0588026623817951, 0.024260121834839478, 0.005599039146448861, 0.0032916628271188464]
softmax class probabilities: [0.505115708075924, 0.5598695829456096, 0.07866495358709906, 0.01953226183576657, 0.007961229974815878, 0.002321194587395298]
softmax class probabilities: [0.3194059529184439, 0.5755068182903293, 0.07028423933987586, 0.020822538180067855, 0.006695924228780059, 0.003225165052498521]
softmax class probabilities: [0.5000302304366238, 0.38265382746637844, 0.10738805805580949, 0.012578852312029133, 0.014832525495255608, 0.004254690823975664]
softmax class probabilities: [0.12240946929859024, 0.5960417763719732, 0.0036513317413619296, 0.29812782920753983, 0.04832485790887989, 0.0050828012779731225]
softmax class probabilities: [0.2705145656221425, 0.3869347882426333, 0.06929831329280135, 0.021836418339208526, 0.015399402485416932, 0.00829683249729061]
softmax class probabilities: [0.023190243076475367, 0.27321971366492515, 0.011558918158931569, 0.041511331785835034, 0.12459690655397442, 0.04068443165061424]
softmax class probabilities: [0.12584674380380137, 0.5173521028269343, 0.03331851996142386, 0.08264470337172287, 0.00751239783964379, 0.013589671559033956]
softmax class probabilities: [0.08328153420606241, 0.2576484838632059, 0.11190988268025151, 0.0026040716090313955, 0.034524559822607236, 0.02597766812701562]
softmax class probabilities: [0.1924852515878817, 0.5224050190432643, 0.0411404043152378, 0.026730839338319767, 0.008772959121764599, 0.005941829429251449]
softmax class probabilities: [0.5211453164107176, 0.5261820051880969, 0.14898031209721901, 0.011141774328114269, 0.007335013335213871, 0.001316985075236094]
softmax class probabilities: [0.24074856531384106, 0.38454429098441373, 0.06969177129556905, 0.02473665832497455, 0.018462448570121966, 0.007800566289482592]
softmax class probabilities: [0.15294624198243867, 0.5379312022658963, 0.058034046730465506, 0.02864258598527305, 0.008389188558484702, 0.006580669275911891]
softmax class probabilities: [0.005363336709839254, 0.33321385852892776, 0.003120987574962603, 0.15129452454947231, 0.15861012817726036, 0.08624842432884228]
softmax class probabilities: [0.037435275683474545, 0.2002916319261978, 0.013320450091080446, 0.004354977788914317, 0.13884675714442146, 0.10146100460520337]
softmax class probabilities: [0.0005646164833842974, 0.059901861461101026, 0.002165682684375149, 0.022800938187157792, 0.21615005951553043, 0.90442376836198]
softmax class probabilities: [0.0012567452675553408, 0.011912719931312673, 0.004004363295877044, 0.01942476537854188, 0.07626614488646676, 0.9836937536569786]
softmax class probabilities: [0.024681304525125455, 0.09738708175679528, 0.015697558584668883, 0.019415075173370377, 0.030789665629616596, 0.37009460134162636]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5]
softmax class probabilities: [0.7123832157111044, 0.3578775811089023, 0.1801920285214122, 0.008487193856583553, 0.015281116409207778, 0.004327884629949733]
softmax class probabilities: [0.7054347425374576, 0.43954660139893675, 0.22308531584804683, 0.01098577760187465, 0.03539058685334822, 0.003483258151632187]
softmax class probabilities: [0.5100664038325432, 0.4183046992424414, 0.08935740425344306, 0.01883346796688528, 0.021419385585300363, 0.007305987702533503]
softmax class probabilities: [0.5072602204868043, 0.33334062732903236, 0.10315750893350911, 0.01119047460854234, 0.025078455163716155, 0.009647326914479499]
softmax class probabilities: [0.32626627083782117, 0.5903135980448886, 0.08861682239483971, 0.03111207630783138, 0.020960390589723855, 0.010015945752277534]
softmax class probabilities: [0.4608863627918921, 0.5424827504095115, 0.09904426276699207, 0.024706420880279887, 0.020883508072602343, 0.007015026281733264]
softmax class probabilities: [0.38003418885127427, 0.5513977305734495, 0.09937800884803137, 0.028442880616089686, 0.02004003332437513, 0.008731016189443273]
softmax class probabilities: [0.4910522189608873, 0.3727828479648481, 0.10357530323934594, 0.017508076168009815, 0.018738796618786104, 0.008577337766150385]
softmax class probabilities: [0.10569625941166416, 0.5489231515302947, 0.019636804449273973, 0.17001196651049613, 0.10796556504108262, 0.02676770121989362]
softmax class probabilities: [0.3441505152109018, 0.35729910941006426, 0.0776173032593294, 0.02277218555498785, 0.019303517498671877, 0.014777631575565916]
softmax class probabilities: [0.06988531680391051, 0.2669104482775417, 0.030826271469700225, 0.06884935115857614, 0.09403104486420925, 0.07668854950132854]
softmax class probabilities: [0.23198873938661677, 0.4163292704157078, 0.054248080113592737, 0.03779123906041892, 0.013716315694488505, 0.02082791273013312]
softmax class probabilities: [0.23835912033181963, 0.26263627548449303, 0.10190797630781784, 0.012211920706610577, 0.026667732243006902, 0.02892092100079572]
softmax class probabilities: [0.2488523561697381, 0.537949191784964, 0.07138361362225458, 0.03808169452875021, 0.030926638604678727, 0.01739097175259857]
softmax class probabilities: [0.5256211997931978, 0.5585996986067442, 0.15346773536677893, 0.023773761248102335, 0.02172780018060415, 0.004657724416923814]
softmax class probabilities: [0.3311294777036411, 0.3575291645569224, 0.08074783604963912, 0.027024702939184846, 0.02199879742069861, 0.014397161383533454]
softmax class probabilities: [0.27341519570130596, 0.49753321968922204, 0.08576829853078857, 0.033792468096468, 0.020363807003277102, 0.014267350148884859]
softmax class probabilities: [0.026418387303152168, 0.2882215189204395, 0.016811987288687373, 0.1547522327978083, 0.13599628075553152, 0.1558950167280967]
softmax class probabilities: [0.06827841605777925, 0.19968568533029413, 0.02088197728996149, 0.014460537086011482, 0.07482882950044151, 0.13030760923678858]
softmax class probabilities: [0.00633935449415037, 0.08657705238706255, 0.009540552648423692, 0.06463829720069181, 0.16141119549333838, 0.8174474975197217]
softmax class probabilities: [0.010096776899227326, 0.04857205005757162, 0.016520427700304575, 0.076320293515269, 0.16388546492476228, 0.9409810095267366]
softmax class probabilities: [0.06827166007494746, 0.1613150611589207, 0.03195058142326709, 0.03667204791647126, 0.05406825537525772, 0.2983849247051923]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5]
softmax class probabilities: [0.653537025523973, 0.37762156072233977, 0.14007472207232655, 0.01214509855824834, 0.018464757598577432, 0.007553610933001085]
softmax class probabilities: [0.6482478147116111, 0.470482274634619, 0.18201758589512274, 0.018024107888783537, 0.038430275998466726, 0.007414118588789369]
softmax class probabilities: [0.46828883440929886, 0.4059597508017143, 0.08660753730431514, 0.021433636548494797, 0.025084300108332156, 0.013609282950391164]
softmax class probabilities: [0.4743223392358647, 0.3467742176744658, 0.09355447023457562, 0.01537238450062261, 0.026649916633416294, 0.015774950619068303]
softmax class probabilities: [0.3709330068937233, 0.5613964442005015, 0.1041054699169189, 0.036188386743541315, 0.03070265376601527, 0.0186346443941188]
softmax class probabilities: [0.45493182322285725, 0.51645466528406, 0.10439753857351537, 0.028535234492547936, 0.02803809495134289, 0.013613198087558518]
softmax class probabilities: [0.4097285244038245, 0.5286449743211313, 0.10891271486549058, 0.0330582778734212, 0.028701646205471193, 0.01620146368105311]
softmax class probabilities: [0.4712951200147292, 0.374136022687921, 0.0964342638516538, 0.020696531231742168, 0.022772201328399924, 0.014669877000265936]
softmax class probabilities: [0.11402193621561868, 0.4688730168385311, 0.03321290658594196, 0.1244612665044718, 0.10395183997551627, 0.05779355662311724]
softmax class probabilities: [0.3637152154118591, 0.35398841561066835, 0.07949034316287502, 0.025184275970964395, 0.023783119331499382, 0.023065643885798254]
softmax class probabilities: [0.10324569827606286, 0.2707109138659826, 0.04336425048327754, 0.0692836523554415, 0.08342464465838642, 0.10812771110499678]
softmax class probabilities: [0.27953355209547, 0.38453938680288474, 0.0638403489821834, 0.03463311074487803, 0.019820588728444256, 0.030435929872026684]
softmax class probabilities: [0.31107790646017985, 0.30200972513116486, 0.10026896749884363, 0.019045683750246588, 0.03016285916316477, 0.03670882546833544]
softmax class probabilities: [0.294539803658506, 0.5166163017570078, 0.08936973436510867, 0.043749362866844006, 0.04159561565425301, 0.030368663377041086]
softmax class probabilities: [0.5243439572315162, 0.5519881169471962, 0.14847574238967504, 0.030180489456831813, 0.030377107709651303, 0.00990815279690882]
softmax class probabilities: [0.3524934033630566, 0.3551638975028687, 0.082108876067431, 0.02912485369339162, 0.026695329652920312, 0.023156956141426294]
softmax class probabilities: [0.3308148072662362, 0.47991652833749854, 0.09760221801726536, 0.0376717458043705, 0.029057609994163052, 0.02381928039449956]
softmax class probabilities: [0.048610665590401676, 0.2733130493534171, 0.02993782258092361, 0.1313471446879249, 0.12012749846027848, 0.20596589831180553]
softmax class probabilities: [0.09976252767422224, 0.21479608284515006, 0.02999938611660297, 0.020631857750205825, 0.05782629381767835, 0.1412725755449891]
softmax class probabilities: [0.017946629794919212, 0.11042490407152036, 0.01978771945569327, 0.07806131242368004, 0.1344652811359979, 0.7364809180559629]
softmax class probabilities: [0.025046035660019592, 0.07925777795651102, 0.03152117852793258, 0.1003457309445497, 0.16502397180885667, 0.8797564185104535]
softmax class probabilities: [0.10582603765006064, 0.19168543164160487, 0.04516062807218068, 0.04432442797932946, 0.05987454669918942, 0.268926748323089]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 5, 5, 5]
softmax class probabilities: [0.794729921215835, 0.36878193279519617, 0.22265057902759192, 0.0001265461635500272, 0.019558516409544736, 0.003985306890293311]
softmax class probabilities: [0.8092071847269368, 0.32122932744531146, 0.19774878191319895, 2.576482688874584e-05, 0.003598213709879125, 0.000707824033823646]
softmax class probabilities: [0.6608271048476071, 0.3814167547658589, 0.07031056999586777, 0.006787577581232322, 0.004692019436009903, 0.002204957117134661]
softmax class probabilities: [0.593189374264245, 0.35001209637259784, 0.0978372838893768, 0.0003347239493201335, 0.03491550861069177, 0.006248343645133658]
softmax class probabilities: [0.2506332194016052, 0.63342012014662, 0.042279567993892445, 0.016625418881646172, 0.00020393700070386455, 0.0014466646999712052]
softmax class probabilities: [0.5364210248827198, 0.552334643027457, 0.048880038800676484, 0.008185547943994467, 0.0007439663511043728, 0.0014318853715702498]
softmax class probabilities: [0.3005027307963646, 0.5943961935395188, 0.05026286022153012, 0.009312893950407655, 0.0004442565672337188, 0.0018089919735376804]
softmax class probabilities: [0.4840247679118755, 0.38309497342125387, 0.0845994367499916, 0.0041548875114223284, 0.007825268366140056, 0.004592714772057484]
softmax class probabilities: [0.12773112644981613, 0.530522933777749, 0.0012040740055059844, 0.22575766228234842, 0.006563154396220651, 0.0020411542105575843]
softmax class probabilities: [0.2363416639263083, 0.41674015158480776, 0.0629742676511134, 0.015537525786767927, 0.011253794368093222, 0.009060725291224512]
softmax class probabilities: [0.012462265723993919, 0.32581286095924766, 0.0062528101705297354, 0.01956158875555288, 0.12558107308469432, 0.032973627019951886]
softmax class probabilities: [0.10009249695386901, 0.5915673866372991, 0.030885114746431866, 0.16890019114709945, 0.00656347020560007, 0.017378525142080176]
softmax class probabilities: [0.05318877402628576, 0.35100689922032713, 0.20702641469788619, 0.0003084796817228552, 0.04904832196611307, 0.024642531482510964]
softmax class probabilities: [0.18648849513454718, 0.44456164499522105, 0.02889295720813003, 0.013890549970945392, 0.0002469731728481468, 0.00230303404464541]
softmax class probabilities: [0.5101458157877369, 0.4651097726956, 0.17183652248169956, 0.0034476363878268705, 0.00020163882344553208, 0.00045586148559576917]
softmax class probabilities: [0.20744378466648636, 0.39121435503111385, 0.08984256514926448, 0.01569299861167939, 0.014689434958427268, 0.00724382248625075]
softmax class probabilities: [0.12415718492351548, 0.5794767421259377, 0.06113400884343237, 0.022172813635996626, 0.0011839141834948986, 0.004003520231823761]
softmax class probabilities: [0.002296054054785775, 0.4368252345398664, 0.0007974132053939245, 0.14092136723930523, 0.15474535310870904, 0.07897732128674337]
softmax class probabilities: [0.032346593565064835, 0.33726121529485903, 0.008440350927891345, 0.0006559012802631773, 0.49646301382014085, 0.12007857715427843]
softmax class probabilities: [0.0002551747923260268, 0.02315541513515253, 0.0006837474258980836, 0.004099948392179958, 0.17931986959907897, 0.9286207988076369]
softmax class probabilities: [0.0008436545056011551, 0.00012444507573048, 0.0009141738334263908, 0.0005597924561263222, 0.00031540013750733123, 0.9815125280656488]
softmax class probabilities: [0.023114537359742636, 0.012260500234808265, 0.015645594741933416, 0.0023352834210651568, 0.003043145868974604, 0.319983712195039]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 4, 5, 5, 5]
softmax class probabilities: [0.782230129190956, 0.37146768636677563, 0.2385267402556668, 0.001228508494529541, 0.017096759403434712, 0.0028891874689800814]
softmax class probabilities: [0.804993279715237, 0.35217290505047766, 0.25962463494640353, 0.0003850360848019365, 0.019065371490100607, 0.001006499612900816]
softmax class probabilities: [0.6528919199342459, 0.40575371463627724, 0.08845752145803731, 0.012739715444548542, 0.010365727272644914, 0.0022657665724246157]
softmax class probabilities: [0.5770985698809976, 0.33773291119144105, 0.11526039149507673, 0.0020176218147238962, 0.02871516975463707, 0.005193520073812166]
softmax class probabilities: [0.25268594383230814, 0.6151672163169976, 0.05419475854391872, 0.021006647985502704, 0.0023364857150216405, 0.0024780004363417884]
softmax class probabilities: [0.5215330438648099, 0.5575988500838586, 0.07067886011188777, 0.015556846965654193, 0.0041119693753096445, 0.0018475027820944547]
softmax class probabilities: [0.30521979213197165, 0.5807991854093973, 0.06224187379118094, 0.016425952199508414, 0.0033159380114088388, 0.0026199962645842055]
softmax class probabilities: [0.4962428527505893, 0.3841551887986184, 0.10287812730742246, 0.009008779847541141, 0.01316267546744311, 0.004041817215009968]
softmax class probabilities: [0.1232719443773596, 0.5729780919148645, 0.0017142010481481645, 0.3165999699265981, 0.022439595760198612, 0.0033078510083645947]
softmax class probabilities: [0.24765794381150483, 0.39930016877077196, 0.0670457678679915, 0.01918293417146553, 0.014671630083285522, 0.00799701049172059]
softmax class probabilities: [0.01581010177296135, 0.28649735797788006, 0.007995466952588888, 0.027874867399331864, 0.13604423780645405, 0.03677870850436662]
softmax class probabilities: [0.10319636929208333, 0.5494431268361786, 0.028727111575600664, 0.11277731947050207, 0.0067416139167144435, 0.013687099026037203]
softmax class probabilities: [0.05958505645142656, 0.2863989935048091, 0.131324649898483, 0.001103877169354336, 0.04438583765634462, 0.02815542680477542]
softmax class probabilities: [0.1833241921520119, 0.503076835092996, 0.036281159818877015, 0.02134596198558992, 0.0035178176428250422, 0.004366067260043077]
softmax class probabilities: [0.5195982477822002, 0.5050807977354258, 0.1520572471234844, 0.006961385049409719, 0.003235839164688646, 0.0009700252035172544]
softmax class probabilities: [0.2132559150426981, 0.39265010678290385, 0.06737152578703877, 0.020746343144565683, 0.018087572227839098, 0.007440348077269591]
softmax class probabilities: [0.1281497517842698, 0.5547341255465461, 0.053918306948354325, 0.025275737365951616, 0.005181442006812937, 0.005686242850318935]
softmax class probabilities: [0.003136404035037635, 0.3618271452632141, 0.0015689728986201489, 0.13285488843209378, 0.16487083164380445, 0.07833480546098304]
softmax class probabilities: [0.03281511572902496, 0.22990147908015726, 0.013582126938177718, 0.002199638845649199, 0.18530734582863517, 0.0982192605152309]
softmax class probabilities: [0.00029274545757603486, 0.052560186982529664, 0.0014768645347486523, 0.012381370147738182, 0.24668241442918382, 0.9161708842329395]
softmax class probabilities: [0.0007564774483055574, 0.004643929812688175, 0.002513115119760425, 0.007653908592872262, 0.03495201144498657, 0.9857923288210632]
softmax class probabilities: [0.019432196343152387, 0.06570569478129923, 0.013641059376391764, 0.01169323303585235, 0.020294939678166878, 0.3753027476618299]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 5, 5, 5]
softmax class probabilities: [0.7714017785703459, 0.36426228732325316, 0.24388150962916308, 0.0028502732271290985, 0.01581850582407093, 0.0026456880571826646]
softmax class probabilities: [0.7881507144494775, 0.36968198959549553, 0.27240555257388216, 0.001414232472899232, 0.028174334804250876, 0.0011755356257529298]
softmax class probabilities: [0.6240024201813681, 0.41776495606964875, 0.09078795058193881, 0.016162095556523644, 0.014211377564579923, 0.00268773728537124]
